p,q,type,variable,value,se,pval
0,0,fit,N,8736,,
0,0,fit,ll,2481.724215438615,,
0,0,fit,AIC,-4919.44843087723,,
0,0,fit,BIC,-4763.793861521567,,
0,0,lbq_std,L1,4195.340106775542,,0
0,0,lbq_sq,L1,.3239142600882082,,.5692647591265435
0,0,lbq_std,L2,6931.009795487495,,0
0,0,lbq_sq,L2,.3296727222503191,,.84803246381257
0,0,lbq_std,L3,8921.069487703993,,0
0,0,lbq_sq,L3,2.678360985125324,,.443917152358408
0,0,lbq_std,L4,10531.6899806984,,0
0,0,lbq_sq,L4,4.168016361606999,,.3837445920929652
0,0,lbq_std,L5,11840.18734320076,,0
0,0,lbq_sq,L5,5.529736877979706,,.3546961417670654
0,0,lbq_std,L10,16941.55489596979,,0
0,0,lbq_sq,L10,8.211748883225122,,.6081621137471107
0,0,lbq_std,L15,20443.21219903591,,0
0,0,lbq_sq,L15,8.947673532057493,,.8802374980209605
0,0,lbq_std,L20,22938.7682754086,,0
0,0,lbq_sq,L20,11.51761610571977,,.9316797429657621
0,0,coef,_cons,2.161991369258456,.4480531906506973,1.39792201592e-06
0,0,coef,wind_log,-.2318625888437225,.0135205335081175,0
0,0,coef,hydro_log_ds,.0790625319069874,.0862436776632946,.359281921567548
0,0,coef,consump_log_ds,1.111466889058931,.0866856443778138,0
0,0,coef,oil_log,-.4093556687374064,.1290876042835853,.0015183869152595
0,0,coef,gas_log,.2399563359928865,.0574082277276442,.0000291733723248
0,0,coef,netexch_no3,-.0000727667406268,6.46437841193e-06,0
0,0,coef,netexch_no4,-.0000746475300261,.000010204292749,2.56683563293e-13
0,0,coef,netexch_se1,-.0000789337144712,5.73244325071e-06,0
0,0,coef,netexch_se3,-.0000692046353355,6.15354429106e-06,0
0,0,var_coef,omega,7.611653544323813,3.792027357092765,.0447200575547613
0,0,var_coef,arch1,1.513779494743815,.0214389172573642,0
0,0,var_coef,garch1,.0073603729855179,.0077850688217973,.3444305186842054
0,0,var_coef,het_wind_log,-1.018904754517801,.0676882924370102,0
0,0,var_coef,het_hydro_log_ds,-1.78837072929192,1.11674358834991,.109284874895776
0,0,var_coef,het_consump_log_ds,-1.415320874548665,1.197706667360979,.2373277722602136
