p,q,type,variable,value,se,pval
0,0,fit,N,8736,,
0,0,fit,ll,-1299.961713069793,,
0,0,fit,AIC,2643.923426139585,,
0,0,fit,BIC,2799.577995495249,,
0,0,lbq_std,L1,3900.046296321194,,0
0,0,lbq_sq,L1,1.941818551594784,,.1634712145957108
0,0,lbq_std,L2,6381.675011288219,,0
0,0,lbq_sq,L2,11.4315496733463,,.0032935975325525
0,0,lbq_std,L3,8292.848315643194,,0
0,0,lbq_sq,L3,15.51690559603017,,.0014241936653413
0,0,lbq_std,L4,9830.316379002927,,0
0,0,lbq_sq,L4,16.93622540945491,,.0019888810011252
0,0,lbq_std,L5,11124.09927250165,,0
0,0,lbq_sq,L5,16.94344292524925,,.0046083174337006
0,0,lbq_std,L10,15392.27254107345,,0
0,0,lbq_sq,L10,26.64124473237428,,.002967052378948
0,0,lbq_std,L15,18341.55228018175,,0
0,0,lbq_sq,L15,28.87150527345681,,.0167084442394279
0,0,lbq_std,L20,20893.50345774914,,0
0,0,lbq_sq,L20,32.57427449624853,,.0375505356093699
0,0,coef,_cons,1.297787123761037,.7787634143011399,.0956195174656833
0,0,coef,wind_log,-.1528378321405804,.0141219999365574,0
0,0,coef,hydro_log_ds,-.8966791877726208,.1525516157077008,4.15568823797e-09
0,0,coef,consump_log_ds,2.271776647943352,.1711927467234926,0
0,0,coef,oil_log,-.0471966510461483,.2460258572085891,.8478705602311307
0,0,coef,gas_log,-.091476312970481,.100129428392229,.3609372131327611
0,0,coef,netexch_dk2,-.0000455295784591,.0000143227900795,.0014787564445591
0,0,coef,netexch_ger,-1.28579351801e-06,.0000231558091373,.9557179010525432
0,0,coef,netexch_pl,.0000465752182716,.0000217953510164,.0326033913165991
0,0,coef,netexch_se3,.0000595146841183,6.28945988409e-06,0
0,0,var_coef,omega,-12.45091844002585,3.833429523707001,.001162257334359
0,0,var_coef,arch1,1.359801008347506,.0243985976462816,0
0,0,var_coef,garch1,.0405825650901679,.0145493980720086,.0052822905684637
