UTC,Open,High,Low,Close,Volume
03.03.2015 00:00:00.000 UTC,49.799,49.91,49.799,49.836,0.009324
03.03.2015 01:00:00.000 UTC,49.848,49.91,49.806,49.839,0.016569
03.03.2015 02:00:00.000 UTC,49.828,49.857,49.76,49.857,0.008505
03.03.2015 03:00:00.000 UTC,49.845,49.929,49.835,49.879,0.013545
03.03.2015 04:00:00.000 UTC,49.857,49.979,49.856,49.947,0.009387
03.03.2015 05:00:00.000 UTC,49.937,50.129,49.906,50.057,0.0063
03.03.2015 06:00:00.000 UTC,50.078,50.085,49.888,49.899,0.009702
03.03.2015 07:00:00.000 UTC,49.909,50.055,49.835,49.937,0.01902
03.03.2015 08:00:00.000 UTC,49.928,50.056,49.856,49.967,0.035516
03.03.2015 09:00:00.000 UTC,49.978,50.288,49.966,50.228,0.045866
03.03.2015 10:00:00.000 UTC,50.219,50.456,50.194,50.349,0.046503
03.03.2015 11:00:00.000 UTC,50.337,50.37,50.165,50.33,0.036809
03.03.2015 12:00:00.000 UTC,50.33,50.6,49.724,49.828,0.081484
03.03.2015 13:00:00.000 UTC,49.829,50.04,49.676,49.816,0.051458
03.03.2015 14:00:00.000 UTC,49.817,50.118,49.429,49.717,0.053995
03.03.2015 15:00:00.000 UTC,49.718,50.248,49.576,49.888,0.023714
03.03.2015 16:00:00.000 UTC,49.889,50.59,49.767,50.228,0.04735
03.03.2015 17:00:00.000 UTC,50.228,50.64,50.067,50.339,0.023686
03.03.2015 18:00:00.000 UTC,50.337,50.758,49.867,49.977,0.033223
03.03.2015 19:00:00.000 UTC,49.988,50.589,49.899,50.38,0.031293
03.03.2015 20:00:00.000 UTC,50.366,50.407,50.245,50.288,0.013129
03.03.2015 21:00:00.000 UTC,50.276,50.78,50.208,50.528,0.019133
03.03.2015 22:00:00.000 UTC,50.517,50.648,50.509,50.627,0.00285
03.03.2015 23:00:00.000 UTC,50.599,50.654,50.354,50.439,0.006479
04.03.2015 00:00:00.000 UTC,50.447,50.498,50.364,50.458,0.004636
04.03.2015 01:00:00.000 UTC,50.446,50.669,50.437,50.619,0.009462
04.03.2015 02:00:00.000 UTC,50.629,50.688,50.558,50.588,0.005662
04.03.2015 03:00:00.000 UTC,50.575,50.637,50.564,50.6,0.003724
04.03.2015 04:00:00.000 UTC,50.59,50.607,50.495,50.517,0.004028
04.03.2015 05:00:00.000 UTC,50.525,50.58,50.485,50.528,0.003439
04.03.2015 06:00:00.000 UTC,50.529,50.568,50.444,50.47,0.004693
04.03.2015 07:00:00.000 UTC,50.476,50.619,50.45,50.569,0.006726
04.03.2015 08:00:00.000 UTC,50.548,50.878,50.405,50.74,0.02527
04.03.2015 09:00:00.000 UTC,50.727,50.899,50.647,50.816,0.03462
04.03.2015 10:00:00.000 UTC,50.814,50.848,50.657,50.788,0.02923
04.03.2015 11:00:00.000 UTC,50.788,50.79,50.575,50.707,0.028161
04.03.2015 12:00:00.000 UTC,50.716,51.14,50.695,50.855,0.046348
04.03.2015 13:00:00.000 UTC,50.87,51.048,50.585,50.726,0.019458
04.03.2015 14:00:00.000 UTC,50.69,50.979,50.34,50.359,0.035722
04.03.2015 15:00:00.000 UTC,50.369,50.619,49.646,49.868,0.061217
04.03.2015 16:00:00.000 UTC,49.868,49.95,49.587,49.797,0.14834
04.03.2015 17:00:00.000 UTC,49.787,50.539,49.725,50.369,0.09425
04.03.2015 18:00:00.000 UTC,50.356,51.089,50.197,51.078,0.072082
04.03.2015 19:00:00.000 UTC,51.088,51.927,51.086,51.55,0.126918
04.03.2015 20:00:00.000 UTC,51.559,51.949,51.496,51.719,0.052509
04.03.2015 21:00:00.000 UTC,51.729,51.819,51.606,51.636,0.018627
04.03.2015 22:00:00.000 UTC,51.639,51.65,51.574,51.579,0.005863
04.03.2015 23:00:00.000 UTC,51.595,51.65,51.574,51.627,0.012119
05.03.2015 00:00:00.000 UTC,51.635,51.66,51.575,51.6,0.011297
05.03.2015 01:00:00.000 UTC,51.609,51.75,51.574,51.718,0.037042
05.03.2015 02:00:00.000 UTC,51.716,51.869,51.706,51.788,0.020785
05.03.2015 03:00:00.000 UTC,51.789,51.789,51.698,51.759,0.011592
05.03.2015 04:00:00.000 UTC,51.758,51.839,51.704,51.71,0.015849
05.03.2015 05:00:00.000 UTC,51.719,51.749,51.665,51.737,0.007351
05.03.2015 06:00:00.000 UTC,51.738,51.85,51.684,51.796,0.013601
05.03.2015 07:00:00.000 UTC,51.796,51.819,51.574,51.586,0.014934
05.03.2015 08:00:00.000 UTC,51.598,51.866,51.576,51.727,0.040109
05.03.2015 09:00:00.000 UTC,51.74,52.217,51.706,52.156,0.065517
05.03.2015 10:00:00.000 UTC,52.169,52.359,52.1,52.268,0.065782
05.03.2015 11:00:00.000 UTC,52.278,52.317,51.956,51.968,0.048223
05.03.2015 12:00:00.000 UTC,51.978,52.029,51.7,51.926,0.056485
05.03.2015 13:00:00.000 UTC,51.925,52.009,51.195,51.207,0.059716
05.03.2015 14:00:00.000 UTC,51.207,51.467,50.827,51.417,0.051588
05.03.2015 15:00:00.000 UTC,51.427,51.949,51.068,51.626,0.047129
05.03.2015 16:00:00.000 UTC,51.638,51.79,51.25,51.29,0.042631
05.03.2015 17:00:00.000 UTC,51.289,51.436,51.03,51.197,0.028969
05.03.2015 18:00:00.000 UTC,51.188,51.338,50.607,50.679,0.023712
05.03.2015 19:00:00.000 UTC,50.698,51.209,50.607,50.818,0.033915
05.03.2015 20:00:00.000 UTC,50.827,50.917,50.734,50.877,0.012407
05.03.2015 21:00:00.000 UTC,50.865,50.947,50.844,50.904,0.004864
05.03.2015 22:00:00.000 UTC,50.917,50.957,50.868,50.937,0.001596
05.03.2015 23:00:00.000 UTC,50.885,51.018,50.885,50.926,0.003762
06.03.2015 00:00:00.000 UTC,50.938,51.02,50.929,50.987,0.003876
06.03.2015 01:00:00.000 UTC,50.985,51.14,50.985,51.107,0.005377
06.03.2015 02:00:00.000 UTC,51.096,51.109,50.994,51.045,0.004959
06.03.2015 03:00:00.000 UTC,51.05,51.119,51.025,51.098,0.002736
06.03.2015 04:00:00.000 UTC,51.109,51.115,51.055,51.067,0.002641
06.03.2015 05:00:00.000 UTC,51.075,51.09,51.008,51.07,0.002185
06.03.2015 06:00:00.000 UTC,51.059,51.067,50.784,50.878,0.00494
06.03.2015 07:00:00.000 UTC,50.887,51.019,50.8,50.988,0.007581
06.03.2015 08:00:00.000 UTC,51,51.187,50.805,51.13,0.019836
06.03.2015 09:00:00.000 UTC,51.138,51.145,50.728,50.82,0.015181
06.03.2015 10:00:00.000 UTC,50.816,50.956,50.756,50.818,0.012008
06.03.2015 11:00:00.000 UTC,50.808,50.998,50.737,50.957,0.011799
06.03.2015 12:00:00.000 UTC,50.966,51.096,50.895,51.02,0.011799
06.03.2015 13:00:00.000 UTC,51.019,51.038,50.299,50.419,0.063967
06.03.2015 14:00:00.000 UTC,50.384,50.479,49.805,50.169,0.185745
06.03.2015 15:00:00.000 UTC,50.155,50.45,49.92,49.965,0.13665
06.03.2015 16:00:00.000 UTC,49.957,50.136,49.688,49.836,0.173748
06.03.2015 17:00:00.000 UTC,49.835,50.029,49.474,49.528,0.142685
06.03.2015 18:00:00.000 UTC,49.535,49.95,48.863,49.5,0.182225
06.03.2015 19:00:00.000 UTC,49.509,49.7,49.197,49.589,0.147581
06.03.2015 20:00:00.000 UTC,49.598,49.69,49.506,49.627,0.034576
06.03.2015 21:00:00.000 UTC,49.637,49.73,49.606,49.687,0.01165
08.03.2015 22:00:00.000 UTC,49.61,49.73,49.495,49.568,0.006954
08.03.2015 23:00:00.000 UTC,49.559,49.57,49.296,49.356,0.007144
09.03.2015 00:00:00.000 UTC,49.347,49.49,49.344,49.437,0.007144
09.03.2015 01:00:00.000 UTC,49.429,49.468,49.327,49.346,0.005187
09.03.2015 02:00:00.000 UTC,49.337,49.446,49.326,49.399,0.004351
09.03.2015 03:00:00.000 UTC,49.405,49.427,49.304,49.336,0.003325
09.03.2015 04:00:00.000 UTC,49.334,49.357,49.304,49.324,0.002983
09.03.2015 05:00:00.000 UTC,49.328,49.45,49.305,49.446,0.004412
09.03.2015 06:00:00.000 UTC,49.456,49.569,49.455,49.538,0.007735
