timestamp,price_ds,wind_log,consump_log_ds,north_wind_log,d_congested,north_wind_cong,netexch_dk1,netexch_fi,netexch_no1,netexch_se2,netexch_se4
2023-01-01 00:00:00,-0.5070616054233037,6.778784897685177,-0.07547398097136337,8.51699317141357,0.0,0.0,715.0,182.7,-1473.0,2569.1,-643.0
2023-01-01 01:00:00,-0.4607215135310545,6.62273632394984,-0.0691643624182312,8.513385953073284,0.0,0.0,715.0,200.0,-1515.0,2412.3,-405.5
2023-01-01 02:00:00,-0.48920831157741596,6.447305862541213,-0.07902862268689503,8.516793111394898,0.0,0.0,715.0,200.0,-1515.0,2486.8,-384.2
2023-01-01 03:00:00,-0.4422783516449149,6.269096283706261,-0.07408301338467815,8.517193191416238,0.0,0.0,715.0,200.0,-1515.0,2502.4,-370.2
2023-01-01 04:00:00,-0.4452722071669495,6.19644412779452,-0.06980867500788257,8.515191188745565,0.0,0.0,715.0,200.0,-1515.0,2411.9,-216.6
2023-01-01 05:00:00,-0.46352621541444616,6.182084906716632,-0.060650545703797576,8.516593011344206,0.0,0.0,715.0,92.2,-1503.0,2588.2,-211.2
2023-01-01 06:00:00,-0.517345518608666,6.2324480165505225,-0.05187467804255519,8.518592212329946,0.0,0.0,715.0,126.2,-1493.0,2606.0,-220.8
2023-01-01 07:00:00,-0.5482362418272819,6.306275286948016,-0.04770475144298558,8.512783482927537,0.0,0.0,715.0,103.3,-1503.0,2602.1,0.0
2023-01-01 08:00:00,-0.5590182985655696,6.375024819828097,-0.0616205917079693,8.518991573357617,0.0,0.0,715.0,95.3,-1493.0,2634.1,86.1
2023-01-01 09:00:00,-0.6111164899506738,6.429719478039138,-0.07567024449798865,8.547334348328224,0.0,0.0,715.0,27.6,-1488.0,2790.6,114.0
2023-01-01 10:00:00,-0.6251939793183325,6.410174881966167,-0.07660163007728293,8.52377150677636,0.0,0.0,715.0,82.3,-1488.0,2704.9,360.9
2023-01-01 11:00:00,-0.6260314300573269,6.336825731146441,-0.06659327020814132,8.494333897270154,0.0,0.0,715.0,200.0,-1488.0,2616.3,580.5
2023-01-01 12:00:00,-0.593530447772781,6.267200548541362,-0.043993991063041804,8.461469042643875,0.0,0.0,715.0,200.0,-1478.0,2571.5,742.8
2023-01-01 13:00:00,-0.5846389599482515,6.244166900663736,-0.04691845896614133,8.434028950155469,0.0,0.0,715.0,200.0,-1478.0,2426.6,992.0
2023-01-01 14:00:00,-0.3400444149231152,6.295266001439646,-0.04488533746174994,8.411165786770708,0.0,0.0,715.0,200.0,-1515.0,2858.0,673.5
2023-01-01 15:00:00,-0.4357488841913675,6.368187186350492,-0.023624552107605723,8.393216011596527,0.0,0.0,715.0,0.0,-1515.0,3365.4,518.6
2023-01-01 16:00:00,-0.38661646386456283,6.489204931325317,-0.028634801579938696,8.369157112588834,0.0,0.0,715.0,0.0,-1515.0,5671.3,-1744.1
2023-01-01 17:00:00,-0.3492083304675804,6.61338421837956,-0.047586705811673013,8.344980368770571,0.0,0.0,715.0,0.0,-1515.0,6269.8,-2422.8
2023-01-01 18:00:00,-0.25583939468538297,6.7464121285733745,-0.05175892435441121,8.316055720364643,0.0,0.0,715.0,23.6,-1515.0,6924.3,-3376.1
2023-01-01 19:00:00,-0.2451885712669224,6.844815479208263,-0.04562329830392464,8.281470857895167,0.0,0.0,715.0,43.5,-1515.0,6826.6,-3579.0
2023-01-01 20:00:00,-0.2041382574125583,6.881411303642535,-0.053925793661113275,8.253227645581772,0.0,0.0,715.0,196.8,-1492.0,6334.9,-3527.1
2023-01-01 21:00:00,-0.170436905231651,6.901737206656574,-0.049371650626781616,8.211754397375197,0.0,0.0,715.0,0.0,-1502.0,5696.7,-2858.5
2023-01-01 22:00:00,-0.10104573856373023,6.907755278982137,-0.04486801548279651,8.161089512845797,0.0,0.0,715.0,0.0,-1488.0,5486.6,-2904.5
2023-01-01 23:00:00,-0.14944611844554778,6.906754778648554,-0.04514099068268074,8.121183242078828,0.0,0.0,715.0,0.0,-1488.0,4939.9,-2596.2
2023-01-02 00:00:00,0.06337882334362543,6.716594773520978,-0.016637683060951147,8.159660737063376,0.0,0.0,715.0,23.4,-1315.0,5052.5,-2974.4
2023-01-02 01:00:00,0.07194466609528671,6.754604099487962,-0.023411774853990153,8.168486417126681,0.0,0.0,715.0,85.5,-1315.0,4639.3,-2788.2
2023-01-02 02:00:00,0.09487717400493079,6.779921907472252,-0.03000353044041404,8.160518247477505,0.0,0.0,715.0,84.7,-1315.0,4640.4,-2960.5
2023-01-02 03:00:00,0.030746472910585965,6.78332520060396,-0.0448191888957048,8.15908865466791,0.0,0.0,715.0,0.0,-1315.0,4225.5,-2431.1
2023-01-02 04:00:00,0.0574964471143522,6.763884908562435,-0.04921850746821299,8.169336395928386,0.0,0.0,715.0,0.0,-1315.0,4461.0,-2623.3
2023-01-02 05:00:00,0.14545866080500502,6.734591659972948,-0.0640013620953166,8.158802490694002,0.0,0.0,715.0,0.0,-1306.0,5075.5,-3052.9
2023-01-02 06:00:00,0.18025621561302163,6.703188113240863,-0.08387403921488712,8.138272638530186,0.0,0.0,715.0,-331.1,-1301.0,6938.7,-4145.5
2023-01-02 07:00:00,0.17877494955807816,6.6039438246004725,-0.09455521444621162,8.094073148069352,1.0,8.094073148069352,115.0,-419.2,-143.7,7300.0,-4447.0
2023-01-02 08:00:00,0.16286828583639856,6.424869023905388,-0.08222446633284441,8.040768994367578,1.0,8.040768994367578,115.0,-122.4,-143.1,7300.0,-4380.4
2023-01-02 09:00:00,0.1794236922296637,6.19644412779452,-0.07999573682273997,7.974188669286011,1.0,7.974188669286011,715.0,-333.8,-1315.0,7300.0,-3447.2
2023-01-02 10:00:00,0.17064570651979505,5.948034989180646,-0.08043173638457901,7.874358824729881,1.0,7.874358824729881,715.0,-1111.9,-1315.0,7300.0,-2378.1
2023-01-02 11:00:00,0.17615785534907857,5.68697535633982,-0.06535877576657789,7.757906208351747,1.0,7.757906208351747,715.0,-826.5,-1315.0,7300.0,-2494.5
2023-01-02 12:00:00,0.19510354828441656,5.4510384535657,-0.06387087754180243,7.6246189861593985,1.0,7.6246189861593985,715.0,-911.6,-1315.0,7300.0,-2344.5
2023-01-02 13:00:00,0.18059913700531904,5.313205979041787,-0.0526247120378347,7.486613313139955,0.0,0.0,715.0,-851.2,-1315.0,7266.4,-2316.3
2023-01-02 14:00:00,0.16446102176960853,5.3612921657094255,-0.05392590724216184,7.356918242356021,0.0,0.0,715.0,-445.5,-1315.0,7026.9,-2479.3
2023-01-02 15:00:00,0.1379532680767639,5.579729825986222,-0.043256099342952936,7.257707677160043,0.0,0.0,506.9,-76.2,-1106.9,6894.5,-2575.6
2023-01-02 16:00:00,0.20962179317241514,5.771441123130016,-0.044935452101771745,7.183111701743281,0.0,0.0,715.0,-773.6,-465.0,7061.3,-2873.7
2023-01-02 17:00:00,0.19817817303092067,5.902633333401366,-0.06028057059056202,7.142827401161621,0.0,0.0,588.9,-662.0,-600.5,7053.5,-2785.6
2023-01-02 18:00:00,0.28983010844901,6.061456918928017,-0.053837894224677996,7.154615356913663,0.0,0.0,-11.1,-478.6,349.2,7176.7,-3717.3
