timestamp,price_ds,wind_log,consump_log_ds,north_wind_log,d_congested,north_wind_cong,netexch_dk1,netexch_fi,netexch_no1,netexch_se2,netexch_se4
2025-02-14 00:00:00,0.7115891181433742,6.403574197934815,0.062364630772718144,7.187657164114956,1.0,7.187657164114956,-715.0,-845.7,0.0,7577.6,-4511.7
2025-02-14 01:00:00,0.7666657612459895,6.251903883165888,0.06722834486370388,7.270312886079025,1.0,7.270312886079025,-715.0,-885.0,0.0,7638.1,-3614.4
2025-02-14 02:00:00,0.7786890486706728,6.113682179832232,0.0680691664531139,7.319202458767849,1.0,7.319202458767849,-715.0,-981.8,0.0,7614.2,-3509.2
2025-02-14 03:00:00,0.7219894110912817,5.973809611869261,0.07037343238472538,7.343426229147367,1.0,7.343426229147367,-715.0,-958.8,0.0,7689.0,-4763.9
2025-02-14 04:00:00,0.7434420282297305,5.8805329864007,0.0763916081636733,7.354362330421477,1.0,7.354362330421477,-715.0,-808.9,97.2,7771.0,-4967.6
2025-02-14 05:00:00,0.5706984909748565,5.860786223465865,0.08097092678660012,7.371489295214277,1.0,7.371489295214277,-715.0,-722.6,548.1,7534.7,-5016.0
2025-02-14 06:00:00,0.7350277499479407,5.877735781779639,0.08097795990785883,7.381501894506707,1.0,7.381501894506707,-715.0,-556.3,545.2,7699.0,-4662.1
2025-02-14 07:00:00,0.744607288206832,5.8916442118257715,0.08074815958170944,7.385230923066573,1.0,7.385230923066573,-338.3,-506.0,712.8,7558.3,-4277.9
2025-02-14 08:00:00,0.7437629161749229,5.849324779946859,0.0774447779875338,7.352441100243583,1.0,7.352441100243583,-715.0,-520.9,1068.1,7491.3,-3980.1
2025-02-14 09:00:00,0.6121286950171019,5.755742213586912,0.07324770593661611,7.306531398939505,1.0,7.306531398939505,-715.0,-895.4,1051.8,7430.2,-3702.5
2025-02-14 10:00:00,0.5545175360522379,5.6240175061873385,0.0653899814284955,7.213031659834869,1.0,7.213031659834869,-715.0,-971.7,1428.9,7332.1,-4264.8
2025-02-14 11:00:00,0.5869639888518954,5.476463551931511,0.055653115528176755,7.106606137727303,1.0,7.106606137727303,-715.0,-1077.8,1675.5,7339.7,-4769.3
2025-02-14 12:00:00,0.5597125849784019,5.365976015021851,0.04917107160052048,7.029972911706386,1.0,7.029972911706386,-715.0,-1200.0,1534.7,7305.1,-4763.3
2025-02-14 13:00:00,0.5013276103483673,5.3612921657094255,0.0468734920573759,6.966024187106113,1.0,6.966024187106113,-715.0,-1200.0,1714.8,7240.2,-3829.8
2025-02-14 14:00:00,0.48632996835143416,5.37989735354046,0.04730669688481193,7.01211529430638,0.0,0.0,-715.0,-1200.0,1454.5,7258.3,-3561.5
2025-02-14 15:00:00,0.5201552505299967,5.44673737166631,0.044180272627032835,7.254884810077338,1.0,7.254884810077338,-715.0,-955.9,1340.0,7370.1,-3608.6
2025-02-14 16:00:00,0.8082799748446394,5.564520407322694,0.047267587707571224,7.554334823725748,1.0,7.554334823725748,-715.0,-596.6,1398.5,7362.9,-4940.4
2025-02-14 17:00:00,1.0413256719743158,5.765191102784844,0.05014628296755319,7.7702232041587855,1.0,7.7702232041587855,-715.0,-268.1,1453.7,7348.7,-4937.7
2025-02-14 18:00:00,0.990574378939197,5.926926025970411,0.0640630351211442,7.956827122090111,1.0,7.956827122090111,-715.0,-159.7,1269.8,7357.0,-4911.4
2025-02-14 19:00:00,0.9934521428460608,6.028278520230698,0.05807872314995777,8.096817470572319,1.0,8.096817470572319,-715.0,-248.4,788.7,7499.0,-4820.0
2025-02-14 20:00:00,0.7781796567943671,6.077642243349034,0.06262224962627094,8.217438537730187,1.0,8.217438537730187,-715.0,-390.7,882.5,7519.2,-5107.6
2025-02-14 21:00:00,0.7418853489202126,6.124683390894205,0.071482711408839,8.305978210967302,1.0,8.305978210967302,-715.0,-550.4,578.9,7652.0,-5120.3
