timestamp,price_ds,wind_log,consump_log_ds,d_congested,wind_cong,netexch_no3,netexch_no4,netexch_se1,netexch_se3
2022-01-01 00:00:00,0.8729072766993524,7.1631723908466425,0.028142152461015257,0.0,0.0,119.8,150.0,1579.2,-5560.5
2022-01-01 01:00:00,0.8149524128514476,7.195937226475569,0.025003823542379955,0.0,0.0,23.4,150.0,1482.0,-5006.3
2022-01-01 02:00:00,0.874110098325283,7.213031659834869,0.008287152902489936,0.0,0.0,-4.8,150.0,1608.7,-5221.9
2022-01-01 03:00:00,0.9890540294545023,7.241366283322318,0.0064556446151593505,0.0,0.0,-29.0,150.0,2024.4,-5767.8
2022-01-01 04:00:00,0.8924553062150657,7.257002707092073,-0.001288545471851421,0.0,0.0,-240.7,150.0,1865.2,-4891.5
2022-01-01 05:00:00,0.9403703551345637,7.244941546337007,0.006901828013087474,0.0,0.0,-290.7,150.0,1901.4,-5209.7
2022-01-01 06:00:00,1.0009944863582922,7.233455418621439,0.011316753806752011,0.0,0.0,-132.1,150.0,1809.9,-5366.7
2022-01-01 07:00:00,1.0136491052602987,7.186144304522325,0.007204365765759668,0.0,0.0,-129.2,150.0,2012.8,-5890.2
2022-01-01 08:00:00,1.0480994106193644,7.130098510125578,-0.004514465454691141,1.0,7.130098510125578,5.9,150.0,1858.9,-6500.0
2022-01-01 09:00:00,1.0359523635273566,7.064759027791802,-0.006668881384853442,1.0,7.064759027791802,84.9,150.0,1829.5,-6500.0
2022-01-01 10:00:00,1.006924500556445,6.959398512133975,-0.0038336300654417954,1.0,6.959398512133975,232.0,150.0,1764.1,-6500.0
2022-01-01 11:00:00,1.0600451151227088,6.82001636467413,0.03682863961228389,1.0,6.82001636467413,457.8,150.0,1696.9,-6500.0
2022-01-01 12:00:00,1.0862889275097878,6.641182169740591,0.05171785746465485,1.0,6.641182169740591,600.0,150.0,1756.4,-6500.0
2022-01-01 13:00:00,1.0523605936296443,6.466144724237619,0.04661455716772167,1.0,6.466144724237619,600.0,150.0,1854.7,-6500.0
2022-01-01 14:00:00,1.09410540974425,6.311734809152915,0.07427782105228609,1.0,6.311734809152915,600.0,150.0,1847.2,-6500.0
2022-01-01 15:00:00,1.051373396115387,6.206575926724928,0.0907474855703585,1.0,6.206575926724928,600.0,150.0,1798.6,-6500.0
2022-01-01 16:00:00,1.0248423529817607,6.2422232654551655,0.09433181599076068,1.0,6.2422232654551655,600.0,150.0,1692.5,-6500.0
2022-01-01 17:00:00,0.9556844695191806,6.470799503782602,0.07742986570083144,1.0,6.470799503782602,600.0,150.0,1602.3,-6500.0
2022-01-01 18:00:00,0.929064590152624,6.795705775173514,0.07642496424914835,1.0,6.795705775173514,600.0,150.0,1424.6,-6500.0
2022-01-01 19:00:00,0.8413461676495206,7.069023426578259,0.07528531396670868,1.0,7.069023426578259,600.0,150.0,1252.5,-6500.0
2022-01-01 20:00:00,0.8952097769576892,7.301147805856032,0.0670768752732025,1.0,7.301147805856032,600.0,150.0,1086.2,-6500.0
2022-01-01 21:00:00,0.8533422352148223,7.52456122628536,0.05460377192322152,1.0,7.52456122628536,600.0,150.0,913.8,-6500.0
2022-01-01 22:00:00,0.8411580082404142,7.683403681053826,0.03790246828480459,1.0,7.683403681053826,600.0,150.0,797.7,-6500.0
