type,variable,value,se,pval,stars
fit,AIC,-24932.66580126724,,,
fit,BIC,-24755.78560881762,,,
coef,_cons,.5194573638320068,.0556935057898753,0,***
coef,wind_log,-.0513716890313036,.0063523771184634,6.66133814775e-16,***
coef,consump_log_ds,.7547827793256324,.058395661200705,0,***
coef,north_wind_log,-.0372261185036369,.0053621016854701,3.85358411847e-12,***
coef,d_congested,-.0646688559112829,.0755411597387794,.391956606440214,
coef,north_wind_cong,.0200116800890916,.0098319589511222,.0418135982799863,**
coef,netexch_dk1,-.0000707695975463,5.57784652579e-06,0,***
coef,netexch_fi,-.0000636769002993,5.84471514661e-06,0,***
coef,netexch_no1,-.0000748683342474,4.68556121099e-06,0,***
coef,netexch_se2,-.0000629993073232,3.83377939703e-06,0,***
coef,netexch_se4,-.0000962793512598,4.61972526559e-06,0,***
