type,variable,value,se,pval,stars
fit,N,17519,,,
fit,ll,32108.50496745114,,,
fit,AIC,-64187.00993490227,,,
fit,BIC,-64070.44431562373,,,
lbq_std,L24,1102.921066609694,,1.1694203293e-217,***
lbq_sq,L24,306.6186820883148,,7.77680302361e-51,***
coef,_cons,.1926098210028952,.395518886630797,.6262724440795528,
coef,wind_log,-.0222361582922263,.0029799109490066,8.52651282912e-14,***
coef,hydro_log_ds,-.030549863051176,.0222034480446841,.168850658385381,
coef,consump_log_ds,.3691854849679191,.0301309643990839,0,***
coef,oil_log,.1959473391553484,.0784463195116031,.0124948153681967,**
coef,gas_log,-.2682863565116887,.0559943961301539,1.65698150267e-06,***
coef,netexch_fi,-.0000310832026935,2.36454000484e-06,0,***
coef,netexch_no4,-.0000201825778532,7.00621146605e-06,.0039683184237858,***
coef,netexch_se2,-.0000440487081366,3.52697445627e-06,0,***
coef,ar_L1,.9580693858237286,.0073843621858202,0,***
coef,ma_L1,.1961382128758626,.0161987214003794,0,***
var_coef,omega,-6.552672538386819,.9408114928976314,3.28603810829e-12,***
var_coef,arch1,.3392915916045426,.1438482434832302,.0183401946711352,**
var_coef,garch1,.5864350950350787,.1828403011252362,.0013395815764472,***
var_coef,het_wind,-.2687124567228296,.0648692685296152,.000034373648726,***
var_coef,persistence,.9257266866396213,,,
