type,variable,value,se,pval,stars
fit,N,17519,,,
fit,ll,15753.19205974268,,,
fit,AIC,-31474.38411948535,,,
fit,BIC,-31350.04745892158,,,
lbq_std,L24,529.4175743361176,,1.27670301643e-96,***
lbq_sq,L24,219.8169787422588,,1.45498214261e-33,***
coef,_cons,.3453966902136106,.4483041434426748,.4410319945507033,
coef,wind_log,-.0810813057002587,.0070336536442174,0,***
coef,hydro_log_ds,-.1619912909911729,.0723478412172786,.025151892286321,**
coef,consump_log_ds,.6299616307076473,.0523206981478418,0,***
coef,oil_log,.0717814870598837,.0949712785342733,.4497552592198142,
coef,gas_log,-.0484623404698597,.053906206209744,.3686461284588236,
coef,netexch_dk2,-6.97634080419e-06,4.29922134175e-06,.1046538333221871,
coef,netexch_ger,-.000011231798655,6.63376249298e-06,.0904314030634308,*
coef,netexch_pl,-.0000202155455281,6.85842227196e-06,.0032030250205393,***
coef,netexch_se3,6.69086678821e-06,3.13388365396e-06,.0327603536380521,**
coef,ar_L1,.9162629167147647,.0054845013798553,0,***
coef,ma_L1,.148384770082825,.0115802822926673,0,***
var_coef,omega,-8.728865520450704,.5924775800293689,0,***
var_coef,arch1,.0525750464804311,.0075049145536668,2.46247466862e-12,***
var_coef,garch1,.9429257692108353,.0080077942950178,0,***
var_coef,het_wind,-.088029124003785,.0934698703757649,.3462994275411759,
var_coef,persistence,.9955008156912664,,,
