type,variable,value,se,pval,stars
fit,N,17519,,,
fit,ll,29753.85298523145,,,
fit,AIC,-59475.70597046291,,,
fit,BIC,-59351.36930989914,,,
lbq_std,L24,985.6381664589929,,9.9903699031e-193,***
lbq_sq,L24,132.8745947507726,,4.66815210304e-17,***
coef,_cons,1.207107575054432,.3796801454537246,.0014764397011469,***
coef,wind_log,-.0810976991741576,.0100371729125793,6.66133814775e-16,***
coef,hydro_log_ds,-.0691701917687849,.0357086890975419,.0527369193978089,*
coef,consump_log_ds,.5484111260868335,.0262393016593059,0,***
coef,oil_log,.1215133425123277,.079466706391733,.1262371545713927,
coef,gas_log,-.3595868235496478,.0466826874120575,1.33226762955e-14,***
coef,netexch_no3,-.0000348444557634,2.80553188352e-06,0,***
coef,netexch_no4,-.0000328866818966,2.89862099031e-06,0,***
coef,netexch_se1,-.0000230385388729,2.33761777089e-06,0,***
coef,netexch_se3,-.0000297462538423,2.34455488998e-06,0,***
coef,ar_L1,.9446125830249973,.0065827719216604,0,***
coef,ma_L1,.2122442728147294,.0121815912288537,0,***
var_coef,omega,-3.179020739383775,.4170624466774304,2.48689957516e-14,***
var_coef,arch1,.49733126715387,.0529048644543497,0,***
var_coef,garch1,.4226868300634404,.0529365011024323,1.33226762955e-15,***
var_coef,het_wind,-.614721339841663,.0460557027658966,0,***
var_coef,persistence,.9200180972173104,,,
