type,variable,value,se,pval,stars
fit,N,8736,,,
fit,ll,9434.516850392709,,,
fit,AIC,-18821.03370078542,,,
fit,BIC,-18651.22871603378,,,
lbq_std,L24,251.9955617448624,,6.63764769916e-40,***
lbq_sq,L24,33.89273295129581,,.0865935995990738,*
coef,_cons,.8806557658644755,.6963752962810849,.2060046760922307,
coef,wind_log,-.1488175266556496,.0151944977112999,0,***
coef,hydro_log_ds,.2262471546684227,.1765688901677132,.2000695505222694,
coef,consump_log_ds,.4754327806155554,.124461382178898,.0001334938448196,***
coef,oil_log,-.0571655997907704,.2153398676276404,.7906498315009132,
coef,gas_log,.0403894810215188,.1121598000303625,.7187674388484133,
coef,netexch_no3,-.0000583312716848,5.52961733322e-06,0,***
coef,netexch_no4,-.0000583442372558,5.81835108910e-06,0,***
coef,netexch_se1,-.0000540857651527,5.21669141037e-06,0,***
coef,netexch_se3,-.0000500242297303,5.46239204255e-06,0,***
coef,ar_L1,.9450962849565421,.0078932305623817,0,***
coef,ma_L1,.1934330379628131,.0175830275145514,0,***
var_coef,omega,-2.135364185802774,4.019375505469464,.5952333184055671,
var_coef,arch1,.6654446145703503,.0847320413970172,3.99680288865e-15,***
var_coef,garch1,.2219314765745589,.039553284215719,2.01219592100e-08,***
var_coef,het_wind_log,-.8266151827095177,.0626253650631787,0,***
var_coef,het_hydro_log_ds,-1.857673922714363,1.127758782755699,.0995115407095803,*
var_coef,het_consump_log_ds,5.08998600513902,1.169390404623577,.0000134481392511,***
var_coef,het_oil_log,.9177717744447794,1.380082077235659,.5060425248944653,
var_coef,het_gas_log,-.4482929809339791,.6074976738966784,.4605547643525152,
var_coef,het_netexch_no3,.0002907950600106,.0001258225393678,.0208244401843876,**
var_coef,het_netexch_no4,-.000112897421546,.0002908630358005,.6979077437157997,
var_coef,het_netexch_se1,-.0001836987436645,.0001302540457569,.1584478035968488,
var_coef,het_netexch_se3,-.0000499753107424,.0001084689993808,.6449897576596195,
var_coef,persistence,.8873760911449092,,,
