timestamp,price_ds,wind_log,hydro_log_ds,consump_log_ds,oil_log,gas_log,netexch_dk2,netexch_ger,netexch_pl,netexch_se3
2019-07-01 00:00:00,-0.30067352645269185,6.984716320118266,0.03288784101839948,0.01543642509197074,4.083704827117756,2.5116297199287536,-1300.0,-615.0,-152.9,3274.8
2019-07-01 01:00:00,-0.24614272117188252,6.975413927455952,0.03288784101839948,0.011919402219366049,4.083704827117756,2.5116297199287536,-1300.0,-615.0,-344.4,3430.8
2019-07-01 02:00:00,-0.28703390777085946,6.940222469119639,0.03288784101839948,0.012702222654875861,4.083704827117756,2.5116297199287536,-1300.0,-615.0,-309.8,3414.0
2019-07-01 03:00:00,-0.2485757808131508,6.883462586413092,0.03288784101839948,0.010117251875179534,4.083704827117756,2.5116297199287536,-1300.0,-615.0,-289.9,3444.0
2019-07-01 04:00:00,-0.28176228763618294,6.827629234502852,0.03288784101839948,-0.003949333696970925,4.083704827117756,2.5116297199287536,-1300.0,-615.0,-219.7,3406.9
2019-07-01 05:00:00,-0.3183044923047964,6.810142450115136,0.03288784101839948,0.022057060888784008,4.083704827117756,2.5116297199287536,-1300.0,-615.0,0.0,3289.4
2019-07-01 06:00:00,-0.3393956897564565,6.843749949006225,0.03288784101839948,0.06083349044425823,4.083704827117756,2.5116297199287536,-1290.6,-615.0,-383.2,3916.3
2019-07-01 07:00:00,-0.4176910108291332,6.8966943316227125,0.03288784101839948,0.08839426944551843,4.083704827117756,2.5116297199287536,-1300.0,-615.0,-600.0,4388.1
2019-07-01 08:00:00,-0.3532245605842004,6.92951677076365,0.03288784101839948,0.0938678518319307,4.083704827117756,2.5116297199287536,-1300.0,-615.0,-600.0,4502.2
2019-07-01 09:00:00,-0.3467690571647051,6.953684210870537,0.03288784101839948,0.09100679974432246,4.083704827117756,2.5116297199287536,-1300.0,-615.0,-600.0,4484.2
2019-07-01 10:00:00,-0.32663782502560545,6.981934677156389,0.03288784101839948,0.09771716976490374,4.083704827117756,2.5116297199287536,-1290.1,-615.0,-600.0,4524.0
2019-07-01 11:00:00,-0.3350754896464321,7.024649030453636,0.03288784101839948,0.09927604525716838,4.083704827117756,2.5116297199287536,-1250.8,-615.0,-600.0,4459.8
2019-07-01 12:00:00,-0.3520190645088017,7.066466970136958,0.03288784101839948,0.10184123458062189,4.083704827117756,2.5116297199287536,-1138.1,-600.0,-600.0,4262.5
2019-07-01 13:00:00,-0.3855533679018954,7.0967213784947605,0.03288784101839948,0.10878330368087319,4.083704827117756,2.5116297199287536,-724.1,0.0,-600.0,3219.3
2019-07-01 14:00:00,-0.389601142628925,7.119635638017636,0.03288784101839948,0.10690447546993287,4.083704827117756,2.5116297199287536,-351.1,0.0,-600.0,2812.1
2019-07-01 15:00:00,-0.38785221478297016,7.135687347028144,0.03288784101839948,0.10740262798103561,4.083704827117756,2.5116297199287536,-519.5,0.0,-600.0,2941.4
2019-07-01 16:00:00,-0.38745367325461766,7.140453043101158,0.03288784101839948,0.10154879768141178,4.083704827117756,2.5116297199287536,-440.1,0.0,-600.0,2787.3
2019-07-01 17:00:00,-0.42100449268761286,7.1284959456800365,0.03288784101839948,0.094684616409344,4.083704827117756,2.5116297199287536,-1017.3,-15.0,-600.0,3369.2
2019-07-01 18:00:00,-0.4709640375247375,7.1049654482698426,0.03288784101839948,0.09427590417282694,4.083704827117756,2.5116297199287536,-1115.6,-615.0,-600.0,4018.3
2019-07-01 19:00:00,-0.5538636023712376,7.07326971745971,0.03288784101839948,0.09161510020654351,4.083704827117756,2.5116297199287536,-1081.3,-615.0,-600.0,3982.5
2019-07-01 20:00:00,-0.5057085781701769,7.04141166379481,0.03288784101839948,0.08754690578295499,4.083704827117756,2.5116297199287536,-1055.9,-615.0,-600.0,3914.3
2019-07-01 21:00:00,-0.4911881408352867,7.00850518208228,0.03288784101839948,0.0731116940318639,4.083704827117756,2.5116297199287536,-1025.4,-615.0,-600.0,3844.2
2019-07-01 22:00:00,-0.45673364210893164,6.98100574072173,0.03288784101839948,0.07557805757095792,4.083704827117756,2.5116297199287536,-980.2,-615.0,-600.0,3773.4
2019-07-01 23:00:00,-0.3640511073519601,6.966967138613983,0.03288784101839948,0.06507720106650616,4.083704827117756,2.5116297199287536,-871.2,-615.0,-600.0,3547.9
2019-07-02 00:00:00,-0.40801890526289597,7.022868086082641,0.03288784101839948,0.08077071027859795,4.083704827117756,2.5116297199287536,-645.2,-615.0,-600.0,3134.8
2019-07-02 01:00:00,-0.3939924912062316,7.025538314638521,0.03288784101839948,0.07336521434688414,4.0862283816198435,2.5116297199287536,-574.6,-615.0,-378.4,2766.5
2019-07-02 02:00:00,-0.4241018360526816,7.029087564149662,0.03288784101839948,0.07007632548947207,4.08454671974199,2.5116297199287536,-544.9,-615.0,-376.7,2713.4
2019-07-02 03:00:00,-0.461747302388968,7.0317412587631285,0.03288784101839948,0.06635173940142014,4.088745583821619,2.5116297199287536,-553.8,-615.0,-296.0,2618.3
2019-07-02 04:00:00,-0.5058497125711061,7.037905963447182,0.03288784101839948,0.055181518778807614,4.0884103227339095,2.5116297199287536,-553.3,-615.0,-331.6,2605.9
2019-07-02 05:00:00,-0.5058144595208098,7.049254841255837,0.03288784101839948,0.07589167797379481,4.091924970703333,2.5116297199287536,-638.7,-615.0,-600.0,3035.6
2019-07-02 06:00:00,-0.5505639429961935,7.069874128458572,0.03288784101839948,0.10986804023905794,4.091089269501428,2.5116297199287536,-823.0,-615.0,-600.0,3516.4
2019-07-02 07:00:00,-0.6373191356316026,7.10002716662926,0.03288784101839948,0.13693751559852174,4.0950942811126465,2.5116297199287536,-1008.4,-615.0,-600.0,3944.7
2019-07-02 08:00:00,-0.6075684412988949,7.135687347028144,0.03288784101839948,0.14184273158351068,4.093594280831397,2.5116297199287536,-714.7,-615.0,-600.0,3723.7
2019-07-02 09:00:00,-0.5204655301629764,7.1693500166706,0.03288784101839948,0.14243912768991152,4.0957602263632635,2.5116297199287536,-545.2,-615.0,-600.0,3536.2
2019-07-02 10:00:00,-0.43637298075252406,7.195937226475569,0.03288784101839948,0.14714946980399546,4.09659203476258,2.5116297199287536,-427.3,-615.0,-500.0,3340.0
2019-07-02 11:00:00,-0.38759046013471954,7.2078598714324755,0.03288784101839948,0.13745949457184548,4.095593781622533,2.5116297199287536,-398.9,-615.0,-500.0,3332.0
2019-07-02 12:00:00,-0.40002303976823095,7.201916317531627,0.03288784101839948,0.1365911632377177,4.091924970703333,2.5116297199287536,-573.5,-615.0,0.0,2991.0
2019-07-02 13:00:00,-0.3307801006864546,7.181591944611865,0.03288784101839948,0.14478036721298881,4.096758313446036,2.5116297199287536,-498.4,-578.3,0.0,2919.9
2019-07-02 14:00:00,-0.32380889383846156,7.157735484249907,0.03288784101839948,0.14953287891896672,4.0950942811126465,2.5116297199287536,-550.0,-372.9,0.0,2769.4
2019-07-02 15:00:00,-0.2943924410569281,7.129297548929373,0.03288784101839948,0.1470253077085628,4.08740386454277,2.5116297199287536,-457.3,-394.9,0.0,2736.8
2019-07-02 16:00:00,-0.2896124187566005,7.0825485693553,0.03288784101839948,0.1404209789621378,4.087739463169965,2.5116297199287536,-490.8,-615.0,0.0,2935.4
2019-07-02 17:00:00,-0.28134837984112027,7.029087564149662,0.03288784101839948,0.141155383110112,4.0750767918644435,2.5116297199287536,-780.0,-615.0,0.0,3266.4
2019-07-02 18:00:00,-0.38954224600040854,6.97166860472579,0.03288784101839948,0.13906752279586865,4.070478691120119,2.5116297199287536,-1021.5,-615.0,0.0,3504.7
2019-07-02 19:00:00,-0.36233223629887945,6.8966943316227125,0.03288784101839948,0.13810305221083308,4.070137248521838,2.5116297199287536,-1148.7,-615.0,-500.0,4142.0
2019-07-02 20:00:00,-0.32484182977870235,6.826545223556594,0.03288784101839948,0.136263423219936,4.078130488359073,2.5116297199287536,-1115.7,-615.0,-600.0,4240.4
2019-07-02 21:00:00,-0.32446832858952357,6.759255270663693,0.03288784101839948,0.11956126799534506,4.079146318464204,2.5116297199287536,-1095.6,-615.0,-600.0,4215.6
2019-07-02 22:00:00,-0.2435970443671902,6.70196036600254,0.03288784101839948,0.12383069591829443,4.080161117705626,2.5116297199287536,-1088.0,-615.0,-600.0,4241.1
2019-07-02 23:00:00,-0.2486619277625155,6.690842277418564,0.03288784101839948,0.11408644386791877,4.077876369514794,2.5116297199287536,-1026.8,-615.0,-600.0,3796.2
2019-07-03 00:00:00,-0.3382054017969578,6.731018100482083,0.03288784101839948,0.11853239340265365,4.075586389293512,2.5116297199287536,-846.0,-615.0,0.0,2572.3
2019-07-03 01:00:00,-0.3606244539123096,6.742880635791903,0.03288784101839948,0.11782003019565135,4.072524902082175,2.5116297199287536,-823.8,-615.0,0.0,2442.5
2019-07-03 02:00:00,-0.29250622045086594,6.752270376141742,0.03288784101839948,0.11942624207491814,4.071672822957684,2.5116297199287536,-810.4,-615.0,0.0,2447.7
2019-07-03 03:00:00,-0.3025705838098811,6.752270376141742,0.03288784101839948,0.1177014384064119,4.075586389293512,2.5116297199287536,-819.0,-615.0,0.0,2456.7
2019-07-03 04:00:00,-0.3446082753721691,6.747586526829315,0.03288784101839948,0.11175685197627061,4.076435141678533,2.5116297199287536,-846.5,-615.0,0.0,2516.9
2019-07-03 05:00:00,-0.36205799503340685,6.745236349484363,0.03288784101839948,0.12491499632371017,4.0749068683296255,2.5116297199287536,-930.5,-615.0,0.0,3062.1
2019-07-03 06:00:00,-0.34190944786319566,6.763884908562435,0.03288784101839948,0.1394664936262595,4.076944047541933,2.5116297199287536,-1227.5,-615.0,-600.0,4240.4
2019-07-03 07:00:00,-0.4329361641785763,6.805722553416985,0.03288784101839948,0.1509041870903829,4.081512583406722,2.5116297199287536,-1300.0,-615.0,-600.0,4533.7
2019-07-03 08:00:00,-0.4394234477760408,6.844815479208263,0.03288784101839948,0.153677681671458,4.081681388268703,2.5116297199287536,-1300.0,-615.0,-600.0,4637.1
2019-07-03 09:00:00,-0.4100502788307283,6.878326468291325,0.03288784101839948,0.15251913503646808,4.0786385324004835,2.5116297199287536,-1247.8,-615.0,-600.0,4616.4
2019-07-03 10:00:00,-0.3745619722256275,6.910750787961936,0.03288784101839948,0.15494648192639282,4.074226885303,2.5116297199287536,-1022.9,-615.0,-600.0,4426.9
2019-07-03 11:00:00,-0.3727962801527669,6.947937068614969,0.03288784101839948,0.14875432185327497,4.0754165523365815,2.5116297199287536,-891.3,-615.0,-600.0,4280.3
2019-07-03 12:00:00,-0.354384876556332,6.981934677156389,0.03288784101839948,0.1449030676652887,4.076944047541933,2.5116297199287536,-721.5,-33.8,-600.0,3481.5
2019-07-03 13:00:00,-0.37461860855946316,7.009408932708637,0.03288784101839948,0.15435965344418268,4.076604805744091,2.5116297199287536,-670.0,0.0,-600.0,3360.6
2019-07-03 14:00:00,-0.3950299477302499,7.022868086082641,0.03288784101839948,0.15965348494210563,4.066716395104627,2.5116297199287536,-625.7,0.0,-600.0,3288.3
