timestamp,price_ds,wind_log,hydro_log_ds,consump_log_ds,oil_log,gas_log,netexch_dk1,netexch_fi,netexch_no1,netexch_se2,netexch_se4
2023-04-01 00:00:00,-0.07375215865502671,7.455298485683291,-0.11592440206920962,0.20492805298589012,4.308958506310549,3.8501476017100584,715.0,0.0,-1463.0,4710.3,-3545.9
2023-04-01 01:00:00,-0.09694696744682574,7.430114138561801,-0.11592440206920962,0.21211027573614416,4.308756772746107,3.8501476017100584,715.0,153.7,-1465.0,4376.6,-3376.5
2023-04-01 02:00:00,-0.10611878767099014,7.438383530044307,-0.11592440206920962,0.21084901605680528,4.309765033850135,3.8501476017100584,715.0,300.0,-1465.0,4168.1,-3321.3
2023-04-01 03:00:00,-0.11058933994456766,7.462789157412448,-0.11592440206920962,0.2098022151815151,4.310033731875477,3.8501476017100584,715.0,300.0,-1465.0,4143.1,-3280.0
2023-04-01 04:00:00,-0.12843731968993133,7.48605261786314,-0.11592440206920962,0.20788065636039477,4.3078148109739285,3.8501476017100584,715.0,300.0,-1465.0,3807.2,-2950.1
2023-04-01 05:00:00,-0.14701847726664052,7.502738210754851,-0.11592440206920962,0.2064913265052315,4.308285902771511,3.8501476017100584,715.0,119.9,-1464.0,3711.3,-2638.7
2023-04-01 06:00:00,-0.17679452857588718,7.503840746698951,-0.11592440206920962,0.21227177741731573,4.308689519179961,3.8501476017100584,715.0,0.0,-1464.0,3848.9,-2457.7
2023-04-01 07:00:00,-0.10825802857319111,7.465082736399547,-0.11592440206920962,0.21578550195352797,4.307074075187438,3.8501476017100584,715.0,0.0,-1461.0,4787.7,-3311.8
2023-04-01 08:00:00,-0.04141290931268582,7.3613754289773485,-0.11592440206920962,0.2119782775500596,4.310033731875477,3.8501476017100584,715.0,0.0,-1465.0,5182.7,-3594.9
2023-04-01 09:00:00,0.03775625976661434,7.124478262493424,-0.11592440206920962,0.19933310946225014,4.304375855723307,3.8501476017100584,715.0,-190.5,-1460.0,5078.3,-3106.8
2023-04-01 10:00:00,-0.01433727708124799,6.943122422819428,-0.11592440206920962,0.19064049443417197,4.302076631036527,3.8501476017100584,715.0,0.0,-1382.0,3905.4,-2243.6
2023-04-01 11:00:00,0.005762395368498652,6.931471805599453,-0.11592440206920962,0.1859911670250991,4.309496263606758,3.8501476017100584,715.0,0.0,-1442.0,3347.0,-1862.0
2023-04-01 12:00:00,-0.012496542612032258,6.970730078143525,-0.11592440206920962,0.1754765357425665,4.315926895469356,3.8501476017100584,715.0,0.0,-1457.0,2107.1,-820.3
2023-04-01 13:00:00,0.02281885170110609,6.983789965258135,-0.11592440206920962,0.17882868938339946,4.316060428211783,3.8501476017100584,715.0,0.0,-1464.0,2071.1,-975.1
2023-04-01 14:00:00,-0.019998515150994933,6.9584483932976555,-0.11592440206920962,0.18049123504853526,4.315392586118253,3.8501476017100584,715.0,0.0,-1464.0,1645.7,-648.1
2023-04-01 15:00:00,-0.009869114694398995,6.910750787961936,-0.11592440206920962,0.1790893243710876,4.319659088597012,3.8501476017100584,715.0,0.0,-1465.0,2027.1,-1042.2
2023-04-01 16:00:00,-0.008567778179014773,6.84587987526405,-0.11592440206920962,0.17794644085505773,4.314724297713579,3.8501476017100584,715.0,0.0,-1465.0,2716.7,-1560.8
2023-04-01 17:00:00,-0.003196919438630985,6.75110146893676,-0.11592440206920962,0.18374577448104645,4.323112268286532,3.8501476017100584,715.0,-124.5,-1465.0,4258.5,-2558.4
2023-04-01 18:00:00,-0.005742052843952905,6.679599185844383,-0.11592440206920962,0.18133373489698634,4.3241723905648985,3.8501476017100584,715.0,0.0,-1465.0,4976.1,-2986.5
2023-04-01 19:00:00,-0.015709049224877702,6.688354713946762,-0.11592440206920962,0.1678713655901536,4.322250090637803,3.8501476017100584,715.0,-112.2,-1465.0,5627.5,-3301.8
2023-04-01 20:00:00,-0.05242978887953331,6.7464121285733745,-0.11592440206920962,0.16407839836807447,4.322449120698634,3.8501476017100584,715.0,0.0,-1465.0,5694.4,-3443.7
2023-04-01 21:00:00,-0.07658437604716362,6.8001700683022,-0.11592440206920962,0.1651603535491315,4.324834396732493,3.8501476017100584,715.0,0.0,-1465.0,5462.2,-3385.9
2023-04-01 22:00:00,-0.07445936202955394,6.8308742346461795,-0.11592440206920962,0.16692874980602213,4.326051344196798,3.8501476017100584,715.0,68.1,-1465.0,5092.3,-3198.8
2023-04-01 23:00:00,-0.0695256077827926,6.844815479208263,-0.11592440206920962,0.16888129045738332,4.327455077914507,3.8501476017100584,715.0,300.0,-1465.0,4402.9,-2808.9
2023-04-02 00:00:00,0.0084669150170118,6.625392368007956,-0.11592440206920962,0.16050020159576306,4.328856843925679,3.8518396127864127,715.0,300.0,-1438.0,4599.3,-3235.9
