timestamp,price_ds,wind_log,hydro_log_ds,consump_log_ds,oil_log,gas_log,netexch_no3,netexch_no4,netexch_se1,netexch_se3
2021-07-01 00:00:00,-0.34733235871178136,5.638354669333745,0.017540458599107467,0.015431388489560938,4.29520160395707,3.551053137206533,-102.7,50.0,317.4,-2895.4
2021-07-01 01:00:00,-0.33588676746040846,5.638354669333745,0.017540458599107467,0.01913724495146507,4.296373425865246,3.551053137206533,-85.9,50.0,295.5,-2619.7
2021-07-01 02:00:00,-0.2968206281664978,5.648974238161206,0.017540458599107467,0.02346070682771284,4.297870269166714,3.551053137206533,-85.4,50.0,142.4,-2459.8
2021-07-01 03:00:00,-0.3085144457294846,5.6937321388027,0.017540458599107467,0.015532752813004258,4.297870269166714,3.551053137206533,-119.6,50.0,39.3,-2340.0
2021-07-01 04:00:00,-0.2923192581379568,5.730099782973574,0.017540458599107467,0.010875359551406838,4.2969179917916005,3.551053137206533,-78.3,50.0,0.0,-2387.6
2021-07-01 05:00:00,-0.2911681592272517,5.662960480135946,0.017540458599107467,0.03179138744273846,4.29596480671984,3.551053137206533,5.2,50.0,881.6,-3771.8
2021-07-01 06:00:00,-0.36315369544976583,5.41610040220442,0.017540458599107467,0.09089493936560444,4.297190163588118,3.551053137206533,-56.1,50.0,1455.9,-4381.1
2021-07-01 07:00:00,-0.40868028497090725,5.220355825078324,0.017540458599107467,0.10942614651342808,4.294055706553189,3.551053137206533,-63.2,50.0,1861.3,-5152.9
2021-07-01 08:00:00,-0.42205810333267957,5.351858133476067,0.017540458599107467,0.10474195517106555,4.294874338664724,3.551053137206533,-114.8,50.0,2030.3,-5350.0
2021-07-01 09:00:00,-0.4150064579000641,5.5134287461649825,0.017540458599107467,0.09572088347906949,4.2921429547506404,3.551053137206533,-102.9,50.0,2034.7,-5350.0
2021-07-01 10:00:00,-0.3667006718133652,5.58724865840025,0.017540458599107467,0.09364635651400555,4.293919202689917,3.551053137206533,-131.2,50.0,2049.0,-5350.0
2021-07-01 11:00:00,-0.33313299919775785,5.552959584921617,0.017540458599107467,0.08864460285057163,4.300450460174191,3.551053137206533,-114.0,50.0,2057.7,-5350.0
2021-07-01 12:00:00,-0.33624038837403347,5.44673737166631,0.017540458599107467,0.09144703298064627,4.303700161759925,3.551053137206533,-112.1,50.0,2055.9,-5325.0
2021-07-01 13:00:00,-0.29171153833722085,5.342334251964811,0.017540458599107467,0.07618478994556188,4.30085725087243,3.551053137206533,-73.6,50.0,2054.2,-5325.0
2021-07-01 14:00:00,-0.30869801097752436,5.236441962829949,0.017540458599107467,0.0794372386935871,4.302076631036527,3.551053137206533,-38.5,50.0,2020.2,-5325.0
2021-07-01 15:00:00,-0.27913581880874183,5.111987788356544,0.017540458599107467,0.06901587842676626,4.298808055922948,3.551053137206533,30.0,50.0,1960.0,-5325.0
2021-07-01 16:00:00,-0.2707539283900515,5.003946305945459,0.017540458599107467,0.041019562398144416,4.293099787979277,3.551053137206533,33.7,50.0,1910.7,-5325.0
2021-07-01 17:00:00,-0.3112657356513555,4.941642422609304,0.017540458599107467,0.04927573475930824,4.294328658392531,3.551053137206533,96.4,50.0,1849.9,-5325.0
2021-07-01 18:00:00,-0.34217080728232885,4.867534450455582,0.017540458599107467,0.03970334146411414,4.301805786134203,3.551053137206533,56.4,50.0,1743.2,-5350.0
2021-07-01 19:00:00,-0.3194055175176409,4.859812404361672,0.017540458599107467,0.018719899645554428,4.29990781503722,3.551053137206533,67.5,50.0,1855.6,-5350.0
2021-07-01 20:00:00,-0.3277790434800636,4.976733742420574,0.017540458599107467,0.020780653583197584,4.297666286055809,3.551053137206533,-92.8,50.0,1679.5,-4950.0
2021-07-01 21:00:00,-0.3068366710071406,5.220355825078324,0.017540458599107467,0.027706953029674963,4.297326221712358,3.551053137206533,-68.0,50.0,1640.9,-4950.0
2021-07-01 22:00:00,-0.2769316188508548,5.501258210544727,0.017540458599107467,0.010541978434929433,4.296291715392642,3.551053137206533,-58.3,50.0,1490.4,-4829.0
2021-07-01 23:00:00,-0.2579468763819608,5.666426688112432,0.017540458599107467,-0.0208877167279109,4.297217376693951,3.551053137206533,-51.1,50.0,1182.8,-4472.0
2021-07-02 00:00:00,-0.16678728124542985,5.673323267171493,0.017540458599107467,-0.10914410643530736,4.298142181938773,3.573749146860305,-81.9,50.0,1083.9,-3878.5
