type,variable,value,se,pval,stars
fit,AIC,-12085.22310066877,,,
fit,BIC,-11929.5685313131,,,
coef,_cons,.6498354087424737,.149657792917841,.0000141100196891,***
coef,wind_log,-.123399929305122,.0164308453464208,5.90638649101e-14,***
coef,consump_log_ds,.7974467766688087,.103358034181329,1.19904086660e-14,***
coef,d_congested,-.0996898954655138,.0367133624818113,.0066204308263866,***
coef,wind_cong,.0103435338757812,.0048465489773697,.0328259223019312,**
coef,netexch_no3,.0001180214590303,.0000227839040407,2.21842254122e-07,***
coef,netexch_no4,-.0000147045634554,.0000558692330654,.7923994476164422,
coef,netexch_se1,.0000880673394058,.0000163924917918,7.76871977859e-08,***
coef,netexch_se3,-.0000597354851543,.000010573722995,1.60982733810e-08,***
