model,variable,value,se,pval,stars
se2_minus_se3,_cons,14.78007607652978,1.178302111841551,6.15545601695e-36,***
se2_minus_se3,wind_log,-2.793233958104634,.1770416803445199,1.07882562978e-55,***
se2_minus_se3,post_fbmc,-.7977812314325665,3.008579213074866,.7908825768839187,
se2_minus_se3,wind_post_fbmc,-3.439805102808853,.4237453845923326,5.06665698563e-16,***
se2_minus_se3,consump_log_ds,-56.35218289774313,4.786868185532463,7.15518057938e-32,***
se2_minus_se3,N,17521,,,
se2_minus_se3,R2,.1623002942652098,,,
