timestamp,price_ds,wind_log,hydro_log_ds,consump_log_ds,oil_log,gas_log,netexch_fi,netexch_no4,netexch_se2
2024-01-01 00:00:00,0.07147468501762777,4.23410650459726,0.08940427120170824,0.023997461261465958,4.275804636935792,3.4094961844768505,-1260.0,461.2,42.7
2024-01-01 01:00:00,0.07340501258267285,4.1588830833596715,0.08940427120170824,0.034534178618501166,4.275804636935792,3.4094961844768505,-1259.6,416.7,110.3
2024-01-01 02:00:00,0.051307422624002896,4.174387269895637,0.08940427120170824,0.03297684701996406,4.275804636935792,3.4094961844768505,-1086.6,251.1,149.3
2024-01-01 03:00:00,0.03435972045279723,4.219507705176107,0.08940427120170824,0.029365733638696767,4.275804636935792,3.4094961844768505,-733.3,-48.2,191.5
2024-01-01 04:00:00,0.02138761933604716,4.23410650459726,0.08940427120170824,0.019135694828801952,4.275804636935792,3.4094961844768505,-973.5,-292.6,707.6
2024-01-01 05:00:00,-0.042540807437001504,4.204692619390966,0.08940427120170824,0.0022063810524466376,4.275804636935792,3.4094961844768505,-1093.1,-257.4,992.0
2024-01-01 06:00:00,-0.05812321817013544,4.189654742026425,0.08940427120170824,-0.017280904578036882,4.275804636935792,3.4094961844768505,-1067.6,-211.0,816.2
2024-01-01 07:00:00,-0.08574358813919414,4.174387269895637,0.08940427120170824,-0.019249415204059872,4.275804636935792,3.4094961844768505,-995.5,0.0,464.0
2024-01-01 08:00:00,-0.124057133622415,4.189654742026425,0.08940427120170824,-0.01859368927315863,4.275804636935792,3.4094961844768505,-1250.0,154.2,475.8
2024-01-01 09:00:00,-0.07355183184045444,4.189654742026425,0.08940427120170824,-0.013911310347992867,4.275804636935792,3.4094961844768505,-1250.0,485.0,-25.3
2024-01-01 10:00:00,0.009053733965275867,4.174387269895637,0.08940427120170824,-0.005337895016789496,4.275804636935792,3.4094961844768505,-1250.0,500.0,-472.0
2024-01-01 11:00:00,0.014078108250150656,4.174387269895637,0.08940427120170824,0.007846838475657592,4.275804636935792,3.4094961844768505,-1250.0,500.0,-1004.8
2024-01-01 12:00:00,0.012734309310530989,4.204692619390966,0.08940427120170824,-0.00038475452711939084,4.275804636935792,3.4094961844768505,-1250.0,500.0,-879.8
2024-01-01 13:00:00,0.04116447654254074,4.30406509320417,0.08940427120170824,0.010160082013517702,4.275804636935792,3.4094961844768505,-1250.0,500.0,-1200.8
2024-01-01 14:00:00,0.048801040195895595,4.382026634673881,0.08940427120170824,0.021459753503513035,4.275804636935792,3.4094961844768505,-1250.0,500.0,-1419.7
2024-01-01 15:00:00,0.09519211828260588,4.454347296253507,0.08940427120170824,0.021836486651425346,4.275804636935792,3.4094961844768505,-1250.0,500.0,-1590.4
2024-01-01 16:00:00,0.15244641994651342,4.51085950651685,0.08940427120170824,0.028059956312421974,4.275804636935792,3.4094961844768505,-1250.0,500.0,-1705.7
2024-01-01 17:00:00,0.1838284092945921,4.804021044733257,0.08940427120170824,0.03255234472525537,4.275804636935792,3.4094961844768505,-1250.0,500.0,-1719.3
2024-01-01 18:00:00,0.165574718525332,4.875197323201151,0.08940427120170824,0.012980048435460745,4.275804636935792,3.4094961844768505,-1250.0,500.0,-1718.0
2024-01-01 19:00:00,0.14486653209376055,4.927253685157205,0.08940427120170824,0.030300982764035034,4.275804636935792,3.4094961844768505,-1250.0,500.0,-1690.1
2024-01-01 20:00:00,0.11265521071079743,5.003946305945459,0.08940427120170824,0.025340787383051122,4.275804636935792,3.4094961844768505,-1250.0,500.0,-1528.3
2024-01-01 21:00:00,0.10422669866010459,5.093750200806762,0.08940427120170824,0.027626683423386034,4.275804636935792,3.4094961844768505,-1260.0,500.0,-1186.9
2024-01-01 22:00:00,0.14713263577591107,5.181783550292085,0.08940427120170824,0.02514120185077484,4.275804636935792,3.4094961844768505,-1260.0,500.0,-1457.0
2024-01-01 23:00:00,0.1169139712736067,5.241747015059643,0.08940427120170824,0.03568000285990802,4.275804636935792,3.4094961844768505,-1260.0,500.0,-155.0
2024-01-02 00:00:00,0.04068758980207221,5.030437921392435,0.08940427120170824,0.02897749835329755,4.275804636935792,3.4094961844768505,-1250.0,485.0,-27.8
2024-01-02 01:00:00,0.03274052605266764,5.062595033026967,0.08940427120170824,0.03226030408248892,4.275804636935792,3.4094961844768505,-1250.0,500.0,101.7
2024-01-02 02:00:00,0.005398842446139973,5.081404364984463,0.08940427120170824,0.0366867269876634,4.275804636935792,3.4094961844768505,-1250.0,500.0,117.3
2024-01-02 03:00:00,0.016535092121609196,5.10594547390058,0.08940427120170824,0.04113264163899544,4.275804636935792,3.4094961844768505,-1250.0,500.0,129.6
2024-01-02 04:00:00,0.05059296290209403,5.153291594497779,0.08940427120170824,0.04162687333423509,4.275804636935792,3.4094961844768505,-1250.0,500.0,0.9
2024-01-02 05:00:00,0.07048347294893009,5.198497031265826,0.08940427120170824,0.04005305273028004,4.275804636935792,3.4094961844768505,-1250.0,499.0,-561.9
2024-01-02 06:00:00,0.09821263429139204,5.25227342804663,0.08940427120170824,0.03652259554880022,4.275804636935792,3.4094961844768505,-1240.0,483.0,-719.2
2024-01-02 07:00:00,0.1296208403922794,5.303304908059076,0.08940427120170824,0.03771728074598624,4.275804636935792,3.4094961844768505,-1240.0,500.0,-1624.6
2024-01-02 08:00:00,0.1476455689439744,5.3471075307174685,0.08940427120170824,0.048619616467074245,4.275804636935792,3.4094961844768505,-1240.0,496.0,-1700.1
2024-01-02 09:00:00,0.1349190635744968,5.37989735354046,0.08940427120170824,0.0506468254073118,4.275804636935792,3.4094961844768505,-1240.0,497.0,-1708.9
2024-01-02 10:00:00,0.15328672855459313,5.44673737166631,0.08940427120170824,0.056910600840200054,4.275804636935792,3.4094961844768505,-1240.0,500.0,-1744.7
2024-01-02 11:00:00,0.17667502894351994,5.517452896464707,0.08940427120170824,0.0672697973296934,4.275804636935792,3.4094961844768505,-1240.0,500.0,-1812.8
2024-01-02 12:00:00,0.2085746302447653,5.579729825986222,0.08940427120170824,0.05315590842816498,4.275804636935792,3.4094961844768505,-1240.0,500.0,-1925.8
2024-01-02 13:00:00,0.23465722774803766,5.6240175061873385,0.08940427120170824,0.07076133250281114,4.275804636935792,3.4094961844768505,-1240.0,500.0,-1966.7
