p,q,type,variable,value,se,pval
0,0,fit,N,8736.0,,
0,0,fit,ll,8566.202695094189,,
0,0,fit,AIC,-17092.40539018838,,
0,0,fit,BIC,-16950.90123622868,,
0,0,lbq_std,L1,4737.909355676475,,0.0
0,0,lbq_sq,L1,2.658743722648443,,0.1029820420520982
0,0,lbq_std,L2,8186.770147971988,,0.0
0,0,lbq_sq,L2,3.082913039358483,,0.2140690784228769
0,0,lbq_std,L3,10887.81700242618,,0.0
0,0,lbq_sq,L3,4.835534885317967,,0.1842438882088168
0,0,lbq_std,L4,13147.16732880732,,0.0
0,0,lbq_sq,L4,8.249933228850235,,0.0828401357561806
0,0,lbq_std,L5,15111.56729589375,,0.0
0,0,lbq_sq,L5,8.258127167672683,,0.1425718058207245
0,0,lbq_std,L10,23074.11664255864,,0.0
0,0,lbq_sq,L10,14.8445804344753,,0.1378317513200444
0,0,lbq_std,L15,29037.47997874968,,0.0
0,0,lbq_sq,L15,21.94204750297284,,0.1093325152779463
0,0,lbq_std,L20,33045.13748293334,,0.0
0,0,lbq_sq,L20,28.74222991767301,,0.0929603779145285
0,0,coef,_cons,-0.1650882852212375,0.1565302183181797,0.2915746404985164
0,0,coef,wind_log,-0.0430443435609174,0.0034559508194496,0.0
0,0,coef,hydro_log_ds,-0.0547260237539905,0.0405979077248391,0.1776580329034834
0,0,coef,consump_log_ds,0.4463880273671292,0.0496607365837963,0.0
0,0,coef,oil_log,0.0479182780510653,0.0436389027113427,0.2721768441414856
0,0,coef,gas_log,0.0404562216445474,0.0294733981727279,0.1698658059692066
0,0,coef,netexch_fi,-2.05251762682e-05,2.7549351407e-06,9.30366894636e-14
0,0,coef,netexch_no4,-7.91179765889e-06,3.93802504562e-06,0.0445289114833558
0,0,coef,netexch_se2,-3.77662505814e-05,3.99634971692e-06,0.0
0,0,var_coef,omega,17.40138406962303,6.435539831764902,0.006852040198543
0,0,var_coef,arch1,0.9872379781051224,0.0265432245071709,0.0
0,0,var_coef,garch1,0.0174661329694679,0.0112994330200816,0.1221642216147902
0,0,var_coef,het_wind_log,-0.3162572952778583,0.1027939278907707,0.0020936583323248
0,0,var_coef,het_hydro_log_ds,1.290244352128412,1.126770317716262,0.2521752119778062
0,0,var_coef,het_consump_log_ds,-0.596121162572845,3.248124563637352,0.8543839061988017
0,0,var_coef,het_oil_log,-4.859223265882783,2.02756213310887,0.0165486932216183
0,0,var_coef,het_gas_log,-0.7096897126526913,0.7908626314927552,0.3695260255546269
0,0,var_coef,het_netexch_fi,-0.0007509728484793,0.0001225165871228,8.81220874049e-10
0,0,var_coef,het_netexch_no4,0.0001335586729761,0.0004689493232969,0.7757942586746838
0,0,var_coef,het_netexch_se2,-0.0002067085939224,0.0003744519340621,0.5809279956813982
0,0,var_coef,persistence,1.00470411107459,,
0,1,fit,N,8736.0,,
0,1,fit,ll,11104.36681809312,,
0,1,fit,AIC,-22166.73363618624,,
0,1,fit,BIC,-22018.15427452856,,
0,1,lbq_std,L1,2177.059760161167,,0.0
0,1,lbq_sq,L1,1.041434376223931,,0.3074881084704101
0,1,lbq_std,L2,5577.958913890075,,0.0
0,1,lbq_sq,L2,8.874036517638373,,0.0118311634451094
0,1,lbq_std,L3,6979.086332751135,,0.0
0,1,lbq_sq,L3,14.16353718239039,,0.0026907940464978
0,1,lbq_std,L4,8974.615803975217,,0.0
0,1,lbq_sq,L4,14.87738631715356,,0.0049624004134496
0,1,lbq_std,L5,10102.13820261241,,0.0
0,1,lbq_sq,L5,17.16520553675617,,0.0041969063874647
0,1,lbq_std,L10,15922.89049899017,,0.0
0,1,lbq_sq,L10,28.43914441534767,,0.00153480578282
0,1,lbq_std,L15,20260.10155486351,,0.0
0,1,lbq_sq,L15,37.60256064445018,,0.001032626457567
0,1,lbq_std,L20,23113.15970856382,,0.0
0,1,lbq_sq,L20,46.39223830527786,,0.0007118694519346
0,1,coef,_cons,0.0698920346665746,0.1515757106430833,0.6447246159603754
0,1,coef,wind_log,-0.0425196898002791,0.0028068134574716,0.0
0,1,coef,hydro_log_ds,0.002790053100486,0.0420138426803122,0.9470530421959328
0,1,coef,consump_log_ds,0.4109062568531187,0.0494487951127415,0.0
0,1,coef,oil_log,-0.0171986635066003,0.045199774888087,0.7035718473569506
0,1,coef,gas_log,0.0499315070493505,0.0222109042727555,0.0245721874530602
0,1,coef,netexch_fi,-2.10308262426e-05,2.71416908788e-06,9.325873406849999e-15
0,1,coef,netexch_no4,-2.15494604871e-07,7.12006591637e-06,0.97585505896329
0,1,coef,netexch_se2,-3.69829973256e-05,3.69960912943e-06,0.0
0,1,coef,ma_L1,0.7074681084170769,0.0087468766815376,0.0
0,1,var_coef,omega,13.74453779093763,5.306557965911431,0.009594689969924
0,1,var_coef,arch1,0.69981795547326,0.0352514200074176,0.0
0,1,var_coef,garch1,0.264259237595847,0.0185437350054546,0.0
0,1,var_coef,het_wind_log,-0.409115339616304,0.0673138970768307,1.21899756955e-09
0,1,var_coef,het_hydro_log_ds,1.185695882405706,1.064902066094087,0.2655230003649274
0,1,var_coef,het_consump_log_ds,3.621275868053399,1.697732394355681,0.0329241139594869
0,1,var_coef,het_oil_log,-4.195987419592262,1.656004763420189,0.0112832614860263
0,1,var_coef,het_gas_log,-0.5442787810792612,0.6459871204883201,0.3994781444592714
0,1,var_coef,het_netexch_fi,-0.0006399515383652,0.0001225848510344,1.78461746936e-07
