p,q,type,variable,value,se,pval
0,0,fit,N,8736,,
0,0,fit,ll,-1005.841505975658,,
0,0,fit,AIC,2055.683011951316,,
0,0,fit,BIC,2211.337581306979,,
0,0,lbq_std,L1,4559.261921900837,,0
0,0,lbq_sq,L1,11.03543046044268,,.0008938691799159
0,0,lbq_std,L2,7564.870164961553,,0
0,0,lbq_sq,L2,16.68934533597023,,.000237659241656
0,0,lbq_std,L3,9880.46058602716,,0
0,0,lbq_sq,L3,19.40324095646089,,.0002256215973218
0,0,lbq_std,L4,11748.77824739319,,0
0,0,lbq_sq,L4,19.43707144454832,,.0006448059307295
0,0,lbq_std,L5,13308.21323211903,,0
0,0,lbq_sq,L5,20.22035165108577,,.0011361470063637
0,0,lbq_std,L10,18477.36767750275,,0
0,0,lbq_sq,L10,31.11445800621076,,.000561723417987
0,0,lbq_std,L15,22058.41237459251,,0
0,0,lbq_sq,L15,32.61956297996998,,.0052965958455841
0,0,lbq_std,L20,25159.89773768224,,0
0,0,lbq_sq,L20,36.07091813690268,,.0150885005663868
0,0,coef,_cons,1.833849353058034,.8105625174245978,.023670209760674
0,0,coef,wind_log,-.1570123372290013,.012299065190504,0
0,0,coef,hydro_log_ds,-.8249130783027898,.1261539098812266,6.19555518000e-11
0,0,coef,consump_log_ds,2.28968769991717,.1407103895321056,0
0,0,coef,oil_log,-.1903265801466519,.2499410206909311,.4463668567553609
0,0,coef,gas_log,-.0688308726096014,.0968174516836501,.4771247873572673
0,0,coef,netexch_dk2,-.0000452378960171,.0000128509602096,.0004312283509842
0,0,coef,netexch_ger,-.0000103375333962,.0000190614685299,.5875938241439491
0,0,coef,netexch_pl,.0000577255583653,.0000217106306196,.0078405203273135
0,0,coef,netexch_se3,.0000609804943565,6.59698377553e-06,0
0,0,var_coef,omega,-17.18633729174188,3.542541961141761,1.22584427742e-06
0,0,var_coef,arch1,.8153090997256167,.0224348585872784,0
0,0,var_coef,garch1,.0809635537455666,.02732480262679,.0030465064464882
0,0,var_coef,het_wind_log,-.0144698357017203,.0471094199422512,.7587263357109904
0,0,var_coef,het_hydro_log_ds,2.344740177294108,.7240454812802702,.001202072200212
0,0,var_coef,het_consump_log_ds,-2.396318219822048,.7727751699393977,.0019291682990996
0,0,var_coef,het_oil_log,3.366553102700971,1.119556546563848,.0026380366430643
0,0,var_coef,het_gas_log,-.0628493569494388,.4932373740674286,.8986063015539947
0,0,var_coef,het_netexch_dk2,-.0000300142321698,.0001059394322585,.7769353659233609
0,0,var_coef,het_netexch_ger,-.0002934762323657,.0001785692004892,.1002821286402347
0,0,var_coef,het_netexch_pl,-.0001009667821449,.0001784455705479,.5715210662006003
0,0,var_coef,het_netexch_se3,-.0002711586724443,.0000533870011684,3.79198853206e-07
0,0,var_coef,persistence,.8962726534711833,,
0,1,fit,N,8736,,
0,1,fit,ll,1477.677140345115,,
0,1,fit,AIC,-2909.35428069023,,
0,1,fit,BIC,-2746.624503636582,,
0,1,lbq_std,L1,1677.62309122156,,0
0,1,lbq_sq,L1,24.94096207086836,,5.91129959324e-07
0,1,lbq_std,L2,4864.702433410504,,0
0,1,lbq_sq,L2,112.4009051916448,,3.91249285250e-25
0,1,lbq_std,L3,5953.670997011005,,0
0,1,lbq_sq,L3,143.6718688104195,,6.10475016141e-31
0,1,lbq_std,L4,7647.97075173757,,0
0,1,lbq_sq,L4,145.5756733702898,,1.80563080671e-30
0,1,lbq_std,L5,8498.233655996433,,0
0,1,lbq_sq,L5,153.9868317513192,,1.89087019030e-31
0,1,lbq_std,L10,12302.04662757562,,0
0,1,lbq_sq,L10,159.044749626609,,5.10193509753e-29
0,1,lbq_std,L15,14885.1917805523,,0
0,1,lbq_sq,L15,161.2425661169771,,1.38809625252e-26
0,1,lbq_std,L20,17085.60322831172,,0
0,1,lbq_sq,L20,166.5085254415996,,4.13071805958e-25
0,1,coef,_cons,1.813540549201149,.5502880806420073,.0009820466003068
0,1,coef,wind_log,-.1670507106342521,.0082935939487116,0
0,1,coef,hydro_log_ds,-.876820901000593,.1068241144148029,2.22044604925e-16
0,1,coef,consump_log_ds,2.322342943891826,.1179924405561354,0
0,1,coef,oil_log,-.1891441647259283,.1673115491468959,.2582694787242561
0,1,coef,gas_log,-.039588353184295,.0653827624496173,.5448560643958498
0,1,coef,netexch_dk2,-.0000268600867045,.0000100236209948,.007369279043594
0,1,coef,netexch_ger,-.0000182982786042,.000014377977009,.2031386586216031
0,1,coef,netexch_pl,.0000510208610486,.0000159015481958,.0013340761080691
0,1,coef,netexch_se3,.0000527382619619,5.42044350042e-06,0
0,1,coef,ma_L1,.7143266430802047,.0054584898601184,0
0,1,var_coef,omega,-16.47241444385574,3.606581766803333,4.93998647677e-06
0,1,var_coef,arch1,.3656136225513443,.019095160316666,0
0,1,var_coef,garch1,.5300094040916341,.0224699854281225,0
0,1,var_coef,het_wind_log,-.0399920566375833,.0532466799347071,.45260970718937
0,1,var_coef,het_hydro_log_ds,2.175949022508026,.7437345871984422,.0034367514242515
0,1,var_coef,het_consump_log_ds,-2.357338066971059,.8757522484407214,.0071070428987798
0,1,var_coef,het_oil_log,2.821725438681129,1.174426412314968,.0162771434239206
0,1,var_coef,het_gas_log,.1504473463549306,.5016910586024653,.7642683380519062
0,1,var_coef,het_netexch_dk2,-.0001378629805457,.0001237384723635,.2652156679818416
0,1,var_coef,het_netexch_ger,-.0002387210149697,.0001915769012364,.2127333597347345
0,1,var_coef,het_netexch_pl,-.0000998744098242,.0001724962445342,.5625927553480294
0,1,var_coef,het_netexch_se3,-.0003027091395585,.0000630598761108,1.58392795746e-06
0,1,var_coef,persistence,.8956230266429783,,
0,2,fit,N,8736,,
0,2,fit,ll,2753.382703484023,,
0,2,fit,AIC,-5458.765406968047,,
0,2,fit,BIC,-5288.960422216414,,
0,2,lbq_std,L1,467.4127807450243,,1.1715742505e-103
0,2,lbq_sq,L1,9.70140134555826,,.0018412754505316
0,2,lbq_std,L2,1797.496373132508,,0
0,2,lbq_sq,L2,9.832463498761165,,.0073266876890589
0,2,lbq_std,L3,3461.615839312361,,0
0,2,lbq_sq,L3,26.10921665844732,,9.04818643733e-06
