zone,start_year,end_year,type,variable,value,se,pval,stars,converged
SE1,2015,2015,fit_step1,AIC,-22676.45412430706,,,,1
SE1,2015,2015,fit_step1,BIC,-22591.55163193124,,,,1
SE1,2015,2015,fit_step2,N,8736,,,,1
SE1,2015,2015,fit_step2,ll,14550.39463905077,,,,1
SE1,2015,2015,fit_step2,AIC,-29078.78927810153,,,,1
SE1,2015,2015,fit_step2,BIC,-29000.9619934237,,,,1
SE1,2015,2015,lbq_std,L24,412.0617516052459,,2.49880239525e-72,***,1
SE1,2015,2015,lbq_sq,L24,122.5159021235012,,3.44981982085e-15,***,1
SE1,2015,2015,coef,_cons,-.0527041063581479,.5355610419810458,.9216074101244944,,1
SE1,2015,2015,coef,wind_log,.001184557705319,.0058188195797241,.838686771497738,,1
SE1,2015,2015,coef,hydro_log_ds,-.2669166598850993,.2514362169383236,.2884318149319096,,1
SE1,2015,2015,coef,consump_log_ds,.2015968892876805,.0822517033957177,.0142469749083221,**,1
SE1,2015,2015,coef,oil_log,-.0467176645118264,.1137949880643713,.6814081263646474,,1
SE1,2015,2015,coef,gas_log,.0767712419046749,.1951888417167464,.6940847877460161,,1
SE1,2015,2015,coef,netexch_fi,-1.35639132259e-06,5.99982285612e-06,.8211455033039523,,1
SE1,2015,2015,coef,netexch_no4,.0000473532239171,.0000110658497243,.00001875480074,***,1
SE1,2015,2015,coef,netexch_se2,-6.32683218008e-06,3.84697502471e-06,.1000471208359961,,1
SE1,2015,2015,coef,ar_L1,.9528723765133975,.0049214186294069,0,***,1
SE1,2015,2015,coef,ma_L1,.1574740699755167,.0260273281623568,1.44544398673e-09,***,1
SE1,2015,2015,var_coef,omega,2.906968616051014,1.4287452224738,.0418880653833655,**,1
SE1,2015,2015,var_coef,arch1,.3056211510382048,.0344123647030836,0,***,1
SE1,2015,2015,var_coef,garch1,.541436924025137,.0433886446630276,0,***,1
SE1,2015,2015,var_coef,het_wind_log,-.0690890015763416,.045035383006087,.1250038489649166,,1
SE1,2015,2015,var_coef,het_hydro_log_ds,1.087921369672063,.4954143410851935,.0280931748316089,**,1
SE1,2015,2015,var_coef,het_consump_log_ds,1.33905555906855,.9133113148558857,.142606181660456,,1
SE1,2015,2015,var_coef,het_oil_log,1.980556476085055,.4746935283077948,.0000301560696754,***,1
SE1,2015,2015,var_coef,het_gas_log,-5.844000816321,.6334478072580261,0,***,1
SE1,2015,2015,var_coef,het_netexch_fi,.0005631089102337,.0001188828205965,2.17256516666e-06,***,1
SE1,2015,2015,var_coef,het_netexch_no4,.0002421420842967,.0001898754045583,.2022142940108,,1
SE1,2015,2015,var_coef,het_netexch_se2,.0004042211927164,.0000681407439486,2.98991165160e-09,***,1
SE1,2015,2015,var_coef,persistence,.8470580750633419,,,,1
SE1,2016,2016,fit_step1,AIC,-26723.80254503857,,,,1
SE1,2016,2016,fit_step1,BIC,-26638.8671308314,,,,1
SE1,2016,2016,fit_step2,N,8760,,,,1
SE1,2016,2016,fit_step2,ll,16037.14561118285,,,,1
SE1,2016,2016,fit_step2,AIC,-32052.2912223657,,,,1
SE1,2016,2016,fit_step2,BIC,-31974.43375934246,,,,1
SE1,2016,2016,lbq_std,L24,467.9324000952076,,7.41511486619e-84,***,1
SE1,2016,2016,lbq_sq,L24,131.3229022575105,,8.93207501040e-17,***,1
SE1,2016,2016,coef,_cons,.0353266667610857,.2204386672820053,.872679247309609,,1
SE1,2016,2016,coef,wind_log,-.0032575832899063,.0040688096554756,.4233498322342069,,1
SE1,2016,2016,coef,hydro_log_ds,.0983510664704591,.1331408010178035,.4600893830440607,,1
SE1,2016,2016,coef,consump_log_ds,.1930267553556295,.0415810924175109,3.44758749948e-06,***,1
SE1,2016,2016,coef,oil_log,-.0205692209728018,.0682087801347071,.7629854787252204,,1
SE1,2016,2016,coef,gas_log,.0189459900865128,.059875456241448,.7516812259282721,,1
SE1,2016,2016,coef,netexch_fi,4.37001248579e-06,3.17559156766e-06,.1687827867085845,,1
SE1,2016,2016,coef,netexch_no4,.0000328368975371,7.73494622902e-06,.0000218335098747,***,1
SE1,2016,2016,coef,netexch_se2,-3.95236335378e-06,2.42591980077e-06,.1032659053296505,,1
SE1,2016,2016,coef,ar_L1,.9168616381655604,.0083533815419159,0,***,1
SE1,2016,2016,coef,ma_L1,.2017608740399091,.0209008171671215,0,***,1
SE1,2016,2016,var_coef,omega,-8.982284250820474,.8898208023859121,0,***,1
SE1,2016,2016,var_coef,arch1,.465732080621683,.0354946136485167,0,***,1
SE1,2016,2016,var_coef,garch1,.168478746261272,.0301999447260404,2.42216018354e-08,***,1
SE1,2016,2016,var_coef,het_wind_log,-.000317621826572,.0321069238911076,.9921069542827197,,1
SE1,2016,2016,var_coef,het_hydro_log_ds,-.5336627957145514,.5793288610608337,.3569594899017505,,1
SE1,2016,2016,var_coef,het_consump_log_ds,1.655637755799695,.7999059634690786,.0384719683636472,**,1
SE1,2016,2016,var_coef,het_oil_log,-.4127461753784576,.2801650241462714,.1406903206268684,,1
SE1,2016,2016,var_coef,het_gas_log,1.236793014148576,.263057772422678,2.58127950326e-06,***,1
SE1,2016,2016,var_coef,het_netexch_fi,-.0000198200950142,.0000677866513892,.7699889492541803,,1
SE1,2016,2016,var_coef,het_netexch_no4,-.0007683865482557,.0001755678329752,.000012055632824,***,1
SE1,2016,2016,var_coef,het_netexch_se2,-.0003852627070377,.000071085537101,5.96971494460e-08,***,1
SE1,2016,2016,var_coef,persistence,.634210826882955,,,,1
SE1,2017,2017,fit_step1,AIC,-27154.82883417727,,,,1
SE1,2017,2017,fit_step1,BIC,-27069.92634180146,,,,1
SE1,2017,2017,fit_step2,N,8736,,,,1
SE1,2017,2017,fit_step2,ll,15675.10843871281,,,,1
SE1,2017,2017,fit_step2,AIC,-31328.21687742562,,,,1
SE1,2017,2017,fit_step2,BIC,-31250.38959274779,,,,1
SE1,2017,2017,lbq_std,L24,647.7810788413336,,2.3137078393e-121,***,1
SE1,2017,2017,lbq_sq,L24,308.7219057492085,,2.92768122641e-51,***,1
SE1,2017,2017,coef,_cons,.6066085456155262,.3796941239344473,.1101266229061328,,1
SE1,2017,2017,coef,wind_log,-.0074832651586721,.0036431386598339,.0399688286541811,**,1
SE1,2017,2017,coef,hydro_log_ds,.0134011462596388,.0378369310838441,.7232027629748903,,1
SE1,2017,2017,coef,consump_log_ds,.0706436406999994,.0335738458945384,.0353673570535016,**,1
SE1,2017,2017,coef,oil_log,-.2730607592672469,.13591560415714,.0445322100368197,**,1
SE1,2017,2017,coef,gas_log,.173210379656337,.0955591298332441,.0698936978518336,*,1
SE1,2017,2017,coef,netexch_fi,7.06806629117e-06,3.68712707797e-06,.0552433178763303,*,1
SE1,2017,2017,coef,netexch_no4,.0000533023432876,.0000105950941521,4.88306748370e-07,***,1
SE1,2017,2017,coef,netexch_se2,-9.99556016321e-06,2.93029909777e-06,.0006469998782412,***,1
SE1,2017,2017,coef,ar_L1,.9137690376051701,.0077084582144339,0,***,1
SE1,2017,2017,coef,ma_L1,.1868209741308582,.0202425354096745,0,***,1
SE1,2017,2017,var_coef,omega,1.927123273697919,1.919849828835543,.3154805450646816,,1
SE1,2017,2017,var_coef,arch1,.4141486095564203,.036886679531716,0,***,1
SE1,2017,2017,var_coef,garch1,.2495438680102983,.0615599011630779,.0000504191258106,***,1
SE1,2017,2017,var_coef,het_wind_log,.0098473810411862,.0330552819147185,.7657745799207343,,1
SE1,2017,2017,var_coef,het_hydro_log_ds,.1851254219436148,.2782531193844561,.5058503074779055,,1
SE1,2017,2017,var_coef,het_consump_log_ds,.947816385870252,.6698915366099755,.1571035740918245,,1
SE1,2017,2017,var_coef,het_oil_log,-1.108567561512083,.754925250466403,.1419828995114221,,1
SE1,2017,2017,var_coef,het_gas_log,-1.632642807197848,.5105268376420843,.0013840497947382,***,1
SE1,2017,2017,var_coef,het_netexch_fi,-.0000453235793392,.0000723172486382,.5308345119327604,,1
SE1,2017,2017,var_coef,het_netexch_no4,-.0010473512481722,.0002280150358192,4.36201406573e-06,***,1
SE1,2017,2017,var_coef,het_netexch_se2,-.0001523716550881,.0000724935612821,.0355651323818145,**,1
