zone,start_year,end_year,type,variable,value,se,pval,stars,converged
SE3,2015,2015,fit_step1,AIC,-18390.68014229237,,,,1
SE3,2015,2015,fit_step1,BIC,-18291.62723452059,,,,1
SE3,2015,2015,fit_step2,N,8736,,,,1
SE3,2015,2015,fit_step2,ll,12226.04316313513,,,,1
SE3,2015,2015,fit_step2,AIC,-24426.08632627027,,,,1
SE3,2015,2015,fit_step2,BIC,-24334.10862619647,,,,1
SE3,2015,2015,lbq_std,L24,450.929259926502,,2.43378467002e-80,***,1
SE3,2015,2015,lbq_sq,L24,227.3649935560672,,4.82554808686e-35,***,1
SE3,2015,2015,coef,_cons,.3205883883251009,.4128832961077185,.437475965621962,,1
SE3,2015,2015,coef,wind_log,-.0480912715029289,.0117796682496454,.0000445411824754,***,1
SE3,2015,2015,coef,hydro_log_ds,-.6131461827129898,.1928996015655127,.0014800004541966,***,1
SE3,2015,2015,coef,consump_log_ds,.7016627155431971,.086292239534763,4.44089209850e-16,***,1
SE3,2015,2015,coef,oil_log,.0100174414966841,.1127460615773717,.9292014453112805,,1
SE3,2015,2015,coef,gas_log,.0039230908766244,.1636168477678649,.9808707123926916,,1
SE3,2015,2015,coef,netexch_dk1,.0000232010247161,.0000118877369702,.0509765460747102,*,1
SE3,2015,2015,coef,netexch_fi,.0000631189707212,.0000111918565166,1.70323928295e-08,***,1
SE3,2015,2015,coef,netexch_no1,4.73150432698e-06,7.22854874502e-06,.5127523802103275,,1
SE3,2015,2015,coef,netexch_se2,6.91088132046e-06,6.34144510045e-06,.275803029168501,,1
SE3,2015,2015,coef,netexch_se4,.0000132101036803,.0000103280810445,.2008804167667002,,1
SE3,2015,2015,coef,ar_L1,.9236755426313985,.0064370286492983,0,***,1
SE3,2015,2015,coef,ma_L1,.1375612471482641,.0219195780469163,3.48008510898e-10,***,1
SE3,2015,2015,var_coef,omega,1.065066925656816,1.222802232702956,.383751393129709,,1
SE3,2015,2015,var_coef,arch1,.4484964166060009,.0419684365758695,0,***,1
SE3,2015,2015,var_coef,garch1,.2229688379808917,.04814736278516,3.63962257355e-06,***,1
SE3,2015,2015,var_coef,het_wind_log,-.0859915006920632,.0428192053137072,.0446171498534282,**,1
SE3,2015,2015,var_coef,het_hydro_log_ds,-.884292281655146,.6265032715706588,.1581052716198525,,1
SE3,2015,2015,var_coef,het_consump_log_ds,-.3992758285178689,.7308274111001711,.5848364011966407,,1
SE3,2015,2015,var_coef,het_oil_log,-.6545491433767323,.382812774741497,.0872951989381201,*,1
SE3,2015,2015,var_coef,het_gas_log,-1.604410122370382,.5733117678911346,.0051341362521837,***,1
SE3,2015,2015,var_coef,het_netexch_dk1,-.0006080504504296,.0001004000126038,1.39306632896e-09,***,1
SE3,2015,2015,var_coef,het_netexch_fi,-.0003533707016054,.000122220490237,.003837056608281,***,1
SE3,2015,2015,var_coef,het_netexch_no1,.0001698850131327,.000045157284244,.0001685106455389,***,1
SE3,2015,2015,var_coef,het_netexch_se2,.0001795344898871,.0000425659921363,.0000246706519764,***,1
SE3,2015,2015,var_coef,het_netexch_se4,.0002832390156169,.00006116507183,3.64376396411e-06,***,1
SE3,2015,2015,var_coef,persistence,.6714652545868927,,,,1
SE3,2016,2016,fit_step1,AIC,-25674.59135744765,,,,1
SE3,2016,2016,fit_step1,BIC,-25575.50004087263,,,,1
SE3,2016,2016,fit_step2,N,8760,,,,1
SE3,2016,2016,fit_step2,ll,15718.09547929823,,,,1
SE3,2016,2016,fit_step2,AIC,-31410.19095859645,,,,1
SE3,2016,2016,fit_step2,BIC,-31318.17759320536,,,,1
SE3,2016,2016,lbq_std,L24,506.9234710683806,,6.08185755763e-92,***,1
SE3,2016,2016,lbq_sq,L24,208.2194805167115,,2.66024634069e-31,***,1
SE3,2016,2016,coef,_cons,.2264188126106276,.2130496739885103,.2878947613746905,,1
SE3,2016,2016,coef,wind_log,-.0408108353194939,.0065149531581507,3.74793751590e-10,***,1
SE3,2016,2016,coef,hydro_log_ds,-.0404083727527011,.1516322160474758,.7898623499694999,,1
SE3,2016,2016,coef,consump_log_ds,.5383461422528032,.0626044092523957,0,***,1
SE3,2016,2016,coef,oil_log,-.0766691205638449,.0629176664773722,.2230102193517007,,1
SE3,2016,2016,coef,gas_log,.1265227925391242,.0504221577354946,.0120981075835973,**,1
SE3,2016,2016,coef,netexch_dk1,-.0000353953579595,5.60219256490e-06,2.64754218549e-10,***,1
SE3,2016,2016,coef,netexch_fi,9.83400477532e-06,7.07084287911e-06,.1642913811093449,,1
SE3,2016,2016,coef,netexch_no1,-.0000128407421243,4.85086202296e-06,.008118409130544,***,1
SE3,2016,2016,coef,netexch_se2,-2.79232272638e-06,4.49770011996e-06,.5347092055912612,,1
SE3,2016,2016,coef,netexch_se4,-6.74049315018e-06,6.51416268783e-06,.3007883100171902,,1
SE3,2016,2016,coef,ar_L1,.9002274961411717,.0096088903663897,0,***,1
SE3,2016,2016,coef,ma_L1,.1934597225553443,.020229052208667,0,***,1
SE3,2016,2016,var_coef,omega,-9.06274749294934,1.047151081903388,0,***,1
SE3,2016,2016,var_coef,arch1,.4508521224408688,.0327247020848909,0,***,1
SE3,2016,2016,var_coef,garch1,.1712197920804079,.0249273798066596,6.47704112566e-12,***,1
SE3,2016,2016,var_coef,het_wind_log,.0191846791819244,.0420750852320211,.6484166346820401,,1
