zone,start_year,end_year,quantile,type,variable,value,se,pval,stars
SE4,2015,2015,.1,fit,N,8732,,,
SE4,2015,2015,.1,lbq,L24,281.7308708846325,,7.82787974754e-46,***
SE4,2015,2015,.1,coef,_cons,-.1227313865024053,.0736603733632791,.0956777152547539,*
SE4,2015,2015,.1,coef,wind_log,-.0047632185981826,.003153939581515,.1309811534248448,
SE4,2015,2015,.1,coef,hydro_log_ds,-.0911714419561375,.0278790634577522,.001074533644901,***
SE4,2015,2015,.1,coef,consump_log_ds,.1599925736935756,.0325635594705174,8.95836353543e-07,***
SE4,2015,2015,.1,coef,oil_log,-.0454157672109374,.0200739591655862,.0236713418250167,**
SE4,2015,2015,.1,coef,gas_log,.0856323443384099,.0290963408777245,.0032498299597215,***
SE4,2015,2015,.1,coef,netexch_dk2,8.23341167604e-06,6.52665114163e-06,.2071264837240494,
SE4,2015,2015,.1,coef,netexch_ger,5.20766859656e-06,.0000108599370748,.631561436717895,
SE4,2015,2015,.1,coef,netexch_pl,-6.94037909567e-06,.0000118430215792,.5578546081689608,
SE4,2015,2015,.1,coef,netexch_se3,-2.75763691261e-06,5.22486292737e-06,.5976442339559966,
SE4,2015,2015,.1,coef,ar_L1,1.07640083012713,.0135215496683914,0,***
SE4,2015,2015,.1,coef,ar_L2,-.1653176871416173,.0143397560175984,0,***
SE4,2015,2015,.25,fit,N,8732,,,
SE4,2015,2015,.25,lbq,L24,266.4392946175138,,8.90534510250e-43,***
SE4,2015,2015,.25,coef,_cons,.0208700252492926,.0304244901433282,.4927374622581895,
SE4,2015,2015,.25,coef,wind_log,-.0058199056034117,.0011261945007079,2.36913211271e-07,***
SE4,2015,2015,.25,coef,hydro_log_ds,-.0855862489062126,.0122038754452796,2.33191244092e-12,***
SE4,2015,2015,.25,coef,consump_log_ds,.0972486947015339,.0149330763134291,7.40079109107e-11,***
SE4,2015,2015,.25,coef,oil_log,-.0173117095663069,.0088121094681895,.0494679225473573,**
SE4,2015,2015,.25,coef,gas_log,.0198802211058115,.0128126153484174,.1207548400987672,
SE4,2015,2015,.25,coef,netexch_dk2,2.83482895869e-09,2.98000970928e-06,.9992409870644126,
SE4,2015,2015,.25,coef,netexch_ger,-.0000158707708731,4.63143084369e-06,.0006108437784329,***
SE4,2015,2015,.25,coef,netexch_pl,-.0000141329683517,5.16559288896e-06,.0062194457639151,***
SE4,2015,2015,.25,coef,netexch_se3,-5.99239436621e-06,2.31920313476e-06,.0097713884290982,***
SE4,2015,2015,.25,coef,ar_L1,1.130211518477865,.0060905177560843,0,***
SE4,2015,2015,.25,coef,ar_L2,-.1911661937654366,.0061476167008571,0,***
SE4,2015,2015,.5,fit,N,8732,,,
SE4,2015,2015,.5,lbq,L24,302.1857989881938,,6.08561720407e-50,***
