zone,start_year,end_year,quantile,type,variable,value,se,pval,stars
SE2,2015,2015,.1,fit,N,8732,,,
SE2,2015,2015,.1,lbq,L24,681.9465923691838,,1.5493348572e-128,***
SE2,2015,2015,.1,coef,_cons,-.4143417937956403,.0444060063831383,0,***
SE2,2015,2015,.1,coef,wind_log,.0090169351947505,.0014891583132877,1.40369871282e-09,***
SE2,2015,2015,.1,coef,hydro_log_ds,-.0045101196072991,.0097279310904645,.6429158832037474,
SE2,2015,2015,.1,coef,consump_log_ds,.0518298853938045,.0167626111106129,.0019881717072792,***
SE2,2015,2015,.1,coef,oil_log,-.0546158885912833,.0108708533971391,5.05887507884e-07,***
SE2,2015,2015,.1,coef,gas_log,.1732960100261598,.0140232164004664,0,***
SE2,2015,2015,.1,coef,netexch_no3,-6.32557627251e-06,4.49470402010e-06,.1593266254508618,
SE2,2015,2015,.1,coef,netexch_no4,.000083308505498,.0000172220612364,1.31605917231e-06,***
SE2,2015,2015,.1,coef,netexch_se1,1.96007317891e-06,2.63503794417e-06,.4569671803421507,
SE2,2015,2015,.1,coef,netexch_se3,7.46574370421e-07,1.40252253663e-06,.5945124928663361,
SE2,2015,2015,.1,coef,ar_L1,1.117160651771801,.0118805530798145,0,***
SE2,2015,2015,.1,coef,ar_L2,-.1764917329341285,.0123425792155469,0,***
SE2,2015,2015,.25,fit,N,8732,,,
SE2,2015,2015,.25,lbq,L24,291.3195594315704,,9.33650548906e-48,***
SE2,2015,2015,.25,coef,_cons,-.1460675964029532,.0293194033181991,6.29489762316e-07,***
SE2,2015,2015,.25,coef,wind_log,.0028793775468741,.0007293268327299,.0000788089655532,***
SE2,2015,2015,.25,coef,hydro_log_ds,-.0140662342037819,.0055901804626301,.011861447005157,**
SE2,2015,2015,.25,coef,consump_log_ds,.0300002897943374,.0112728591317308,.0077843060007063,***
SE2,2015,2015,.25,coef,oil_log,-.0205377961599848,.006338849558953,.0011953475281885,***
SE2,2015,2015,.25,coef,gas_log,.0631073361657957,.0096114165474921,5.17290654756e-11,***
SE2,2015,2015,.25,coef,netexch_no3,5.42084866507e-07,2.52937495836e-06,.8303008442702,
SE2,2015,2015,.25,coef,netexch_no4,.0000262387957332,.000010333544255,.0111110585847596,**
SE2,2015,2015,.25,coef,netexch_se1,2.07138197074e-06,1.38624989995e-06,.1351144240333622,
SE2,2015,2015,.25,coef,netexch_se3,8.29459122654e-07,7.18218373756e-07,.2481378101373723,
SE2,2015,2015,.25,coef,ar_L1,1.158295826253107,.008751269071651,0,***
SE2,2015,2015,.25,coef,ar_L2,-.1936001955852727,.0088045675409895,0,***
