timestamp,spread_se2_se1,spread_se2_se3,price_se1_raw,price_se2_raw,price_se3_raw,wind_log,consump_log_ds,post_fbmc,wind_post_fbmc
2024-01-02 10:00:00,0.0,0.0,68.98,68.98,68.98,6.606650186198215,0.12737213032308237,0,0.0
2024-01-02 11:00:00,0.0,0.0,73.54,73.54,73.54,6.621405651764134,0.11474919313721976,0,0.0
2024-01-02 12:00:00,0.0,0.0,78.16,78.16,78.16,6.647688373563329,0.12653836321342649,0,0.0
2024-01-02 13:00:00,0.0,0.0,78.87,78.87,78.87,6.674561391814426,0.13174070118950976,0,0.0
2024-01-02 14:00:00,0.0,0.0,79.24,79.24,79.24,6.71901315438526,0.13046143411286426,0,0.0
2024-01-02 15:00:00,0.0,0.0,79.96,79.96,79.96,6.75110146893676,0.1438844195890523,0,0.0
2024-01-02 16:00:00,0.0,0.0,81.46,81.46,81.46,6.787844982309579,0.1330816660053049,0,0.0
2024-01-02 17:00:00,0.0,0.0,80.92,80.92,80.92,6.811244378601294,0.12638203537353743,0,0.0
2024-01-02 18:00:00,0.0,0.0,74.95,74.95,74.95,6.843749949006225,0.12941335254117448,0,0.0
2024-01-02 19:00:00,0.0,0.0,63.18,63.18,63.18,6.860663671448287,0.11461487672269932,0,0.0
2024-01-02 20:00:00,0.0,0.0,57.11,57.11,57.11,6.880384082186005,0.10645531153769472,0,0.0
2024-01-02 21:00:00,0.0,0.0,48.04,48.04,48.04,6.883462586413092,0.10945447339430281,0,0.0
2024-01-02 22:00:00,0.0,0.0,40.99,40.99,40.99,6.885509670034818,0.1212441097738699,0,0.0
2024-01-02 23:00:00,0.0,0.0,38.35,38.35,38.35,6.88653164253051,0.11596809450913792,0,0.0
2024-01-03 00:00:00,0.0,0.0,40.8,40.8,40.8,6.846943139585379,0.12742469580423954,0,0.0
2024-01-03 01:00:00,0.0,0.0,39.21,39.21,39.21,6.877296071497429,0.1269176952226463,0,0.0
2024-01-03 02:00:00,0.0,0.0,37.36,37.36,37.36,6.901737206656574,0.12581806807570484,0,0.0
2024-01-03 03:00:00,0.0,0.0,36.17,36.17,36.17,6.900730664045173,0.11534921359522343,0,0.0
2024-01-03 04:00:00,0.0,0.0,38.21,38.21,38.21,6.881411303642535,0.1228805467669325,0,0.0
2024-01-03 05:00:00,0.0,0.0,42.58,42.58,42.58,6.874198495453294,0.12559938697613404,0,0.0
2024-01-03 06:00:00,0.0,0.0,49.44,49.44,49.44,6.858565034791365,0.11903918464430241,0,0.0
2024-01-03 07:00:00,0.0,0.0,53.53,53.53,53.53,6.855408798609928,0.10890766030024768,0,0.0
2024-01-03 08:00:00,0.0,0.0,63.48,63.48,63.48,6.838405200847344,0.11974218183063279,0,0.0
2024-01-03 09:00:00,0.0,0.0,64.99,64.99,64.99,6.82001636467413,0.12409088967927051,0,0.0
2024-01-03 10:00:00,0.0,0.0,60.19,60.19,60.19,6.790097235513905,0.1382878745375722,0,0.0
2024-01-03 11:00:00,0.0,0.0,59.96,59.96,59.96,6.769641976852503,0.11827242573705643,0,0.0
2024-01-03 12:00:00,0.0,0.0,59.8,59.8,59.8,6.723832440821209,0.1275294008878891,0,0.0
2024-01-03 13:00:00,0.0,0.0,58.86,58.86,58.86,6.71174039505618,0.13601157992513713,0,0.0
2024-01-03 14:00:00,0.0,0.0,64.99,64.99,64.99,6.715383386334681,0.13477298272012295,0,0.0
2024-01-03 15:00:00,0.0,0.0,68.83,68.83,68.83,6.7357800142423265,0.13412080768811663,0,0.0
2024-01-03 16:00:00,0.0,0.0,73.59,73.59,73.59,6.727431724850855,0.11086611356543674,0,0.0
2024-01-03 17:00:00,0.0,0.0,82.28,82.28,82.28,6.726233402358747,0.12382885089941453,0,0.0
2024-01-03 18:00:00,0.0,0.0,82.97,82.97,82.97,6.717804695023691,0.14059170793998899,0,0.0
2024-01-03 19:00:00,0.0,0.0,79.03,79.03,79.03,6.705639094860003,0.1202458094357981,0,0.0
2024-01-03 20:00:00,0.0,0.0,73.23,73.23,73.23,6.682108597449809,0.11584693498804555,0,0.0
