quantile,type,variable,value,se,pval,stars
.1,fit,N,96374,,,
.1,fit,pseudo_r2,-3.065044628117783,,,
.1,lbq,L24,6170.716023029546,,0,***
.1,coef,_cons,-.0012475894574721,.0115652153768847,.9140954075811987,
.1,coef,wind_log,-.0098427238772157,.0006121103283763,0,***
.1,coef,hydro_log_ds,-.0264244669129423,.0043694551018739,1.47071577139e-09,***
.1,coef,consump_log_ds,.0994008725984105,.0077046479160069,0,***
.1,coef,oil_log,.0053617835837622,.0032640793957272,.1004526063820139,
.1,coef,gas_log,-.0061731112294804,.0013497336409534,4.79466520265e-06,***
.1,coef,netexch_dk1,.0000132136627801,1.20902161983e-06,0,***
.1,coef,netexch_fi,.0000150762051152,1.08361266176e-06,0,***
.1,coef,netexch_no1,-1.62881636721e-06,6.59240427867e-07,.0134831137696398,**
.1,coef,netexch_se2,-8.60652614762e-06,4.22667515714e-07,0,***
.1,coef,netexch_se4,-8.41219782875e-06,6.88411609897e-07,0,***
.1,coef,ar_L1,1.125550647155888,.0034590338294656,0,***
.1,coef,ar_L2,-.1845999178314526,.0035801612640727,0,***
.25,fit,N,96374,,,
.25,fit,pseudo_r2,-3.643888081154678,,,
.25,lbq,L24,5180.851468129012,,0,***
.25,coef,_cons,.0193420090484471,.0053305445575303,.000285046215855,***
.25,coef,wind_log,-.0052439038133069,.0003348760284452,0,***
.25,coef,hydro_log_ds,-.0153470033635378,.0023047105972421,2.75750533518e-11,***
.25,coef,consump_log_ds,.0471982986627211,.0040276152159533,0,***
.25,coef,oil_log,-.0008222273764614,.0014985210361109,.5832164377618043,
.25,coef,gas_log,-.0010464299448289,.000662282206152,.1140985473500615,
.25,coef,netexch_dk1,2.78565671106e-06,6.41279763024e-07,.0000139973712423,***
.25,coef,netexch_fi,9.89359302462e-06,5.53604003215e-07,0,***
.25,coef,netexch_no1,-1.95478052965e-06,3.47498757397e-07,1.85198913982e-08,***
.25,coef,netexch_se2,-3.53138336924e-06,2.19154851391e-07,0,***
.25,coef,netexch_se4,-3.19835306273e-06,3.52965720475e-07,0,***
.25,coef,ar_L1,1.189295603696495,.0012609248648655,0,***
.25,coef,ar_L2,-.2221587465435724,.0013081824356932,0,***
.5,fit,N,96374,,,
.5,fit,pseudo_r2,-3.858864240167454,,,
.5,lbq,L24,5658.225857917528,,0,***
.5,coef,_cons,.0204299388131049,.0037254333068995,4.16027843286e-08,***
.5,coef,wind_log,-.0034996754658431,.0002115921283809,0,***
.5,coef,hydro_log_ds,-.01301955909986,.00150843883434,0,***
.5,coef,consump_log_ds,.0255051211203,.0026966818780923,0,***
.5,coef,oil_log,.0030491286020813,.0010357871089156,.0032423116915099,***
.5,coef,gas_log,-.0007817761284866,.0004056659326126,.0539618523099019,*
.5,coef,netexch_dk1,-2.06716133975e-06,4.11200238300e-07,4.97847805425e-07,***
.5,coef,netexch_fi,5.54042423139e-06,3.56276702863e-07,0,***
.5,coef,netexch_no1,-4.05768767513e-07,2.24151868229e-07,.0702585151217252,*
.5,coef,netexch_se2,-1.82378749290e-07,1.40691216968e-07,.194870374574019,
.5,coef,netexch_se4,1.67577986911e-07,2.34658979998e-07,.4751442421955923,
.5,coef,ar_L1,1.194906828913846,.0008970807236425,0,***
.5,coef,ar_L2,-.218198892019096,.0008946843107672,0,***
.75,fit,N,96374,,,
.75,fit,pseudo_r2,-3.531555266004087,,,
.75,lbq,L24,6129.106454160106,,0,***
.75,coef,_cons,.0390379075143323,.0046495163856818,0,***
.75,coef,wind_log,-.0026420094476962,.0002531078678457,0,***
.75,coef,hydro_log_ds,-.0165627894887497,.0016969049525036,0,***
.75,coef,consump_log_ds,.0143149539809989,.0030820951961903,3.40813823696e-06,***
.75,coef,oil_log,.0018440918664273,.0012778053428461,.1489722510915383,
.75,coef,gas_log,.0018299915302938,.0004905810903272,.0001912876737182,***
.75,coef,netexch_dk1,-5.17162942411e-06,4.85112654737e-07,0,***
.75,coef,netexch_fi,5.82214640229e-06,4.27667235017e-07,0,***
.75,coef,netexch_no1,1.58026319412e-06,2.54747643258e-07,5.53090462319e-10,***
.75,coef,netexch_se2,2.71559360253e-06,1.58232969187e-07,0,***
.75,coef,netexch_se4,2.72771593043e-06,2.69251998971e-07,0,***
.75,coef,ar_L1,1.141001331323099,.0009153488498982,0,***
.75,coef,ar_L2,-.1694171736596626,.000898820370412,0,***
.9,fit,N,96374,,,
.9,fit,pseudo_r2,-2.785259931611152,,,
.9,lbq,L24,6314.282795599225,,0,***
.9,coef,_cons,.1183799621388859,.0092309317553046,0,***
.9,coef,wind_log,-.0045905719872063,.0004512103116893,0,***
.9,coef,hydro_log_ds,-.0173246501271695,.0025106793907895,5.18629583723e-12,***
.9,coef,consump_log_ds,.0361555583449965,.0053944753867489,2.05120365138e-11,***
.9,coef,oil_log,-.0117323633893889,.0025468780196897,4.09371856014e-06,***
.9,coef,gas_log,.0084236105042677,.000927376695125,0,***
.9,coef,netexch_dk1,-.0000147302223447,7.32280011029e-07,0,***
.9,coef,netexch_fi,4.63359351799e-06,7.05005012171e-07,4.95019580882e-11,***
.9,coef,netexch_no1,3.21383414386e-06,3.89094427992e-07,2.22044604925e-16,***
.9,coef,netexch_se2,7.77823228188e-06,2.60432989949e-07,0,***
.9,coef,netexch_se4,7.83242383248e-06,4.67624198803e-07,0,***
.9,coef,ar_L1,1.102199027881639,.0036551334388078,0,***
.9,coef,ar_L2,-.153449494273441,.0036892101044471,0,***
.95,fit,N,96374,,,
.95,fit,pseudo_r2,-2.238952853137738,,,
.95,lbq,L24,17729.94951782531,,0,***
.95,coef,_cons,.3228799394517793,.0218615072215881,0,***
.95,coef,wind_log,-.0111782743854876,.0009117303375952,0,***
.95,coef,hydro_log_ds,-.0122315102380783,.005405808379954,.0236566124595889,**
.95,coef,consump_log_ds,.092777003204617,.0102990092327506,0,***
.95,coef,oil_log,-.0542368705562482,.0058724988321141,0,***
.95,coef,gas_log,.0225470752435193,.0019529923097383,0,***
.95,coef,netexch_dk1,-.0000289055879682,1.39310843247e-06,0,***
.95,coef,netexch_fi,-1.66551659215e-06,1.49314255928e-06,.2646602941322589,
.95,coef,netexch_no1,4.08673875006e-06,8.77793382448e-07,3.22888762816e-06,***
.95,coef,netexch_se2,.0000147770489595,5.79831864088e-07,0,***
.95,coef,netexch_se4,.0000154199417689,1.05332921645e-06,0,***
.95,coef,ar_L1,1.091488447844048,.0091056183221582,0,***
.95,coef,ar_L2,-.1838464484449555,.0090207134345325,0,***
.99,fit,N,96374,,,
.99,fit,pseudo_r2,-1.358321175011729,,,
.99,lbq,L24,495684.6045782499,,0,***
.99,coef,_cons,1.300797284388032,.1083072056722355,0,***
.99,coef,wind_log,-.0324857729928425,.0054883588188946,3.23841420347e-09,***
.99,coef,hydro_log_ds,.0837700052287927,.0378294123933604,.0268002676283394,**
.99,coef,consump_log_ds,.3431541540317025,.0645485805001115,1.05947756124e-07,***
.99,coef,oil_log,-.2569111748082024,.0285524387407077,0,***
.99,coef,gas_log,.0702996233232059,.0092013067637946,2.17603712827e-14,***
.99,coef,netexch_dk1,-.0000775979674707,9.61278886922e-06,6.66133814775e-16,***
.99,coef,netexch_fi,-.0000202984257358,7.99030468568e-06,.0110731470398859,**
.99,coef,netexch_no1,-9.57781159608e-07,4.83637052161e-06,.8430159775512722,
.99,coef,netexch_se2,.0000412402865643,2.97323473069e-06,0,***
.99,coef,netexch_se4,.0000400664979055,4.94642537050e-06,4.44089209850e-16,***
.99,coef,ar_L1,.9267305683075181,.0300842421720284,0,***
.99,coef,ar_L2,-.2017866156184523,.0293200215292622,5.89306381471e-12,***
