quantile,type,variable,value,se,pval,stars
.1,fit,N,8732,,,
.1,fit,pseudo_r2,-1.950145394656599,,,
.1,lbq,L24,608.2837061285317,,4.3802308857e-113,***
.1,coef,_cons,.5835590392656878,.2545187423483745,.0218598689984357,**
.1,coef,wind_log,-.0161745397808726,.0041117084921498,.0000836217519171,***
.1,coef,hydro_log_ds,-.2743009365953319,.0544671797308052,4.75168317582e-07,***
.1,coef,consump_log_ds,.3825184437509632,.0637676929239415,1.98995953049e-09,***
.1,coef,oil_log,-.1659685707496761,.0874308349023106,.0576586567927266,*
.1,coef,gas_log,-.018963856085914,.0379532764046766,.6173122384696124,
.1,coef,netexch_dk2,.0000106652134743,9.61436212231e-06,.2673007145912869,
.1,coef,netexch_ger,3.72689489452e-06,.0000133731419705,.7804865275877124,
.1,coef,netexch_pl,.0000387908737309,.0000163240027627,.0174868147712859,**
.1,coef,netexch_se3,.0000429301185269,4.54843668961e-06,0,***
.1,coef,ar_L1,.9841845094800699,.023056681042849,0,***
.1,coef,ar_L2,-.1029823476856886,.0230016185407308,7.56360735776e-06,***
.25,fit,N,8732,,,
.25,fit,pseudo_r2,-2.326942578690208,,,
.25,lbq,L24,151.9939520096082,,1.41042035140e-20,***
.25,coef,_cons,.2953458427504437,.1262604661812608,.0193261666425988,**
.25,coef,wind_log,-.0152880559815187,.002241641114383,9.10227448969e-12,***
.25,coef,hydro_log_ds,-.1852700915375666,.0301624724436056,8.12818035101e-10,***
.25,coef,consump_log_ds,.2494077542078828,.0338497391651159,1.73194791842e-13,***
.25,coef,oil_log,-.0704822700531319,.0443094708761405,.1116811989568116,
.25,coef,gas_log,-.0056429014967394,.0205666378181569,.7837990593572608,
.25,coef,netexch_dk2,-.0000168485315392,5.77213283599e-06,.0035121950105503,***
.25,coef,netexch_ger,-3.77110354008e-06,7.09239039199e-06,.5949260205302955,
.25,coef,netexch_pl,.0000277112563297,8.19382325096e-06,.0007196826233593,***
.25,coef,netexch_se3,.0000124857013677,2.29354628146e-06,5.21437570900e-08,***
.25,coef,ar_L1,1.044000679777959,.0111197538745002,0,***
