quantile,type,variable,value,se,pval,stars
.25,coef,ar_L2,-.1236139126816094,.0111922787319739,0,***
.5,fit,N,8732,,,
.5,fit,pseudo_r2,-2.323149310959384,,,
.5,lbq,L24,178.1263057103577,,1.66869808872e-25,***
.5,coef,_cons,.1936776270024985,.0885758887194031,.0287737264471228,**
.5,coef,wind_log,-.0127618608372955,.0016082216064726,1.99840144433e-15,***
.5,coef,hydro_log_ds,-.0719730775975021,.0215233380346754,.0008259308132619,***
.5,coef,consump_log_ds,.121229689204872,.0239721577046118,4.25671629722e-07,***
.5,coef,oil_log,-.0238869334923598,.0304301046504927,.4324670301051814,
.5,coef,gas_log,-.0047712178408938,.0138744106042104,.7309318975177526,
.5,coef,netexch_dk2,-4.91935509591e-06,4.09555219583e-06,.2296946706613425,
.5,coef,netexch_ger,-.0000209762227984,4.87199591873e-06,.0000166633035639,***
.5,coef,netexch_pl,.0000233397671837,5.18414032862e-06,6.72700989934e-06,***
.5,coef,netexch_se3,1.72751455569e-06,1.57395039931e-06,.2723940151955371,
.5,coef,ar_L1,1.053188698917259,.0081145781995785,0,***
.5,coef,ar_L2,-.1197456372607524,.0079908647301554,0,***
.75,fit,N,8732,,,
.75,fit,pseudo_r2,-1.967105656962196,,,
.75,lbq,L24,139.3341953743336,,3.08612129936e-18,***
.75,coef,_cons,.0347494411037782,.1012567457609913,.7314619272573237,
.75,coef,wind_log,-.0166434075382961,.0019731039360449,0,***
.75,coef,hydro_log_ds,-.0846650538025347,.0246435476553059,.0005912714198195,***
.75,coef,consump_log_ds,.157120255145207,.0283702881395746,3.05600755812e-08,***
.75,coef,oil_log,.0569929930817271,.0351229748202907,.104659994993282,
.75,coef,gas_log,-.0230031066822161,.0159923913169331,.1503267808887658,
.75,coef,netexch_dk2,.000010273200722,4.50297867159e-06,.0225234071550007,**
.75,coef,netexch_ger,-.000031842107514,5.35468926526e-06,2.73796674222e-09,***
.75,coef,netexch_pl,.0000230325700213,5.84203146083e-06,.0000806158710616,***
.75,coef,netexch_se3,-2.79057864758e-06,1.84308978054e-06,.1300064761716928,
.75,coef,ar_L1,1.016597079134225,.009315849288837,0,***
.75,coef,ar_L2,-.1001914039374426,.0092092691184317,0,***
.9,fit,N,8732,,,
.9,fit,pseudo_r2,-1.428070823367483,,,
.9,lbq,L24,576.4307657726679,,2.0054911485e-106,***
.9,coef,_cons,-.1245789895512549,.2084884361915884,.5501507209061887,
.9,coef,wind_log,-.029769433285158,.0035616676891069,0,***
.9,coef,hydro_log_ds,-.0976341135274013,.0381273374888013,.0104450159578153,**
.9,coef,consump_log_ds,.1923203816114424,.048202379431516,.0000661144106993,***
.9,coef,oil_log,.1376053702077737,.0703249151460962,.0503817316106929,*
.9,coef,gas_log,-.0246315745752177,.0318483301879648,.4392842780068267,
.9,coef,netexch_dk2,.0000165438740408,6.60588443659e-06,.0122654179436124,**
.9,coef,netexch_ger,-.0000702972130879,8.68265982012e-06,6.66133814775e-16,***
.9,coef,netexch_pl,.0000134568556835,8.68531358648e-06,.1212902736841674,
.9,coef,netexch_se3,-8.86963473409e-06,3.28744343126e-06,.0069750279211924,***
.9,coef,ar_L1,.9604262175609548,.0164361321189198,0,***
.9,coef,ar_L2,-.1013582873914474,.0163349512997806,5.46987122263e-10,***
.95,fit,N,8732,,,
.95,fit,pseudo_r2,-1.102389450264871,,,
.95,lbq,L24,4239.822057863794,,0,***
.95,coef,_cons,-.4289610517649053,.3593829165062838,.2326327287867926,
.95,coef,wind_log,-.0409417365950085,.0054302659398191,4.70734562441e-14,***
.95,coef,hydro_log_ds,-.0189506841309172,.0673332824258659,.7783683276158671,
.95,coef,consump_log_ds,.2588170286984978,.0900676128695584,.0040584060707693,***
.95,coef,oil_log,.2518037823026398,.1220553448293317,.0391098213616654,**
.95,coef,gas_log,-.0288255088857171,.0585845300656849,.6226961742668931,
.95,coef,netexch_dk2,.0000336539702546,.000013714371075,.0141308391996593,**
.95,coef,netexch_ger,-.0000888653473337,.0000169156808243,1.49292325613e-07,***
.95,coef,netexch_pl,3.56480121843e-06,.0000162296938618,.8261461971674646,
.95,coef,netexch_se3,-9.69177942527e-06,5.34737599966e-06,.0699187777781207,*
.95,coef,ar_L1,.8421933044064357,.0239799606930922,0,***
.95,coef,ar_L2,-.0662651103663897,.0252960624880783,.0088037600072806,***
.99,fit,N,8732,,,
.99,fit,pseudo_r2,-.7435604189359957,,,
.99,lbq,L24,20758.5661764201,,0,***
.99,coef,_cons,-1.560330342473356,.8208561787981647,.0573207250616126,*
.99,coef,wind_log,-.0440846054185133,.0146139890375292,.0025562422666694,***
.99,coef,hydro_log_ds,.1498197864362432,.2344486915410714,.52280330742643,
.99,coef,consump_log_ds,.2869939204085674,.2431876696414133,.2379471149904027,
.99,coef,oil_log,.764211195907053,.2709767659381426,.0047992335132279,***
.99,coef,gas_log,-.248404870222366,.1340784446627543,.0639277918717294,*
.99,coef,netexch_dk2,.0000441143394731,.0000429150635752,.3039755417703531,
.99,coef,netexch_ger,-.0000586299769088,.0000500393692879,.2413267700547752,
.99,coef,netexch_pl,-.0000615848227526,.0000447059975195,.1683417430476848,
.99,coef,netexch_se3,-.0000117404472165,.0000149317073424,.4317056491299875,
.99,coef,ar_L1,.6662205555505691,.0589461961809557,0,***
.99,coef,ar_L2,-.0130207972649091,.055324894910877,.8139359225826028,
