quantile,type,variable,value,se,pval,stars
.1,fit,N,96374,,,
.1,fit,pseudo_r2,-2.740438311777368,,,
.1,lbq,L24,4443.335729009535,,0,***
.1,coef,_cons,-.0721185581093855,.0121453024061056,2.88555912498e-09,***
.1,coef,wind_log,-.007992950289335,.0007680487114331,0,***
.1,coef,hydro_log_ds,-.0259474635466512,.0023855001391824,0,***
.1,coef,consump_log_ds,.0770358039091366,.0083932346597361,0,***
.1,coef,oil_log,.0137453472830262,.0034573769822088,.0000701850281355,***
.1,coef,gas_log,-.0078049469284154,.0014789389426419,1.31032298345e-07,***
.1,coef,netexch_dk2,2.93425637478e-06,1.39479477628e-06,.0354029596398087,**
.1,coef,netexch_ger,.0000409390857813,2.46732761206e-06,0,***
.1,coef,netexch_pl,-1.36015493942e-06,2.61777701167e-06,.6033535818887579,
.1,coef,netexch_se3,8.15094701263e-07,9.62808015154e-07,.397228864906396,
.1,coef,ar_L1,1.071187450422848,.0039166045365551,0,***
.1,coef,ar_L2,-.1330703519434165,.0040349960507536,0,***
.25,fit,N,96374,,,
.25,fit,pseudo_r2,-3.246702878799149,,,
.25,lbq,L24,4859.600689939348,,0,***
.25,coef,_cons,-.0168383763129338,.0058973308500052,.0043002449404619,***
.25,coef,wind_log,-.004394808808096,.0003880911509978,0,***
.25,coef,hydro_log_ds,-.0114736155397402,.0012636074148448,0,***
.25,coef,consump_log_ds,.0405426867971444,.0041263532206298,0,***
.25,coef,oil_log,.0043519873058791,.00167425907726,.0093400167616486,***
.25,coef,gas_log,-.0016896047666469,.0007170692461001,.01845977128263,**
.25,coef,netexch_dk2,-2.51306024502e-06,6.73557182398e-07,.0001907005444231,***
.25,coef,netexch_ger,.0000130896671789,1.22123731889e-06,0,***
.25,coef,netexch_pl,-3.26066062100e-06,1.26456060126e-06,.0099232318747242,***
.25,coef,netexch_se3,-2.48066329392e-06,4.68851113943e-07,1.21689029520e-07,***
.25,coef,ar_L1,1.128719799064905,.0014014538140833,0,***
.25,coef,ar_L2,-.1629878041919973,.0014836569125169,0,***
.5,fit,N,96374,,,
.5,fit,pseudo_r2,-3.368211808536932,,,
.5,lbq,L24,5154.579115923747,,0,***
.5,coef,_cons,.0118902814672917,.0037686693887297,.0016047919661633,***
.5,coef,wind_log,-.0034778654781455,.0002678412948656,0,***
.5,coef,hydro_log_ds,-.0074543000833904,.0008239297452583,0,***
.5,coef,consump_log_ds,.0281487629895578,.0029070775057186,0,***
.5,coef,oil_log,.0050219549329432,.0010048673863934,5.80393494154e-07,***
.5,coef,gas_log,-.0007231431691519,.0004546053069594,.1116758650884861,
.5,coef,netexch_dk2,-4.32288674056e-06,4.79561068086e-07,0,***
.5,coef,netexch_ger,6.62071224314e-07,8.29086444897e-07,.4245484207752823,
.5,coef,netexch_pl,-4.43968182861e-06,8.39748092630e-07,1.24392325329e-07,***
.5,coef,netexch_se3,-3.04735444765e-06,3.19427615624e-07,0,***
.5,coef,ar_L1,1.136524971474602,.0008372652179598,0,***
.5,coef,ar_L2,-.161769647843973,.0008107184489807,0,***
.75,fit,N,96374,,,
.75,fit,pseudo_r2,-3.002663506276956,,,
.75,lbq,L24,5337.293871877951,,0,***
.75,coef,_cons,.053851269639803,.0052728155933384,0,***
.75,coef,wind_log,-.0037943707178402,.0003333671028778,0,***
.75,coef,hydro_log_ds,-.0060518169454913,.0009944177538983,1.15918785681e-09,***
.75,coef,consump_log_ds,.0286112418983187,.0033592794310841,0,***
.75,coef,oil_log,.0009399655819541,.0014369978559701,.5130360463303787,
.75,coef,gas_log,.0029116009107318,.0005694446641839,3.16992833094e-07,***
.75,coef,netexch_dk2,-8.63867360683e-06,5.85420861422e-07,0,***
.75,coef,netexch_ger,-5.23880481245e-06,9.73827064012e-07,7.46495012471e-08,***
.75,coef,netexch_pl,-7.06588747746e-06,9.91597364712e-07,1.03494990356e-12,***
.75,coef,netexch_se3,-3.77766882263e-06,3.84008244781e-07,0,***
.75,coef,ar_L1,1.080802161040221,.000969181546287,0,***
.75,coef,ar_L2,-.1144616713393687,.0009249536026365,0,***
.9,fit,N,96374,,,
.9,fit,pseudo_r2,-2.24093028752337,,,
.9,lbq,L24,5416.824893458973,,0,***
.9,coef,_cons,.1736577285709512,.0100573290121586,0,***
.9,coef,wind_log,-.0094745149358708,.0006307078556866,0,***
.9,coef,hydro_log_ds,-.0056309884633951,.0016896843350165,.000860483446198,***
.9,coef,consump_log_ds,.0682552568593919,.0054151089868338,0,***
.9,coef,oil_log,-.0192739667079788,.0026862531131277,7.22977233636e-13,***
.9,coef,gas_log,.0140793849130604,.0009290563868346,0,***
.9,coef,netexch_dk2,-.0000156242869963,1.00151529437e-06,0,***
.9,coef,netexch_ger,-.0000119205792498,1.72777847407e-06,5.22337728626e-12,***
.9,coef,netexch_pl,-8.94386738526e-06,1.66138818650e-06,7.31040348256e-08,***
.9,coef,netexch_se3,-3.73168392291e-06,7.05719104991e-07,1.23813060915e-07,***
.9,coef,ar_L1,1.039842388367024,.0039336709230477,0,***
.9,coef,ar_L2,-.1045085803788601,.0039006527669053,0,***
.95,fit,N,96374,,,
.95,fit,pseudo_r2,-1.672169980322293,,,
.95,lbq,L24,18606.24271578621,,0,***
.95,coef,_cons,.4330447800920954,.0252381111684218,0,***
.95,coef,wind_log,-.0198370442492798,.0012649847264217,0,***
.95,coef,hydro_log_ds,-.0078255272659193,.0042709187160057,.0669094251285169,*
.95,coef,consump_log_ds,.1351845519222175,.0104974347336587,0,***
.95,coef,oil_log,-.0712740159454393,.0060676143011231,0,***
.95,coef,gas_log,.0317952633284531,.0018901058021545,0,***
.95,coef,netexch_dk2,-.000022408142523,2.38471156880e-06,0,***
.95,coef,netexch_ger,-.0000200783300261,3.67899593888e-06,4.82730220241e-08,***
.95,coef,netexch_pl,-7.44801495526e-06,3.67187467133e-06,.0425198741457311,**
.95,coef,netexch_se3,-2.56679232805e-06,1.54951792653e-06,.0976185310296449,*
