zone,start_year,end_year,type,variable,value,se,pval,stars,converged
SE3,2015,2015,fit,N,8736,,,,1
SE3,2015,2015,fit,ll,13323.36809971577,,,,1
SE3,2015,2015,fit,AIC,-26574.73619943154,,,,1
SE3,2015,2015,fit,BIC,-26320.02872230409,,,,1
SE3,2015,2015,lbq_std,L24,399.7065721099473,,8.62866253337e-70,***,1
SE3,2015,2015,lbq_sq,L24,455.665585252448,,2.55557635113e-81,***,1
SE3,2015,2015,coef,_cons,.3045874970562227,.5078436944835149,.5486620435863108,,1
SE3,2015,2015,coef,wind_log,-.0393858766882396,.0058719796593507,1.98085992054e-11,***,1
SE3,2015,2015,coef,hydro_log_ds,.1641788126602366,.2018838289460911,.416083855602482,,1
SE3,2015,2015,coef,consump_log_ds,.5779844841294456,.0443549551293499,0,***,1
SE3,2015,2015,coef,oil_log,.0309848443584045,.0787097393041277,.6938323735580458,,1
SE3,2015,2015,coef,gas_log,-.0378630412773747,.1619299920259588,.8151219867098529,,1
SE3,2015,2015,coef,netexch_dk1,-.0000496408342066,4.81581572937e-06,0,***,1
SE3,2015,2015,coef,netexch_fi,-.0000248259052603,4.23879588887e-06,4.71786743006e-09,***,1
SE3,2015,2015,coef,netexch_no1,-.0000405202062384,3.09751140741e-06,0,***,1
SE3,2015,2015,coef,netexch_se2,-.0000362669968756,2.66613057538e-06,0,***,1
SE3,2015,2015,coef,netexch_se4,-.0000468673827143,3.98402091616e-06,0,***,1
SE3,2015,2015,coef,dt,.1566338127678599,.062355032231994,.0120060154064441,**,1
SE3,2015,2015,coef,dt_wind,-.0074671905996031,.009793768435687,.4457956254479742,,1
SE3,2015,2015,coef,dl,-.0313248888231184,.0427093366949268,.4632879270749557,,1
SE3,2015,2015,coef,dl_wind,-.0073400563813744,.0068929529832834,.286937550631861,,1
SE3,2015,2015,coef,ar_L1,2.105247037501971,.0150016282950346,0,***,1
SE3,2015,2015,coef,ar_L2,-1.297620611980356,.0231831333763953,0,***,1
SE3,2015,2015,coef,ar_L3,.1920314455077585,.0113522055772206,0,***,1
SE3,2015,2015,coef,ma_L1,-.9770158368207441,.0101791448534343,0,***,1
SE3,2015,2015,elasticity,wind_normal,-.0393858766882396,.0058719796593507,1.98085992054e-11,***,1
SE3,2015,2015,elasticity,wind_spike,-.0468530672878428,.0115661451072761,.0000510253455525,***,1
SE3,2015,2015,elasticity,wind_low,-.046725933069614,.0088620829947862,1.34528144523e-07,***,1
SE3,2015,2015,var_coef,omega,-6.483991587451545,1.155856514339048,2.02694570017e-08,***,1
SE3,2015,2015,var_coef,arch1,.2807014617569678,.0306728806143496,0,***,1
SE3,2015,2015,var_coef,garch1,.242246870454306,.0439421363559904,3.53047937551e-08,***,1
SE3,2015,2015,var_coef,het_wind_log,.0003541851180408,.0427163833885723,.9933843744047881,,1
SE3,2015,2015,var_coef,het_hydro_log_ds,.2237689583292171,.5847841539081508,.7019776411591665,,1
SE3,2015,2015,var_coef,het_consump_log_ds,-.8282098791165319,.6510535455527429,.203335046315763,,1
SE3,2015,2015,var_coef,het_oil_log,.3783702555073791,.3368528208172095,.2613309235671557,,1
SE3,2015,2015,var_coef,het_gas_log,-.7104876282962861,.514463651630792,.1672709968116124,,1
SE3,2015,2015,var_coef,het_netexch_dk1,-.0003884028361515,.0000926364765459,.0000275576717219,***,1
SE3,2015,2015,var_coef,het_netexch_fi,-.0002667877247385,.0000943869235199,.0047054941090146,***,1
SE3,2015,2015,var_coef,het_netexch_no1,.0001573420728587,.0000406820640156,.0001099104089262,***,1
SE3,2015,2015,var_coef,het_netexch_se2,.0001719296224772,.0000350756005919,9.50170450986e-07,***,1
SE3,2015,2015,var_coef,het_netexch_se4,.0002525103483598,.0000554110713751,5.18800833049e-06,***,1
SE3,2015,2015,var_coef,het_dt,2.472579608681171,.6440092463619387,.0001233583561149,***,1
SE3,2015,2015,var_coef,het_dt_wind,-.1005610420427617,.1100280610229258,.3607388414950279,,1
SE3,2015,2015,var_coef,het_dl,-3.024524141751754,1.129889294618339,.007432182805204,***,1
SE3,2015,2015,var_coef,het_dl_wind,.6299412618753554,.1777521451070574,.0003942090345921,***,1
SE3,2015,2015,var_coef,persistence,.5229483322112738,,,,1
SE3,2015,2015,var_elasticity,wind_normal,.0003541851180408,.0427163833885723,.9933843744047881,,1
SE3,2015,2015,var_elasticity,wind_spike,-.1002068569247209,.102072287358116,.3262356323376119,,1
SE3,2015,2015,var_elasticity,wind_low,.6302954469933961,.1749049916617153,.00031378592142,***,1
SE3,2016,2016,fit,N,8760,,,,1
SE3,2016,2016,fit,ll,16639.97493992994,,,,1
SE3,2016,2016,fit,AIC,-33207.94987985988,,,,1
SE3,2016,2016,fit,BIC,-32953.14363723838,,,,1
SE3,2016,2016,lbq_std,L24,393.7863508862019,,1.41446595743e-68,***,1
SE3,2016,2016,lbq_sq,L24,369.7441074866069,,1.18032278790e-63,***,1
SE3,2016,2016,coef,_cons,-.3335178374625372,.1612839023388469,.0386500946660233,**,1
SE3,2016,2016,coef,wind_log,-.0334090069672165,.0035103174453916,0,***,1
SE3,2016,2016,coef,hydro_log_ds,.2328346820861784,.0705406934112687,.0009643899989242,***,1
SE3,2016,2016,coef,consump_log_ds,.4175537215936078,.0405416396351676,0,***,1
SE3,2016,2016,coef,oil_log,.0385553578239309,.0470670591933294,.4126962771260068,,1
SE3,2016,2016,coef,gas_log,.1397990159332518,.047868197509782,.0034947148334341,***,1
SE3,2016,2016,coef,netexch_dk1,-.0000492391058981,2.91043184422e-06,0,***,1
SE3,2016,2016,coef,netexch_fi,-.000025871629432,2.67668418613e-06,0,***,1
SE3,2016,2016,coef,netexch_no1,-.0000335392296583,2.07476776069e-06,0,***,1
SE3,2016,2016,coef,netexch_se2,-.0000279325760841,1.68727273370e-06,0,***,1
SE3,2016,2016,coef,netexch_se4,-.0000412698926847,2.32488848027e-06,0,***,1
SE3,2016,2016,coef,dt,.0438585087611559,.0215233485814952,.0415781711907881,**,1
SE3,2016,2016,coef,dt_wind,.0009576235427188,.0037069525937146,.7961508863414324,,1
SE3,2016,2016,coef,dl,-.0690736247064465,.0251766041083277,.0060776199567651,***,1
SE3,2016,2016,coef,dl_wind,.0041502733159716,.0037701474399129,.2709727410945335,,1
SE3,2016,2016,coef,ar_L1,1.977248894540387,.0208885857966939,0,***,1
SE3,2016,2016,coef,ar_L2,-1.182087804677662,.0277152424638634,0,***,1
SE3,2016,2016,coef,ar_L3,.199493534228502,.011426802727588,0,***,1
SE3,2016,2016,coef,ma_L1,-.8925067301434709,.0190082544911271,0,***,1
SE3,2016,2016,elasticity,wind_normal,-.0334090069672165,.0035103174453916,0,***,1
SE3,2016,2016,elasticity,wind_spike,-.0324513834244978,.005041524859718,1.22003206191e-10,***,1
SE3,2016,2016,elasticity,wind_low,-.0292587336512449,.005231541337323,2.23493407151e-08,***,1
