type,variable,value,se,pval,stars
fit,N,8736,,,
fit,ll,6660.199083830543,,,
fit,AIC,-13268.39816766109,,,
fit,BIC,-13084.44276751348,,,
lbq_std,L24,135.5328075538036,,1.53083772692e-17,***
lbq_sq,L24,188.1580188879392,,2.00723215914e-27,***
coef,_cons,1.539265156359909,.9865998265982249,.1187193047808472,
coef,wind_log,-.1115051906797243,.0120841711540179,0,***
coef,hydro_log_ds,-.4557092514022212,.2808186846485399,.1046346863269996,
coef,consump_log_ds,1.198169876136448,.1298724188646263,0,***
coef,oil_log,-.1583613856640662,.2987343398137665,.5960372331360915,
coef,gas_log,.0004159532602074,.1508937891664447,.9978005571611046,
coef,netexch_dk1,-.0000608287355678,8.62728042631e-06,1.77968750847e-12,***
coef,netexch_fi,-.0000194650956034,6.60056280170e-06,.0031879836529791,***
coef,netexch_no1,-.0000479157263586,5.27464333350e-06,0,***
coef,netexch_se2,-.0000488453459011,4.93186569724e-06,0,***
coef,netexch_se4,-.0000424126395519,3.96626046476e-06,0,***
coef,ar_L1,.9543818791740881,.003815339518512,0,***
coef,ma_L1,.1610565663233122,.0123199617681821,0,***
var_coef,omega,-10.91026815207119,2.352234487725046,3.51359663764e-06,***
var_coef,arch1,.1865854514250031,.0457173458819012,.0000447876764889,***
var_coef,garch1,.4679898896242655,.0969550843836087,1.38693427054e-06,***
var_coef,het_wind_log,-.0737004516279739,.044733285592507,.0994444651156632,*
var_coef,het_hydro_log_ds,.1019107218636137,.8540389819117539,.9050155399342774,
var_coef,het_consump_log_ds,-1.565951656426949,.6482753760017148,.0157107949233499,**
var_coef,het_oil_log,1.191890483139334,.8042725716137031,.1383540145406092,
var_coef,het_gas_log,.5570253227305328,.3737110164616749,.1360864520026381,
var_coef,het_netexch_dk1,-.0001192464056665,.000098804120346,.2274717771874657,
var_coef,het_netexch_fi,-.0000886537191343,.0000589017015162,.1322950165690082,
var_coef,het_netexch_no1,.0000793286834517,.000080297535599,.3231848633626315,
var_coef,het_netexch_se2,6.48504760674e-07,.000049012323196,.9894431276694342,
var_coef,het_netexch_se4,.0003488455727998,.0000515889446175,1.36080036128e-11,***
var_coef,persistence,.6545753410492685,,,
