type,variable,value,se,pval,stars
fit,N,8736,,,
fit,ll,16047.32805066112,,,
fit,AIC,-32044.65610132225,,,
fit,BIC,-31867.77590887263,,,
lbq_std,L24,575.2965724512175,,3.4604485813e-106,***
lbq_sq,L24,207.6956827034798,,3.36323129317e-31,***
coef,_cons,-.9472357464537231,.3303464741247701,.0041385851568561,***
coef,wind_log,-.021665620731845,.0032126197385174,1.54178891876e-11,***
coef,hydro_log_ds,-.0392957677896057,.0850790168769161,.6441718322457266,
coef,consump_log_ds,.2079297127963545,.060755266493564,.0006206758556864,***
coef,oil_log,.2179642271850107,.0939806710939734,.0203817409623568,**
coef,gas_log,.0184111778520765,.0435748344650111,.6726465306687008,
coef,netexch_fi,-.0000239679164622,3.38237186270e-06,1.37911904119e-12,***
coef,netexch_no4,-.0000516630450111,7.62650248703e-06,1.25142118890e-11,***
coef,netexch_se2,-.0000248060480642,3.27240390886e-06,3.44169137634e-14,***
coef,dt,-.0762953498370083,.0494357301534854,.1227521782371608,
coef,dt_wind,.0427944809317015,.00866331519445,7.82288289924e-07,***
coef,ar_L1,.9458397241733936,.0068411648061553,0,***
coef,ma_L1,.2214237704148003,.0233150375637282,0,***
var_coef,omega,-1.280772064700342,3.364537530891754,.7034495521525135,
var_coef,arch1,.7345329993134613,.1004737808408174,2.65787392095e-13,***
var_coef,garch1,.1793302807157044,.0398698806488163,6.86316476872e-06,***
var_coef,het_wind_log,-.27006985950843,.0493375945572629,4.40197218676e-08,***
var_coef,het_hydro_log_ds,.6514192120696202,.9631555121917007,.4988257161705438,
var_coef,het_consump_log_ds,1.24378861322484,1.279020255251855,.3308246415635316,
var_coef,het_oil_log,-.5826211547802969,1.132118877677734,.6068123277166537,
var_coef,het_gas_log,-.8719288510477974,.516353670115106,.0912908951759559,*
var_coef,het_netexch_fi,-.0006720452172939,.0000783483782357,0,***
var_coef,het_netexch_no4,-.0005850793590337,.0002327224153372,.011934831858138,**
var_coef,het_netexch_se2,-.0003306531137263,.0001077023925145,.0021401373206509,***
var_coef,het_dt_wind,.3222469878608424,.0372543291497632,0,***
var_coef,persistence,.9138632800291656,,,
elasticity,wind_normal,-.021665620731845,,,
elasticity,wind_spike,.0211288601998565,,,
