type,variable,value,se,pval,stars
fit,N,8736,,,
fit,ll,11010.37567336635,,,
fit,AIC,-21968.75134673269,,,
fit,BIC,-21784.79594658509,,,
lbq_sq_pre,L24,1020.857458625755,,3.3051598401e-200,***
lbq_std,L24,247.5556985730868,,5.03419902281e-39,***
lbq_sq,L24,28.41958889757404,,.2427408435625963,
coef,_cons,.5737740113623224,.489949307184437,.2415631959054598,
coef,wind_log,-.0941792360185862,.0078229635584509,0,***
coef,hydro_log_ds,.3805448841901092,.1233388170133072,.0020330462668818,***
coef,consump_log_ds,.1486841364832637,.0821386990898157,.0702710750095061,*
coef,oil_log,-.1029649513711033,.1459625052525005,.4805485563618952,
coef,gas_log,.0731846972237977,.0882722730440261,.407059645895548,
coef,netexch_no3,-.0000566289266486,3.38557398303e-06,0,***
coef,netexch_no4,-.0000597202190189,3.94392195936e-06,0,***
coef,netexch_se1,-.0000526744368343,3.47548163566e-06,0,***
coef,netexch_se3,-.0000488365709661,2.94665760696e-06,0,***
coef,dt,-.0231001932739183,.1703178298280379,.8921138529394004,
coef,dt_wind,.0396416500406274,.0265422217355133,.1352980579298408,
coef,ar_L1,.9594147710062861,.003425617162632,0,***
coef,ma_L1,.2102988097311213,.0113168956075327,0,***
var_coef,omega,-4.679627041804744,2.553464869957626,.0668534923798971,*
var_coef,arch1,.5928143629529613,.0404896496517613,0,***
var_coef,garch1,.1917360913404665,.0262928291299359,3.04645197957e-13,***
var_coef,het_wind_log,-.6588793735815193,.0472555241235309,0,***
var_coef,het_hydro_log_ds,-1.182607793164498,.7569626440369952,.1182157597720503,
var_coef,het_consump_log_ds,2.039954819742993,.7773185065994989,.008681485175559,***
var_coef,het_oil_log,1.426413574263813,.8894125067292386,.1087646410313359,
var_coef,het_gas_log,-.8455886723057842,.4302626548238781,.0493812793368318,**
var_coef,het_netexch_no3,.000248320094841,.0000911728752586,.0064571121371217,***
var_coef,het_netexch_no4,-.0002138397828,.0001224213051543,.0806801914321085,*
var_coef,het_netexch_se1,-.0002829687918683,.0000739090338325,.0001288695560504,***
var_coef,het_netexch_se3,-.0001190652117008,.000037658194779,.0015683251299718,***
var_coef,persistence,.7845504542934278,,,
elasticity,wind_normal,-.0941792360185862,,,
elasticity,wind_spike,-.0545375859779588,,,
