type,variable,value,se,pval,stars
fit_step1,AIC,-25131.48634022517,,,
fit_step1,BIC,-25046.58384784935,,,
fit_step2,AIC,-33220.04987533612,,,
fit_step2,BIC,-33135.1473829603,,,
lbq_std,L24,802.7520304215474,,5.4269822657e-154,***
lbq_sq,L24,54.62250364853862,,.0003518609865242,***
coef,_cons,.8729903194428662,.4352671053052433,.0448943760467579,**
coef,wind_log,-.0417756331160226,.0048163028293153,0,***
coef,hydro_log_ds,.0596333526163111,.0948192609757271,.5294040348669151,
coef,consump_log_ds,.3435810788796163,.0748592381278443,4.43893917068e-06,***
coef,oil_log,-.2416789807912507,.1380455613290437,.0799943328310957,*
coef,gas_log,.0787883439553808,.0667309047468848,.2377268958322505,
coef,netexch_fi,-.0000538172860142,3.63731436718e-06,0,***
coef,netexch_no4,-.0000549623331615,4.55537663996e-06,0,***
coef,netexch_se2,-.0000681565898852,5.61807580911e-06,0,***
coef,ar_L1,.9320063096414087,.0072458297360833,0,***
coef,ma_L1,.1363407974136835,.0258094486354549,1.27368553260e-07,***
var_coef,omega,1.730662492568243,2.420488271134523,.4746056278978379,
var_coef,arch1,1.186634952855377,.1218756964111488,0,***
var_coef,garch1,.0558413191972422,.0274143799796211,.0416565228438377,**
var_coef,het_wind_log,-.3314952523722628,.0339114733798049,0,***
var_coef,het_hydro_log_ds,-.6514039865910897,.5879095696309958,.2678616811462691,
var_coef,het_consump_log_ds,.91680794554461,.8831807619777187,.2992350993242383,
var_coef,het_oil_log,-1.276209652217868,.8161612237063157,.117894271342605,
var_coef,het_gas_log,-.5377218801926097,.361836735391418,.1372553710212274,
var_coef,het_netexch_fi,-.0005505755098803,.0000479296856518,0,***
var_coef,het_netexch_no4,-.0001224831251341,.0001107482108275,.2687437005270468,
var_coef,het_netexch_se2,-.0003707352284892,.0000518306431512,8.50208792258e-13,***
var_coef,persistence,1.242476272052619,,,
