type,variable,value,se,pval,stars
fit,N,8736,,,
fit,ll,17317.35650706136,,,
fit,AIC,-34586.71301412272,,,
fit,BIC,-34416.90802937109,,,
lbq_std,L24,585.0333287380143,,3.1967927943e-108,***
lbq_sq,L24,77.25395124683347,,1.65591059013e-07,***
coef,_cons,-.3540386744186857,.2251865503310094,.1159037842420445,
coef,wind_log,-.0124166429133824,.0021522243679649,7.96421262272e-09,***
coef,hydro_log_ds,.0259207430835416,.0515892648309304,.6153548735695125,
coef,consump_log_ds,.0657733693965593,.030806422377597,.0327566151816141,**
coef,oil_log,.0452740441020123,.0580067252943975,.4350987068196064,
coef,gas_log,.0445794307553352,.039960107537337,.264594090994444,
coef,netexch_fi,-.0000190181454713,1.82585797523e-06,0,***
coef,netexch_no4,-.0000256113416334,2.16651205700e-06,0,***
coef,netexch_se2,-.0000215805194744,1.77168723632e-06,0,***
coef,ar_L1,.9733026982035177,.0030841510846847,0,***
coef,ma_L1,.240805638631094,.0094230581332429,0,***
var_coef,omega,-.8880287937933401,2.633189686372642,.7359325783184369,
var_coef,arch1,1.82810651177191,.418219891745079,.0000123587575191,***
var_coef,tarch1,.5501238176229213,.254373325611697,.0305670973236734,**
var_coef,garch1,.0926582406948095,.0275417115719964,.0007674150804358,***
var_coef,het_wind_log,-.3494374631160587,.0388826192540609,0,***
var_coef,het_hydro_log_ds,-.0772855842958543,.6917769969672651,.9110451249539004,
var_coef,het_consump_log_ds,2.067920591860061,.9460965706980478,.0288346734030929,**
var_coef,het_oil_log,-.2495856569920978,.891632445252356,.7795389661202126,
var_coef,het_gas_log,-.9340327553181837,.3995655716284016,.0194069326263551,**
var_coef,het_netexch_fi,-.0006651557483241,.000053480786091,0,***
var_coef,het_netexch_no4,-.0001144214992749,.0001198734440118,.3398209146754447,
var_coef,het_netexch_se2,-.0005048748063982,.0000556265894584,0,***
var_coef,persistence,2.19582666127818,,,
dist,df,,,,
