type,variable,value,se,pval,stars
fit,N,8736,,,
fit,ll,16442.03455616538,,,
fit,AIC,-32840.06911233076,,,
fit,BIC,-32684.41454297509,,,
lbq_std,L24,327.1116641066993,,5.59512951135e-55,***
lbq_sq,L24,195.7897160903738,,6.81013352743e-29,***
coef,_cons,-.385813880002621,.3545933262110337,.2765747637019802,
coef,wind_log,-.014958295032179,.0023489079650124,1.91270332905e-10,***
coef,hydro_log_ds,-.0357030442452387,.0492814391861255,.468775744136009,
coef,consump_log_ds,.3812017631517013,.0525708754061223,4.13002965161e-13,***
coef,oil_log,.0985604471818962,.0745685928254246,.1862540502683423,
coef,gas_log,.0066902853317363,.0386984200434553,.8627436711387801,
coef,netexch_fi,-.0000247796770951,3.45043099054e-06,6.89004409082e-13,***
coef,netexch_no4,.0000110211923149,6.18475967707e-06,.0747505350560465,*
coef,netexch_se2,-.0000402684167604,2.88876326725e-06,0,***
coef,ar_L1,.9776126992428451,.0021758821804038,0,***
coef,ma_L1,.2070874905188874,.009171658138844,0,***
var_coef,omega,12.39744482775516,1.87585261412481,3.87014864600e-11,***
var_coef,arch1,.4438852939557155,.0333505194500828,0,***
var_coef,garch1,.0542790263147264,.0175478822853953,.0019801380307489,***
var_coef,het_wind_log,-.1578545706302879,.0339793899367248,3.39093491908e-06,***
var_coef,het_hydro_log_ds,-.5000614917832226,.2619449129073547,.0562578303900163,*
var_coef,het_consump_log_ds,1.988503473601293,.8277162421436693,.0162879962236768,**
var_coef,het_oil_log,-4.792543874017904,.4657998807521763,0,***
var_coef,het_gas_log,.6022738762300786,.1588025044262881,.000149080084787,***
var_coef,het_netexch_fi,-.0001307789850143,.0000637739199177,.0402995212455945,**
var_coef,het_netexch_no4,-.0005648114956392,.0001281052333914,.0000103865787853,***
var_coef,het_netexch_se2,-.0000746027162592,.00005289007101,.1583850052111437,
var_coef,persistence,.4981643202704419,,,
