type,variable,value,se,pval,stars
fit,N,8736,,,
fit,ll,15308.45147165181,,,
fit,AIC,-30572.90294330361,,,
fit,BIC,-30417.24837394795,,,
lbq_std,L24,640.5647156783415,,7.5504888375e-120,***
lbq_sq,L24,254.4033031040634,,2.20913594520e-40,***
coef,_cons,-1.019138078008039,.4409097864031636,.0208083682895654,**
coef,wind_log,-.0149026868748509,.004277555558095,.0004941161491701,***
coef,hydro_log_ds,.0135757149078498,.0799970614670622,.8652439743255282,
coef,consump_log_ds,.2383768173617857,.0856894231369673,.0054046719833518,***
coef,oil_log,.3032358652064512,.1056768456157356,.0041116861376795,***
coef,gas_log,-.0687761842461842,.0500106784927717,.1690601573840953,
coef,netexch_fi,-.0000186057301037,4.86686495698e-06,.0001318701639124,***
coef,netexch_no4,-5.35695897727e-06,5.82474706014e-06,.3577350173338041,
coef,netexch_se2,-.0000379501670365,5.63997703977e-06,1.71092029433e-11,***
coef,ar_L1,.9497465473153138,.0091965530186696,0,***
coef,ma_L1,.2895673913859694,.0285720112842878,0,***
var_coef,omega,4.367914222672537,4.403313760797496,.3212166943781054,
var_coef,arch1,.951388294021018,.1121614159805666,0,***
var_coef,garch1,.1815802057260029,.0293895720063513,6.47590425729e-10,***
var_coef,het_wind_log,-.4094936997666668,.0605969611789446,1.40236711133e-11,***
var_coef,het_hydro_log_ds,.5149221759901055,1.034960022239374,.6188163635886792,
var_coef,het_consump_log_ds,5.531450956607205,1.632015547494397,.0007006180506692,***
var_coef,het_oil_log,-2.114077822893168,1.429351389906525,.1391277654059333,
var_coef,het_gas_log,-.4626837576127203,.5991966581932665,.4400116974408357,
var_coef,het_netexch_fi,-.0006431437130694,.0001148939412304,2.17193509844e-08,***
var_coef,het_netexch_no4,-.0003044954458443,.0003319898747879,.3590467905678829,
var_coef,het_netexch_se2,-.000764956826059,.0001123384363362,9.80104886139e-12,***
var_coef,persistence,1.132968499747021,,,
