type,variable,value,se,pval,stars
fit_step1,AIC,-13949.62565791333,,,
fit_step1,BIC,-13857.64795783952,,,
fit_step2,AIC,-20834.50851008213,,,
fit_step2,BIC,-20749.60601770632,,,
lbq_std,L24,404.993442581467,,7.08535132049e-71,***
lbq_sq,L24,26.37750313195344,,.3342925111788292,
coef,_cons,2.455006606061572,.8497336593156841,.0038628677873287,***
coef,wind_log,-.1689602668698284,.0167855087237893,0,***
coef,hydro_log_ds,.0479662064456114,.1498488689758636,.7488946326690007,
coef,consump_log_ds,.8068010429843416,.1449263715380793,2.59204122610e-08,***
coef,oil_log,-.5841752863832597,.2815321210698439,.0379878070870712,**
coef,gas_log,.2171210419481418,.1385030670468229,.1169683850792118,
coef,netexch_no3,-.0000899486398238,5.12532456869e-06,0,***
coef,netexch_no4,-.0000867801362293,7.05112254981e-06,0,***
coef,netexch_se1,-.0000621682614396,6.12653086713e-06,0,***
coef,netexch_se3,-.0000874607455554,5.00910900087e-06,0,***
coef,ar_L1,.9214449353971215,.0090676713504955,0,***
coef,ma_L1,.2059860056553381,.0270883182273088,2.86437540353e-14,***
var_coef,omega,-2.226042050664062,2.423341697357422,.3583133894683432,
var_coef,arch1,.5960107351263141,.0376329744017246,0,***
var_coef,garch1,.1885455878920617,.024167853281158,6.21724893790e-15,***
var_coef,het_wind_log,-.676512085070369,.0452525739706851,0,***
var_coef,het_hydro_log_ds,-1.644202998555558,.7223467832822942,.0228342696446713,**
var_coef,het_consump_log_ds,1.568959467761886,.7341422396649699,.0325871910006235,**
var_coef,het_oil_log,.623436922811849,.8393206360395131,.4576103114310417,
var_coef,het_gas_log,-.5344487806974496,.4053430924697147,.1873330953924692,
var_coef,het_netexch_no3,.0001659530753955,.0000763041730951,.0296384661963625,**
var_coef,het_netexch_no4,-.0002416532850918,.000109319534263,.0270689239670514,**
var_coef,het_netexch_se1,-.0002761714679286,.0000694545182726,.0000699980722898,***
var_coef,het_netexch_se3,-.0001227725948282,.0000349654074821,.0004459899761733,***
var_coef,persistence,.7845563230183759,,,
