type,variable,value,se,pval,stars
fit,N,8736,,,
fit,ll,5965.719479601361,,,
fit,AIC,-11879.43895920272,,,
fit,BIC,-11695.48355905512,,,
lbq_std,L24,134.0180936175359,,2.89113621283e-17,***
lbq_sq,L24,188.0459499669154,,2.10921191583e-27,***
coef,_cons,2.240171661706921,1.042697192769442,.0316788709387832,**
coef,wind_log,-.1368869106452729,.0137660902303139,0,***
coef,hydro_log_ds,-.3598455068691867,.3048079189320735,.2377756448322617,
coef,consump_log_ds,1.472082677606219,.1648406512125125,0,***
coef,oil_log,-.3428463905252698,.3349363437134257,.306016416719513,
coef,gas_log,.0358567248004895,.1479046378622251,.8084459252101825,
coef,netexch_dk1,-.0000517929909254,9.96905790280e-06,2.04307939455e-07,***
coef,netexch_fi,7.07424059600e-06,8.14835547020e-06,.3852957109608215,
coef,netexch_no1,-.0000268929196272,6.51669518273e-06,.0000367889728246,***
coef,netexch_se2,-.0000254977821629,5.78793195310e-06,.000010562027374,***
coef,netexch_se4,-.0000442100681879,4.51493156467e-06,0,***
coef,ar_L1,.9301346374688769,.006033271150396,0,***
coef,ma_L1,.128979565365605,.0163412093940876,2.88657986403e-15,***
var_coef,omega,-11.01215123132171,2.549967578492444,.0000157060783956,***
var_coef,arch1,.1342760752230851,.0578292492902255,.0202361404024736,**
var_coef,garch1,.5966274449012809,.1515761246077126,.0000827967696224,***
var_coef,het_wind_log,-.0792653971471438,.0579053770247838,.1710374112681645,
var_coef,het_hydro_log_ds,-.0872257463257302,.8773394986826835,.9208042124628095,
var_coef,het_consump_log_ds,-1.471694301225162,.7203066754864933,.0410376304411308,**
var_coef,het_oil_log,1.211596246092205,.8534413571835513,.1557067947145663,
var_coef,het_gas_log,.5866360975102374,.3830311675353443,.1256304806601682,
var_coef,het_netexch_dk1,-.000325559655796,.0001317223468214,.0134525053973003,**
var_coef,het_netexch_fi,-.0002635988031769,.0000858149497792,.0021283503229348,***
var_coef,het_netexch_no1,.0000629367089451,.0001000354889094,.5292549091594616,
var_coef,het_netexch_se2,-.0001668640079343,.0000704909671769,.0179247624153116,**
var_coef,het_netexch_se4,.0001632080795336,.0000694030502105,.0186929608610478,**
var_coef,persistence,.7309035201243661,,,
