type,variable,value,se,pval,stars
fit,N,8736,,,
fit,ll,17384.47590270841,,,
fit,AIC,-34720.95180541683,,,
fit,BIC,-34551.1468206652,,,
lbq_std,L24,586.0492924186113,,1.9604713091e-108,***
lbq_sq,L24,37.21006846945464,,.0416928010263249,**
coef,_cons,-.4397406214729545,.2242203230945584,.0498558405075324,**
coef,wind_log,-.015087794362778,.0022494524790065,1.98232541493e-11,***
coef,hydro_log_ds,.0436520297130012,.0689225737557038,.5265058889552223,
coef,consump_log_ds,.1001207239791302,.0351149132992113,.004355033909107,***
coef,oil_log,.0783454924974816,.0623952831292763,.2092495496481244,
coef,gas_log,.0325899806089501,.0326127945881711,.3176491630437135,
coef,netexch_fi,-.000021233310763,1.81771560286e-06,0,***
coef,netexch_no4,-.0000286549160044,2.15886416969e-06,0,***
coef,netexch_se2,-.0000239719336395,1.77049731162e-06,0,***
coef,dt_wind,.0263328158202552,.0030367858624053,0,***
coef,ar_L1,.95920523300157,.0036044454242278,0,***
coef,ma_L1,.2267506802614932,.0106167321752303,0,***
var_coef,omega,-4.259538060953728,2.555521036173431,.0955545228988948,*
var_coef,arch1,.5562402972940256,.0452750210239394,0,***
var_coef,garch1,.1090349219391774,.0346522915416764,.0016521302244623,***
var_coef,het_wind_log,-.2863710367146254,.0376580783960811,2.86437540353e-14,***
var_coef,het_hydro_log_ds,.3280088971208572,.6492872736723765,.61343030465193,
var_coef,het_consump_log_ds,.9965506880741576,.9237102818016377,.2806517773013173,
var_coef,het_oil_log,.1936190565034779,.8528780267053593,.8204093876013419,
var_coef,het_gas_log,-.9391327007214729,.3777087424099358,.0129045054894046,**
var_coef,het_netexch_fi,-.0005723507428087,.0000539889621389,0,***
var_coef,het_netexch_no4,-.0001574758121416,.0001215222009355,.195023572425397,
var_coef,het_netexch_se2,-.0004421799573392,.0000557470383699,2.22044604925e-15,***
var_coef,het_dt_wind,.3133991785414865,.0316016623857688,0,***
var_coef,persistence,.665275219233203,,,
elasticity,wind_normal,-.015087794362778,,,
elasticity,wind_spike,.0112450214574772,,,
