type,variable,value,se,pval,stars
fit,N,8736,,,
fit,ll,5574.961108315429,,,
fit,AIC,-11095.92221663086,,,
fit,BIC,-10904.89160878527,,,
lbq_std,L24,119.779212994882,,1.06222789431e-14,***
lbq_sq,L24,170.2271086742931,,5.29347852673e-24,***
coef,_cons,.6025095365128987,1.017926908392331,.5539184752227126,
coef,wind_log,-.0604472083952234,.0102754996977604,4.03739619514e-09,***
coef,hydro_log_ds,-.2706353555679435,.212839081519202,.2035333497520526,
coef,consump_log_ds,1.137585211942935,.1224080930215934,0,***
coef,oil_log,.0623063552111861,.330727088846864,.850569329044417,
coef,gas_log,-.1310427378853013,.1518039880102306,.3880074688796791,
coef,netexch_dk2,-.0000427734602775,7.50091211430e-06,1.18108278713e-08,***
coef,netexch_ger,-.0000419986542501,.0000101666690837,.0000361166284324,***
coef,netexch_pl,-.0000295303221309,.0000112627201388,.0087427503497073,***
coef,netexch_se3,3.63324934315e-06,4.12151823998e-06,.3780300565747383,
coef,dt,.0638952878559462,.0369506190651439,.0837719633716711,*
coef,dt_wind,.0107619997541999,.0069531469437463,.1216732651029679,
coef,ar_L1,.9411226787912784,.0045147948763076,0,***
coef,ma_L1,.1354023973883969,.0132448100729869,0,***
var_coef,omega,-9.909104348765293,2.458342950068033,.00005558582969,***
var_coef,arch1,.2126723819833313,.0430235276593054,7.68645053162e-07,***
var_coef,garch1,.4279348389994719,.0945485833852777,6.00866788258e-06,***
var_coef,het_wind_log,-.0623201101293996,.0373605415165252,.0953012385906862,*
var_coef,het_hydro_log_ds,1.319508895245423,.5333152022988981,.013354864160029,**
var_coef,het_consump_log_ds,-1.541217604240609,.5907283384374546,.0090803932005643,***
var_coef,het_oil_log,.9798153328928408,.8249458366089315,.2349386470594981,
var_coef,het_gas_log,.6475721408000136,.371467756285904,.0812847967579435,*
var_coef,het_netexch_dk2,.0000616743483227,.000100404719069,.5390452045347864,
var_coef,het_netexch_ger,-.0004488630938512,.0001446414218765,.0019138729923711,***
var_coef,het_netexch_pl,-.000196930064776,.0001304807137634,.1312308983912054,
var_coef,het_netexch_se3,-.000443399431838,.0000463753332793,0,***
var_coef,het_dt_wind,-.0524389711780872,.0247216926166802,.033907300000223,**
var_coef,persistence,.6406072209828032,,,
elasticity,wind_normal,-.0604472083952234,,,
elasticity,wind_spike,-.0496852086410235,,,
