type,variable,value,se,pval,stars
fit,N,8736,,,
fit,ll,10770.81471876952,,,
fit,AIC,-21493.62943753904,,,
fit,BIC,-21323.8244527874,,,
lbq_std,L24,221.6126993408768,,6.47748842418e-34,***
lbq_sq,L24,41.33571777794671,,.0152979914656111,**
coef,_cons,.625164183052479,.51229755840948,.2223456424183015,
coef,wind_log,-.0887245728463894,.0078661643182122,0,***
coef,hydro_log_ds,.393539335039039,.1190230774956938,.0009449901857332,***
coef,consump_log_ds,.1377416103880201,.0815823172392601,.0913391123008083,*
coef,oil_log,-.1024495817198841,.1479320949497348,.4885953526830038,
coef,gas_log,.0505276588067459,.0925049324291593,.5849175832767559,
coef,netexch_no3,-.0000558762336124,3.41683181850e-06,0,***
coef,netexch_no4,-.0000589209465004,4.00565299120e-06,0,***
coef,netexch_se1,-.0000523858550932,3.48820589174e-06,0,***
coef,netexch_se3,-.0000485496692845,2.96273626115e-06,0,***
coef,ar_L1,.9635278955054345,.0032218622533931,0,***
coef,ma_L1,.225775081857741,.010913816425908,0,***
var_coef,omega,-4.90106847165117,2.635330263737614,.0629202054071616,*
var_coef,arch1,.6294493994328638,.0418680399141513,0,***
var_coef,garch1,.1875769276239574,.0255709952390756,2.20934381900e-13,***
var_coef,het_wind_log,-.6671919391934266,.0494075373400056,0,***
var_coef,het_hydro_log_ds,-1.072914340228671,.77949350272401,.1686900941143583,
var_coef,het_consump_log_ds,2.084212058875754,.8055237035709892,.0096703250591461,***
var_coef,het_oil_log,1.499708521286167,.9176981266811314,.1022154346832542,
var_coef,het_gas_log,-.8654349260415766,.4430311378366886,.0507674322385696,*
var_coef,het_netexch_no3,.0002528848626689,.0000947419159158,.0076032780854818,***
var_coef,het_netexch_no4,-.000248958857633,.0001267841059677,.0495713830985336,**
var_coef,het_netexch_se1,-.0002834157113669,.0000753224327133,.0001680888452156,***
var_coef,het_netexch_se3,-.0001276579917821,.0000384143055587,.0008899464439207,***
var_coef,persistence,.8170263270568212,,,
