type,variable,value,se,pval,stars
fit,AIC,-21578.11371251798,,,
fit,BIC,-21429.5343508603,,,
coef,_cons,.4634607822189449,.0694688093259051,2.53210785672e-11,***
coef,wind_log,-.0848052833234709,.0085217679932906,0,***
coef,consump_log_ds,.1568119101084954,.0879849144430872,.074706997108694,*
coef,north_wind_log,-.0166421185834481,.0051146877647838,.0011387653054673,***
coef,netexch_no3,-.0000575500998523,3.33220316519e-06,0,***
coef,netexch_no4,-.00005984749962,3.74126758661e-06,0,***
coef,netexch_se1,-.0000526170999249,3.50578186214e-06,0,***
coef,netexch_se3,-.0000507126626678,3.06729052684e-06,0,***
