spec_num,spec_id,spec_label,variable,coef,se,pval,stars,obs,ll,aic,bic
1,full,Full model,_cons,-.4236449935169861,.21189281,.045571979,**,8736,17133.336,-34218.672,-34048.867
1,full,Full model,wind_log,-.0143522099660157,.0023464805,9.5662545e-10,***,8736,17133.336,-34218.672,-34048.867
1,full,Full model,hydro_log_ds,.0466898883391316,.06210909,.45220742,,8736,17133.336,-34218.672,-34048.867
1,full,Full model,consump_log_ds,.0639810626020425,.034387439,.062801532,*,8736,17133.336,-34218.672,-34048.867
1,full,Full model,oil_log,.0682199753024299,.054930158,.21425858,,8736,17133.336,-34218.672,-34048.867
1,full,Full model,gas_log,.0390445782932315,.03325095,.24029912,,8736,17133.336,-34218.672,-34048.867
1,full,Full model,netexch_fi,-.0000228778680925,1.8534648e-06,0,***,8736,17133.336,-34218.672,-34048.867
1,full,Full model,netexch_no4,-.0000287975745485,2.1183407e-06,0,***,8736,17133.336,-34218.672,-34048.867
1,full,Full model,netexch_se2,-.000024947456258,1.7937548e-06,0,***,8736,17133.336,-34218.672,-34048.867
1,full,Full model,ar_L1,2.049930826139729,.034162361,0,***,8736,17133.336,-34218.672,-34048.867
1,full,Full model,ar_L2,-1.319363667601074,.048916832,0,***,8736,17133.336,-34218.672,-34048.867
1,full,Full model,ar_L3,.2639059719814787,.016915774,0,***,8736,17133.336,-34218.672,-34048.867
1,full,Full model,ma_L1,-.7719245214670476,.029493494,0,***,8736,17133.336,-34218.672,-34048.867
1,full,Full model,omega,-.2684885553806654,2.7545483,.92235237,,8736,17133.336,-34218.672,-34048.867
1,full,Full model,alpha,.6397838654125152,.045025583,0,***,8736,17133.336,-34218.672,-34048.867
1,full,Full model,delta,.1231112622356621,.026724657,4.0919872e-06,***,8736,17133.336,-34218.672,-34048.867
1,full,Full model,het_wind_log,-.3947395342027451,.038516324,0,***,8736,17133.336,-34218.672,-34048.867
1,full,Full model,het_hydro_log_ds,-.0516859721636654,.69299746,.94054633,,8736,17133.336,-34218.672,-34048.867
1,full,Full model,het_consump_log_ds,2.770054654016144,.9859758,.0049625458,***,8736,17133.336,-34218.672,-34048.867
1,full,Full model,het_oil_log,-.844088260221174,.92219746,.36003366,,8736,17133.336,-34218.672,-34048.867
1,full,Full model,het_gas_log,-.7013311939281124,.4049997,.083329976,*,8736,17133.336,-34218.672,-34048.867
1,full,Full model,het_netexch_fi,-.0006892028463723,.000054973319,0,***,8736,17133.336,-34218.672,-34048.867
1,full,Full model,het_netexch_no4,-.0001405498560845,.0001245181,.25900316,,8736,17133.336,-34218.672,-34048.867
1,full,Full model,het_netexch_se2,-.0005604480457582,.0000596891,0,***,8736,17133.336,-34218.672,-34048.867
2,no_gas,Drop gas,_cons,-.3855963726351833,.2451425,.1157309,,8736,17130.674,-34217.348,-34061.691
2,no_gas,Drop gas,wind_log,-.0141673787703088,.0023234661,1.0772745e-09,***,8736,17130.674,-34217.348,-34061.691
2,no_gas,Drop gas,hydro_log_ds,.0471116574281778,.063608393,.45890471,,8736,17130.674,-34217.348,-34061.691
2,no_gas,Drop gas,consump_log_ds,.065030740891885,.034508817,.05950179,*,8736,17130.674,-34217.348,-34061.691
2,no_gas,Drop gas,oil_log,.0929769700611376,.058422677,.11150757,,8736,17130.674,-34217.348,-34061.691
2,no_gas,Drop gas,netexch_fi,-.0000228141207662,1.8481901e-06,0,***,8736,17130.674,-34217.348,-34061.691
2,no_gas,Drop gas,netexch_no4,-.0000289068542823,2.1233031e-06,0,***,8736,17130.674,-34217.348,-34061.691
2,no_gas,Drop gas,netexch_se2,-.000024906872457,1.7947733e-06,0,***,8736,17130.674,-34217.348,-34061.691
2,no_gas,Drop gas,ar_L1,2.049549404477947,.033999871,0,***,8736,17130.674,-34217.348,-34061.691
