type,variable,value,se,pval,stars
fit,N,17519,,,
fit,ll,35097.03321792363,,,
fit,AIC,-70154.06643584726,,,
fit,BIC,-69998.64561014254,,,
fit,Q_std,836.6316020972796,,3.7557054105e-161,
fit,Q_sq,36.76190990273218,,.0462117774314082,
coef,_cons,.054135349888596,.0225107320054464,.016178286970788,**
coef,d_post_act,-.0559644760534585,.0330191875989338,.0900929273172544,*
coef,wind_post_act,-.0003306696936064,.0031880230489565,.9173895772858338,
coef,wind_log,-.0133682388238604,.0023150455727092,7.71803132515e-09,***
coef,consump_log_ds,.2761361534444739,.0191058245179712,0,***
coef,netexch_fi,-.0000257044489646,1.60387375345e-06,0,***
coef,netexch_no4,-.0000300575189812,1.85300749315e-06,0,***
coef,netexch_se2,-.000030156934081,1.47680535961e-06,0,***
coef,ar_L1,.7942848872709667,.1876439403659804,.0000230659630776,***
coef,ar_L2,.3034105668428275,.2169181380642611,.1618930522443971,
coef,ar_L3,-.1281980437211956,.0338499723775179,.0001523286026752,***
coef,ma_L1,.4002841397904531,.1898818413695865,.0350249684529007,**
effect,wind_pre,-.0133682388238604,,,
effect,wind_post,-.0136989085174668,,,
effect,wind_shift,-.0003306696936064,.0031880230489565,.9173895772858338,
effect,post_level,-.0559644760534585,.0330191875989338,.0900929273172544,*
var_coef,omega,-6.808157609340641,.1443076392622565,0,***
var_coef,arch1,.4289251585955837,.0229228467657849,0,***
var_coef,garch1,.2519324612885618,.0283592963818175,0,***
var_coef,het_wind_log,-.2487339991894381,.0239219249058096,0,***
var_coef,het_consump_log_ds,1.37241579903514,.453722826520048,.0024880666719491,***
var_coef,het_netexch_fi,-.0005167618436573,.0000398134908812,0,***
var_coef,het_netexch_no4,-.0003934238749592,.000078361379561,5.15009741742e-07,***
var_coef,het_netexch_se2,-.0002147667676306,.0000376842410062,1.20432011030e-08,***
var_coef,persistence,.6808576198841454,,,
