type,variable,value,se,pval,stars
fit,N,17519,,,
fit,ll,32336.64143520654,,,
fit,AIC,-64629.28287041309,,,
fit,BIC,-64458.3199621379,,,
fit,Q_std,562.2843625520908,,1.8021921042e-103,
fit,Q_sq,121.4131796783743,,5.43102408832e-15,
coef,_cons,.3201588178482068,.036512984833436,0,***
coef,d_post_act,-.0977189189184832,.0531287434913571,.0658732284756769,*
coef,wind_post_act,-.0004763097728911,.0055818134568647,.9319971006231607,
coef,wind_log,-.0513069259370366,.0037593624649691,0,***
coef,consump_log_ds,.5044738988425799,.0184693639770461,0,***
coef,netexch_no3,-.0000278768069319,1.65064708829e-06,0,***
coef,netexch_no4,-.0000279415243543,1.80460432831e-06,0,***
coef,netexch_se1,-.00001955020874,1.62583831000e-06,0,***
coef,netexch_se3,-.0000227702198447,1.35890287340e-06,0,***
coef,ar_L1,2.087131318507072,.0169054169457249,0,***
coef,ar_L2,-1.342720005033204,.0246766191300532,0,***
coef,ar_L3,.2530323976172502,.0095811193812339,0,***
coef,ma_L1,-.8596819799436568,.0147567812053971,0,***
effect,wind_pre,-.0513069259370366,,,
effect,wind_post,-.0517832357099277,,,
effect,wind_shift,-.0004763097728911,.0055818134568647,.9319971006231607,
effect,post_level,-.0977189189184832,.0531287434913571,.0658732284756769,*
var_coef,omega,-4.925673253088658,.216502602043765,0,***
var_coef,arch1,.4617215970506628,.0248673002810269,0,***
var_coef,garch1,.3081604269498571,.0265289129991612,0,***
var_coef,het_wind_log,-.4077886540183478,.034529358991343,0,***
var_coef,het_consump_log_ds,.139073206733942,.4497646861612249,.7571593046200547,
var_coef,het_netexch_no3,.000061650230803,.000053336265125,.2477309448551668,
var_coef,het_netexch_no4,.0001881849129379,.0000841632025872,.0253548907915191,**
var_coef,het_netexch_se1,-.0002404225995031,.0000431529245722,2.52687100133e-08,***
var_coef,het_netexch_se3,-.0000851680082614,.0000282882893166,.0026063240840812,***
var_coef,persistence,.76988202400052,,,
