timestamp,price_ds,wind_log,hydro_log_ds,consump_log_ds,oil_log,gas_log,netexch_dk1,netexch_fi,netexch_no1,netexch_se2,netexch_se4
2019-05-01 00:00:00,-1.212792952804788,5.655991810819852,-0.13083536755077851,0.0910753009059242,4.151433529206228,2.662006262600803,0.0,-967.8,-500.0,3089.3,-2489.9
2019-05-01 01:00:00,-1.1218913394789864,5.648974238161206,-0.13083536755077851,0.10352321437379786,4.1512760984754244,2.662006262600803,0.0,-1200.0,-500.0,2862.4,-2448.2
2019-05-01 02:00:00,-1.1601975190511131,5.645446897643238,-0.13083536755077851,0.09635532164451455,4.1506461275907425,2.662006262600803,0.0,-1200.0,-500.0,2820.9,-2442.6
2019-05-01 03:00:00,-1.12079852277359,5.6240175061873385,-0.13083536755077851,0.09478648291637093,4.148122267902572,2.662006262600803,0.0,-1200.0,-500.0,2788.2,-2446.5
2019-05-01 04:00:00,-1.1254313750120635,5.627621113690637,-0.13083536755077851,0.09750579084191813,4.150015759592562,2.662006262600803,0.0,-1200.0,-500.0,2833.9,-2466.2
2019-05-01 05:00:00,-1.212792952804788,5.616771097666572,-0.13083536755077851,0.06607167170416695,4.14922724039069,2.662006262600803,0.0,-1200.0,-500.0,2896.1,-2409.7
2019-05-01 06:00:00,-1.212792952804788,5.517452896464707,-0.13083536755077851,-0.014464952290657251,4.149384993979911,2.662006262600803,0.0,-1200.0,-500.0,2886.5,-2250.4
2019-05-01 07:00:00,-0.8319220493501756,5.37989735354046,-0.13083536755077851,-0.08434359620285115,4.14922724039069,2.662006262600803,0.0,-1200.0,-500.0,3184.0,-2349.3
2019-05-01 08:00:00,0.02038762952679951,5.272999558563747,-0.13083536755077851,-0.09243606199218846,4.153006474870687,2.662006262600803,0.0,-1200.0,-500.0,3314.6,-2396.3
2019-05-01 09:00:00,0.04130277419099526,5.181783550292085,-0.13083536755077851,-0.060525129033562663,4.153006474870687,2.662006262600803,0.0,-1200.0,-500.0,3090.5,-1950.0
2019-05-01 10:00:00,0.11044316621385386,5.176149732573829,-0.13083536755077851,-0.052611408729001496,4.155988272434654,2.662006262600803,0.0,-1200.0,-500.0,3002.4,-1684.1
2019-05-01 11:00:00,0.12114645300134486,5.272999558563747,-0.13083536755077851,-0.03821929375910926,4.160522364004664,2.662006262600803,0.0,-1200.0,-500.0,3051.0,-1680.0
2019-05-01 12:00:00,-0.06845756332359709,5.424950017481403,-0.13083536755077851,-0.0353624267359951,4.164414631101341,2.662006262600803,0.0,-1200.0,-500.0,2848.2,-1461.6
2019-05-01 13:00:00,-0.13374700364214753,5.58724865840025,-0.13083536755077851,-0.006780341069543283,4.1651912698480515,2.662006262600803,0.0,-1200.0,-500.0,2735.7,-1445.6
2019-05-01 14:00:00,-0.5404876742728728,5.713732805509369,-0.13083536755077851,-0.030596826781200903,4.167982185683979,2.662006262600803,0.0,-1200.0,-500.0,2580.1,-1330.9
2019-05-01 15:00:00,-0.7825588020153629,5.777652323222656,-0.13083536755077851,-0.0410572933572908,4.157866942263132,2.662006262600803,0.0,-1200.0,-500.0,2438.6,-1245.5
2019-05-01 16:00:00,-0.7692233587642239,5.834810737062605,-0.13083536755077851,-0.02787649274234738,4.15316363344401,2.662006262600803,0.0,-1200.0,-500.0,2390.2,-1170.8
2019-05-01 17:00:00,-0.30060856167691297,5.840641657373398,-0.13083536755077851,-0.02086340042617607,4.159429808878035,2.662006262600803,0.0,-1200.0,-500.0,2521.3,-1243.9
