timestamp,price_ds,wind_log,hydro_log_ds,consump_log_ds,oil_log,gas_log,netexch_dk2,netexch_ger,netexch_pl,netexch_se3
2016-03-01 00:00:00,-0.0455208728779577,4.812184355372417,0.026476746788763883,0.22469637478019777,3.480870790383997,2.517696472610991,-466.3,0.0,0.0,2820.0
2016-03-01 01:00:00,-0.0511758163934406,4.74493212836325,0.026476746788763883,0.22692394675767957,3.4901540874943047,2.517696472610991,-413.7,0.0,0.0,2767.9
2016-03-01 02:00:00,-0.05844921032434991,4.709530201312334,0.026476746788763883,0.22463951701080465,3.4907028679958825,2.517696472610991,-401.1,0.0,0.0,2816.3
2016-03-01 03:00:00,-0.06032928024959672,4.700480365792417,0.026476746788763883,0.2239476450455724,3.4945359220926564,2.517696472610991,-408.7,0.0,0.0,2756.5
2016-03-01 04:00:00,-0.06274622525703899,4.7535901911063645,0.026476746788763883,0.27747120576511897,3.4902760647456987,2.517696472610991,-439.4,0.0,0.0,2953.3
2016-03-01 05:00:00,-0.08787256113989272,4.812184355372417,0.026476746788763883,0.2798556959331471,3.491495019642936,2.517696472610991,-536.9,0.0,0.0,3543.3
2016-03-01 06:00:00,-0.12536785848393528,4.919980925828125,0.026476746788763883,0.29240753506473816,3.486089848680118,2.517696472610991,-1025.7,0.0,-218.0,4642.8
2016-03-01 07:00:00,-0.12137464006164889,5.0238805208462765,0.026476746788763883,0.29151615560943434,3.4849255971928677,2.517696472610991,-1265.3,0.0,-436.0,5300.0
2016-03-01 08:00:00,-0.00912880841095376,5.075173815233827,0.026476746788763883,0.3114343471982668,3.488933495966242,2.517696472610991,-1090.1,0.0,-600.0,5300.0
2016-03-01 09:00:00,-0.16562150590838964,5.204006687076795,0.026476746788763883,0.3124952299238455,3.4807784443324943,2.517696472610991,-1126.9,0.0,-600.0,5300.0
2016-03-01 10:00:00,-0.11435859838209117,5.220355825078324,0.026476746788763883,0.3039405511761615,3.477973220464205,2.517696472610991,-1171.7,0.0,-600.0,5300.0
2016-03-01 11:00:00,-0.06900554258759728,5.225746673713202,0.026476746788763883,0.2924873831540715,3.4847416440390853,2.517696472610991,-1119.9,0.0,-600.0,5300.0
2016-03-01 12:00:00,-0.21422043831392257,5.220355825078324,0.026476746788763883,0.24211097205188636,3.4891777334884453,2.517696472610991,-1044.6,0.0,-600.0,5196.4
2016-03-01 13:00:00,-0.1987899778060518,5.267858159063328,0.026476746788763883,0.24323879044104046,3.4916168334506814,2.517696472610991,-959.4,0.0,-600.0,5076.9
2016-03-01 14:00:00,-0.18345622049778765,5.2832037287379885,0.026476746788763883,0.2408676590870673,3.505166930373841,2.517696472610991,-917.5,0.0,-600.0,5009.2
2016-03-01 15:00:00,-0.1713860102730167,5.356586274672012,0.026476746788763883,0.24793276984195955,3.506067777230751,2.517696472610991,-869.9,0.0,-600.0,4937.5
2016-03-01 16:00:00,-0.18457227110715113,5.442417710521793,0.026476746788763883,0.24855902913484762,3.5073276010220718,2.517696472610991,-882.1,0.0,-600.0,4943.0
2016-03-01 17:00:00,-0.2680273029415594,5.616771097666572,0.026476746788763883,0.2705543625688396,3.5121124422333105,2.517696472610991,-1087.3,0.0,-600.0,5245.1
2016-03-01 18:00:00,-0.17204116576386674,5.805134968916488,0.026476746788763883,0.27585501316195504,3.521525324441768,2.517696472610991,-1152.7,0.0,-600.0,5300.0
2016-03-01 19:00:00,-0.27380287990441055,5.8522024797744745,0.026476746788763883,0.2646101351287644,3.5182394020938195,2.517696472610991,-960.4,0.0,-600.0,5056.7
2016-03-01 20:00:00,-0.19747357041090519,5.905361848054571,0.026476746788763883,0.2531015915054464,3.5194543790550017,2.517696472610991,-838.4,0.0,-600.0,4539.2
2016-03-01 21:00:00,-0.14929714442111353,5.924255797414532,0.026476746788763883,0.23622706989311126,3.5201353057336693,2.517696472610991,-632.5,0.0,-600.0,4393.9
2016-03-01 22:00:00,-0.14820604996646924,5.921578419643816,0.026476746788763883,0.22801244450594815,3.5215548783258894,2.517696472610991,-525.9,0.0,-600.0,4086.7
2016-03-01 23:00:00,-0.1753750617457528,5.978885764901122,0.026476746788763883,0.22215978383414203,3.5193803373398658,2.517696472610991,719.7,0.0,-600.0,2611.3
2016-03-02 00:00:00,-0.17371141234457754,5.986452005284438,0.026476746788763883,0.02739526413794824,3.5172010574184616,2.5034830353609356,1097.1,150.3,0.0,1248.7
