zone,start,end,variable,adf_stat,adf_pval,adf_lags,adf_stationary,dfgls_stat,dfgls_pval,dfgls_stationary
SE1,2015-01-01,2015-12-31,price_ds,-7.7637,0.0,32,True,-5.8479,0.0,True
SE1,2015-01-01,2015-12-31,wind_log,-7.8745,0.0,37,True,-4.1594,0.0,True
SE1,2015-01-01,2015-12-31,hydro_log_ds,-5.7585,0.0,0,True,-3.9813,0.0001,True
SE1,2015-01-01,2015-12-31,consump_log_ds,-8.8977,0.0,28,True,-2.3682,0.018,True
SE1,2015-01-01,2015-12-31,oil_log,-1.0008,0.753,3,False,-0.2068,0.6181,False
SE1,2015-01-01,2015-12-31,gas_log,0.8876,0.9929,0,False,1.3868,0.9612,False
SE1,2015-01-01,2015-12-31,netexch_fi,-9.8073,0.0,36,True,-2.6789,0.0075,True
SE1,2015-01-01,2015-12-31,netexch_no4,-7.0646,0.0,32,True,-3.0816,0.0022,True
SE1,2015-01-01,2015-12-31,netexch_se2,-7.7844,0.0,33,True,-3.4081,0.0007,True
SE1,2015-02-01,2016-01-31,price_ds,-7.8729,0.0,26,True,-7.1931,0.0,True
SE1,2015-02-01,2016-01-31,wind_log,-8.1297,0.0,37,True,-4.8953,0.0,True
SE1,2015-02-01,2016-01-31,hydro_log_ds,-5.7048,0.0,0,True,-3.236,0.0013,True
SE1,2015-02-01,2016-01-31,consump_log_ds,-8.5163,0.0,27,True,-6.6069,0.0,True
SE1,2015-02-01,2016-01-31,oil_log,-0.4231,0.9062,31,False,-0.3502,0.5615,False
SE1,2015-02-01,2016-01-31,gas_log,1.2664,0.9964,0,False,1.9729,0.9873,False
SE1,2015-02-01,2016-01-31,netexch_fi,-9.6571,0.0,37,True,-1.9408,0.0519,False
SE1,2015-02-01,2016-01-31,netexch_no4,-6.3551,0.0,33,True,-2.8513,0.0045,True
SE1,2015-02-01,2016-01-31,netexch_se2,-7.4123,0.0,32,True,-4.2063,0.0,True
SE1,2015-03-01,2016-02-29,price_ds,-7.8603,0.0,26,True,-7.8438,0.0,True
SE1,2015-03-01,2016-02-29,wind_log,-8.6619,0.0,37,True,-4.5471,0.0,True
SE1,2015-03-01,2016-02-29,hydro_log_ds,-5.6363,0.0,0,True,-2.2152,0.0268,True
SE1,2015-03-01,2016-02-29,consump_log_ds,-8.3445,0.0,27,True,-7.8762,0.0,True
SE1,2015-03-01,2016-02-29,oil_log,-0.5679,0.8781,30,False,-0.1628,0.6348,False
SE1,2015-03-01,2016-02-29,gas_log,1.0608,0.9949,0,False,2.9012,0.9982,False
SE1,2015-03-01,2016-02-29,netexch_fi,-9.4713,0.0,36,True,-3.8046,0.0002,True
SE1,2015-03-01,2016-02-29,netexch_no4,-6.9397,0.0,33,True,-2.8126,0.0051,True
SE1,2015-03-01,2016-02-29,netexch_se2,-7.3368,0.0,33,True,-2.8855,0.004,True
SE1,2015-04-01,2016-03-31,price_ds,-7.8688,0.0,26,True,-7.8636,0.0,True
SE1,2015-04-01,2016-03-31,wind_log,-8.5321,0.0,37,True,-6.8416,0.0,True
SE1,2015-04-01,2016-03-31,hydro_log_ds,-5.4428,0.0,0,True,-2.7506,0.0061,True
SE1,2015-04-01,2016-03-31,consump_log_ds,-7.9474,0.0,27,True,-5.6578,0.0,True
SE1,2015-04-01,2016-03-31,oil_log,-0.9563,0.7689,30,False,-0.689,0.4312,False
SE1,2015-04-01,2016-03-31,gas_log,0.495,0.9847,0,False,2.6061,0.9966,False
SE1,2015-04-01,2016-03-31,netexch_fi,-9.1975,0.0,36,True,-3.209,0.0014,True
SE1,2015-04-01,2016-03-31,netexch_no4,-7.073,0.0,33,True,-3.3773,0.0008,True
SE1,2015-04-01,2016-03-31,netexch_se2,-7.2686,0.0,33,True,-3.8983,0.0001,True
SE1,2015-05-01,2016-04-30,price_ds,-7.8703,0.0,26,True,-3.7738,0.0002,True
SE1,2015-05-01,2016-04-30,wind_log,-8.5336,0.0,37,True,-4.4972,0.0,True
SE1,2015-05-01,2016-04-30,hydro_log_ds,-5.8923,0.0,0,True,-2.4147,0.0159,True
SE1,2015-05-01,2016-04-30,consump_log_ds,-8.2997,0.0,29,True,-2.1343,0.0328,True
SE1,2015-05-01,2016-04-30,oil_log,-1.6354,0.4647,30,False,-0.4305,0.5288,False
SE1,2015-05-01,2016-04-30,gas_log,-0.4273,0.9054,24,False,0.9729,0.9208,False
SE1,2015-05-01,2016-04-30,netexch_fi,-8.6468,0.0,36,True,-3.3912,0.0008,True
SE1,2015-05-01,2016-04-30,netexch_no4,-7.3148,0.0,34,True,-2.798,0.0053,True
SE1,2015-05-01,2016-04-30,netexch_se2,-7.1088,0.0,34,True,-3.784,0.0002,True
SE1,2015-06-01,2016-05-31,price_ds,-7.6413,0.0,26,True,-6.3061,0.0,True
SE1,2015-06-01,2016-05-31,wind_log,-8.3499,0.0,37,True,-5.423,0.0,True
SE1,2015-06-01,2016-05-31,hydro_log_ds,-5.1282,0.0,0,True,-1.5021,0.1292,False
SE1,2015-06-01,2016-05-31,consump_log_ds,-7.7671,0.0,29,True,-6.0311,0.0,True
SE1,2015-06-01,2016-05-31,oil_log,-1.7844,0.3882,30,False,-0.4735,0.5111,False
SE1,2015-06-01,2016-05-31,gas_log,-1.0324,0.7413,24,False,0.2044,0.7595,False
SE1,2015-06-01,2016-05-31,netexch_fi,-8.261,0.0,31,True,-4.7388,0.0,True
SE1,2015-06-01,2016-05-31,netexch_no4,-7.6109,0.0,34,True,-4.7202,0.0,True
SE1,2015-06-01,2016-05-31,netexch_se2,-7.0559,0.0,34,True,-4.1491,0.0,True
SE1,2015-07-01,2016-06-30,price_ds,-7.4194,0.0,25,True,-2.843,0.0046,True
SE1,2015-07-01,2016-06-30,wind_log,-8.7052,0.0,37,True,-4.7368,0.0,True
SE1,2015-07-01,2016-06-30,hydro_log_ds,-4.9112,0.0,0,True,-2.6205,0.0089,True
SE1,2015-07-01,2016-06-30,consump_log_ds,-8.0484,0.0,30,True,-6.8829,0.0,True
SE1,2015-07-01,2016-06-30,oil_log,-2.1108,0.2402,26,False,-0.532,0.5067,False
SE1,2015-07-01,2016-06-30,gas_log,-1.4246,0.5704,0,False,0.3289,0.7949,False
SE1,2015-07-01,2016-06-30,netexch_fi,-8.153,0.0,31,True,-2.5823,0.01,True
SE1,2015-07-01,2016-06-30,netexch_no4,-7.4736,0.0,34,True,-7.4577,0.0,True
SE1,2015-07-01,2016-06-30,netexch_se2,-7.2522,0.0,34,True,-4.4221,0.0,True
SE1,2015-08-01,2016-07-31,price_ds,-6.7461,0.0,35,True,-2.6391,0.0085,True
SE1,2015-08-01,2016-07-31,wind_log,-8.5851,0.0,37,True,-8.4849,0.0,True
SE1,2015-08-01,2016-07-31,hydro_log_ds,-5.5495,0.0,0,True,-4.539,0.0,True
SE1,2015-08-01,2016-07-31,consump_log_ds,-7.9285,0.0,30,True,-6.3945,0.0,True
SE1,2015-08-01,2016-07-31,oil_log,-1.7359,0.4127,6,False,-0.936,0.3196,False
SE1,2015-08-01,2016-07-31,gas_log,-1.7271,0.4172,0,False,0.4317,0.8212,False
SE1,2015-08-01,2016-07-31,netexch_fi,-8.4073,0.0,32,True,-8.3367,0.0,True
SE1,2015-08-01,2016-07-31,netexch_no4,-7.3907,0.0,34,True,-3.7641,0.0002,True
SE1,2015-08-01,2016-07-31,netexch_se2,-8.7412,0.0,34,True,-5.2222,0.0,True
SE1,2015-09-01,2016-08-31,price_ds,-7.4907,0.0,35,True,-5.7298,0.0,True
SE1,2015-09-01,2016-08-31,wind_log,-9.7319,0.0,31,True,-9.5154,0.0,True
SE1,2015-09-01,2016-08-31,hydro_log_ds,-5.8148,0.0,0,True,-5.7431,0.0,True
SE1,2015-09-01,2016-08-31,consump_log_ds,-7.7402,0.0,30,True,-4.2163,0.0,True
SE1,2015-09-01,2016-08-31,oil_log,-1.476,0.5454,30,False,-1.2919,0.1875,False
SE1,2015-09-01,2016-08-31,gas_log,-1.2596,0.6474,0,False,0.9329,0.9155,False
SE1,2015-09-01,2016-08-31,netexch_fi,-8.4428,0.0,32,True,-6.9544,0.0,True
SE1,2015-09-01,2016-08-31,netexch_no4,-7.4439,0.0,34,True,-7.3864,0.0,True
SE1,2015-09-01,2016-08-31,netexch_se2,-8.7628,0.0,34,True,-3.2646,0.0012,True
SE1,2015-10-01,2016-09-30,price_ds,-7.8376,0.0,27,True,-2.3681,0.018,True
SE1,2015-10-01,2016-09-30,wind_log,-9.4179,0.0,31,True,-4.9644,0.0,True
SE1,2015-10-01,2016-09-30,hydro_log_ds,-5.9023,0.0,0,True,-5.2138,0.0,True
SE1,2015-10-01,2016-09-30,consump_log_ds,-7.9734,0.0,31,True,-4.8954,0.0,True
SE1,2015-10-01,2016-09-30,oil_log,-1.3579,0.6023,0,False,-1.2412,0.2038,False
SE1,2015-10-01,2016-09-30,gas_log,-1.8813,0.3409,0,False,-0.179,0.6287,False
SE1,2015-10-01,2016-09-30,netexch_fi,-7.8314,0.0,32,True,-7.6487,0.0,True
SE1,2015-10-01,2016-09-30,netexch_no4,-8.1986,0.0,31,True,-5.6787,0.0,True
SE1,2015-10-01,2016-09-30,netexch_se2,-8.3317,0.0,34,True,-4.8009,0.0,True
SE1,2015-11-01,2016-10-31,price_ds,-8.2623,0.0,27,True,-6.4597,0.0,True
SE1,2015-11-01,2016-10-31,wind_log,-8.6707,0.0,37,True,-4.0929,0.0001,True
SE1,2015-11-01,2016-10-31,hydro_log_ds,-5.7878,0.0,0,True,-3.8254,0.0002,True
SE1,2015-11-01,2016-10-31,consump_log_ds,-7.7857,0.0,30,True,-3.1337,0.0018,True
SE1,2015-11-01,2016-10-31,oil_log,-1.2623,0.6462,0,False,-1.0916,0.2569,False
SE1,2015-11-01,2016-10-31,gas_log,-1.4229,0.5712,0,False,-0.5758,0.4855,False
SE1,2015-11-01,2016-10-31,netexch_fi,-7.3884,0.0,31,True,-6.4272,0.0,True
SE1,2015-11-01,2016-10-31,netexch_no4,-8.3962,0.0,31,True,-7.2843,0.0,True
SE1,2015-11-01,2016-10-31,netexch_se2,-9.4758,0.0,34,True,-6.9998,0.0,True
SE1,2015-12-01,2016-11-30,price_ds,-8.1451,0.0,34,True,-2.7724,0.0057,True
SE1,2015-12-01,2016-11-30,wind_log,-9.4075,0.0,31,True,-9.013,0.0,True
SE1,2015-12-01,2016-11-30,hydro_log_ds,-5.3459,0.0,0,True,-1.9489,0.051,False
SE1,2015-12-01,2016-11-30,consump_log_ds,-8.3211,0.0,31,True,-5.655,0.0,True
SE1,2015-12-01,2016-11-30,oil_log,-1.2381,0.657,0,False,-1.2436,0.203,False
SE1,2015-12-01,2016-11-30,gas_log,-1.2131,0.6679,0,False,-0.5775,0.4846,False
SE1,2015-12-01,2016-11-30,netexch_fi,-7.8842,0.0,28,True,-1.9304,0.0532,False
SE1,2015-12-01,2016-11-30,netexch_no4,-8.2849,0.0,33,True,-2.5044,0.0124,True
SE1,2015-12-01,2016-11-30,netexch_se2,-9.8578,0.0,34,True,-5.0702,0.0,True
SE1,2016-01-01,2016-12-31,price_ds,-8.0666,0.0,27,True,-6.6091,0.0,True
SE1,2016-01-01,2016-12-31,wind_log,-9.017,0.0,31,True,-4.3959,0.0,True
SE1,2016-01-01,2016-12-31,hydro_log_ds,-5.9215,0.0,0,True,-2.9071,0.0038,True
SE1,2016-01-01,2016-12-31,consump_log_ds,-8.1687,0.0,31,True,-3.836,0.0002,True
SE1,2016-01-01,2016-12-31,oil_log,-1.0469,0.7358,0,False,-0.1412,0.6429,False
SE1,2016-01-01,2016-12-31,gas_log,-0.0248,0.9564,0,False,-0.2911,0.5852,False
SE1,2016-01-01,2016-12-31,netexch_fi,-8.0933,0.0,28,True,-7.7245,0.0,True
SE1,2016-01-01,2016-12-31,netexch_no4,-8.4671,0.0,33,True,-4.7985,0.0,True
SE1,2016-01-01,2016-12-31,netexch_se2,-10.4014,0.0,34,True,-5.7185,0.0,True
SE1,2016-02-01,2017-01-31,price_ds,-9.4185,0.0,27,True,-9.3298,0.0,True
SE1,2016-02-01,2017-01-31,wind_log,-7.8388,0.0,37,True,-4.7022,0.0,True
SE1,2016-02-01,2017-01-31,hydro_log_ds,-5.7077,0.0,0,True,-2.9014,0.0038,True
SE1,2016-02-01,2017-01-31,consump_log_ds,-8.2172,0.0,30,True,-5.1675,0.0,True
SE1,2016-02-01,2017-01-31,oil_log,-1.7523,0.4044,2,False,0.2017,0.7587,False
SE1,2016-02-01,2017-01-31,gas_log,-0.3774,0.9138,24,False,0.252,0.7735,False
SE1,2016-02-01,2017-01-31,netexch_fi,-8.5566,0.0,28,True,-8.0137,0.0,True
SE1,2016-02-01,2017-01-31,netexch_no4,-8.41,0.0,31,True,-7.0909,0.0,True
SE1,2016-02-01,2017-01-31,netexch_se2,-10.7497,0.0,34,True,-5.4004,0.0,True
SE1,2016-03-01,2017-02-28,price_ds,-9.1296,0.0,26,True,-8.3599,0.0,True
SE1,2016-03-01,2017-02-28,wind_log,-8.6081,0.0,31,True,-7.3038,0.0,True
SE1,2016-03-01,2017-02-28,hydro_log_ds,-5.4671,0.0,0,True,-2.4684,0.0137,True
SE1,2016-03-01,2017-02-28,consump_log_ds,-8.2208,0.0,30,True,-3.7085,0.0002,True
SE1,2016-03-01,2017-02-28,oil_log,-2.9641,0.0384,2,True,0.5003,0.8374,False
SE1,2016-03-01,2017-02-28,gas_log,-1.2404,0.656,24,False,-0.3454,0.5635,False
SE1,2016-03-01,2017-02-28,netexch_fi,-8.8312,0.0,28,True,-8.1471,0.0,True
SE1,2016-03-01,2017-02-28,netexch_no4,-7.2174,0.0,33,True,-3.1143,0.0019,True
SE1,2016-03-01,2017-02-28,netexch_se2,-11.2588,0.0,29,True,-6.1896,0.0,True
SE1,2016-04-01,2017-03-31,price_ds,-9.2707,0.0,26,True,-9.1371,0.0,True
SE1,2016-04-01,2017-03-31,wind_log,-8.6252,0.0,31,True,-3.5755,0.0004,True
SE1,2016-04-01,2017-03-31,hydro_log_ds,-5.3989,0.0,0,True,-2.0335,0.0419,True
SE1,2016-04-01,2017-03-31,consump_log_ds,-7.791,0.0,30,True,-7.7247,0.0,True
SE1,2016-04-01,2017-03-31,oil_log,-2.7891,0.0598,4,False,-0.2633,0.5961,False
SE1,2016-04-01,2017-03-31,gas_log,-1.7295,0.416,24,False,-0.4655,0.5144,False
SE1,2016-04-01,2017-03-31,netexch_fi,-9.6258,0.0,28,True,-6.2695,0.0,True
SE1,2016-04-01,2017-03-31,netexch_no4,-7.1702,0.0,27,True,-7.0477,0.0,True
SE1,2016-04-01,2017-03-31,netexch_se2,-11.5227,0.0,29,True,-6.2487,0.0,True
SE1,2016-05-01,2017-04-30,price_ds,-9.3422,0.0,26,True,-8.721,0.0,True
SE1,2016-05-01,2017-04-30,wind_log,-8.602,0.0,31,True,-5.2545,0.0,True
SE1,2016-05-01,2017-04-30,hydro_log_ds,-6.1453,0.0,0,True,-2.2028,0.0277,True
SE1,2016-05-01,2017-04-30,consump_log_ds,-7.6929,0.0,32,True,-2.5976,0.0095,True
SE1,2016-05-01,2017-04-30,oil_log,-2.271,0.1815,4,False,-1.5254,0.1237,False
SE1,2016-05-01,2017-04-30,gas_log,-1.522,0.5226,0,False,-0.0999,0.6581,False
SE1,2016-05-01,2017-04-30,netexch_fi,-10.4869,0.0,28,True,-3.5554,0.0004,True
SE1,2016-05-01,2017-04-30,netexch_no4,-7.0485,0.0,34,True,-5.9394,0.0,True
SE1,2016-05-01,2017-04-30,netexch_se2,-10.32,0.0,29,True,-7.4186,0.0,True
SE1,2016-06-01,2017-05-31,price_ds,-9.6434,0.0,26,True,-7.5725,0.0,True
SE1,2016-06-01,2017-05-31,wind_log,-8.1167,0.0,37,True,-4.9135,0.0,True
SE1,2016-06-01,2017-05-31,hydro_log_ds,-5.2831,0.0,0,True,-4.2478,0.0,True
SE1,2016-06-01,2017-05-31,consump_log_ds,-7.7637,0.0,34,True,-2.5678,0.0104,True
SE1,2016-06-01,2017-05-31,oil_log,-2.2116,0.2021,4,False,-2.1807,0.0292,True
SE1,2016-06-01,2017-05-31,gas_log,-1.148,0.6955,0,False,-0.744,0.4053,False
SE1,2016-06-01,2017-05-31,netexch_fi,-10.1632,0.0,28,True,-10.1417,0.0,True
SE1,2016-06-01,2017-05-31,netexch_no4,-6.8575,0.0,31,True,-6.0582,0.0,True
SE1,2016-06-01,2017-05-31,netexch_se2,-10.1782,0.0,28,True,-6.4276,0.0,True
SE1,2016-07-01,2017-06-30,price_ds,-10.3191,0.0,26,True,-9.2629,0.0,True
SE1,2016-07-01,2017-06-30,wind_log,-7.9502,0.0,37,True,-7.8602,0.0,True
SE1,2016-07-01,2017-06-30,hydro_log_ds,-4.4152,0.0003,0,True,-3.288,0.0011,True
SE1,2016-07-01,2017-06-30,consump_log_ds,-7.7486,0.0,35,True,-7.7433,0.0,True
SE1,2016-07-01,2017-06-30,oil_log,-1.9575,0.3055,4,False,-1.8322,0.0662,False
SE1,2016-07-01,2017-06-30,gas_log,-1.1533,0.6934,0,False,-0.7341,0.41,False
SE1,2016-07-01,2017-06-30,netexch_fi,-10.1791,0.0,28,True,-6.7907,0.0,True
SE1,2016-07-01,2017-06-30,netexch_no4,-7.2323,0.0,34,True,-4.7868,0.0,True
SE1,2016-07-01,2017-06-30,netexch_se2,-9.6248,0.0,30,True,-7.3088,0.0,True
SE1,2016-08-01,2017-07-31,price_ds,-10.1435,0.0,26,True,-10.1245,0.0,True
SE1,2016-08-01,2017-07-31,wind_log,-8.494,0.0,37,True,-6.2914,0.0,True
SE1,2016-08-01,2017-07-31,hydro_log_ds,-5.3178,0.0,0,True,-5.0373,0.0,True
SE1,2016-08-01,2017-07-31,consump_log_ds,-7.4233,0.0,31,True,-5.4436,0.0,True
SE1,2016-08-01,2017-07-31,oil_log,-2.687,0.0763,4,False,-0.5474,0.4992,False
SE1,2016-08-01,2017-07-31,gas_log,-1.1311,0.7025,0,False,-0.7475,0.4037,False
SE1,2016-08-01,2017-07-31,netexch_fi,-9.5211,0.0,28,True,-2.6866,0.0074,True
SE1,2016-08-01,2017-07-31,netexch_no4,-6.9384,0.0,34,True,-2.3208,0.0204,True
SE1,2016-08-01,2017-07-31,netexch_se2,-9.3611,0.0,30,True,-6.6371,0.0,True
SE1,2016-09-01,2017-08-31,price_ds,-10.0689,0.0,25,True,-8.7988,0.0,True
SE1,2016-09-01,2017-08-31,wind_log,-8.65,0.0,37,True,-5.2543,0.0,True
SE1,2016-09-01,2017-08-31,hydro_log_ds,-5.6514,0.0,0,True,-5.4188,0.0,True
SE1,2016-09-01,2017-08-31,consump_log_ds,-7.1442,0.0,32,True,-6.9272,0.0,True
SE1,2016-09-01,2017-08-31,oil_log,-2.2473,0.1895,4,False,-1.6734,0.0925,False
SE1,2016-09-01,2017-08-31,gas_log,-2.9525,0.0396,0,True,0.2909,0.7845,False
SE1,2016-09-01,2017-08-31,netexch_fi,-9.2329,0.0,28,True,-2.5794,0.01,True
SE1,2016-09-01,2017-08-31,netexch_no4,-7.019,0.0,34,True,-2.1052,0.0352,True
SE1,2016-09-01,2017-08-31,netexch_se2,-9.501,0.0,30,True,-8.6064,0.0,True
SE1,2016-10-01,2017-09-30,price_ds,-9.9438,0.0,24,True,-4.2082,0.0,True
SE1,2016-10-01,2017-09-30,wind_log,-9.8189,0.0,30,True,-5.893,0.0,True
SE1,2016-10-01,2017-09-30,hydro_log_ds,-5.7275,0.0,0,True,-5.3624,0.0,True
SE1,2016-10-01,2017-09-30,consump_log_ds,-7.4714,0.0,35,True,-7.2065,0.0,True
SE1,2016-10-01,2017-09-30,oil_log,-2.3035,0.1708,4,False,-1.9019,0.0567,False
SE1,2016-10-01,2017-09-30,gas_log,-2.1385,0.2293,0,False,-0.1304,0.6469,False
SE1,2016-10-01,2017-09-30,netexch_fi,-8.7573,0.0,33,True,-2.7796,0.0056,True
SE1,2016-10-01,2017-09-30,netexch_no4,-7.0234,0.0,34,True,-1.5961,0.1079,False
SE1,2016-10-01,2017-09-30,netexch_se2,-9.3284,0.0,30,True,-4.5294,0.0,True
SE1,2016-11-01,2017-10-31,price_ds,-10.0786,0.0,24,True,-9.1985,0.0,True
SE1,2016-11-01,2017-10-31,wind_log,-10.0728,0.0,30,True,-3.1203,0.0019,True
SE1,2016-11-01,2017-10-31,hydro_log_ds,-5.6888,0.0,0,True,-5.0529,0.0,True
SE1,2016-11-01,2017-10-31,consump_log_ds,-7.2862,0.0,35,True,-1.987,0.0467,True
SE1,2016-11-01,2017-10-31,oil_log,-2.0486,0.2657,4,False,-1.7801,0.0741,False
SE1,2016-11-01,2017-10-31,gas_log,-1.2126,0.6682,0,False,-1.0024,0.292,False
SE1,2016-11-01,2017-10-31,netexch_fi,-9.3955,0.0,28,True,-3.2696,0.0012,True
SE1,2016-11-01,2017-10-31,netexch_no4,-7.6727,0.0,34,True,-5.5807,0.0,True
SE1,2016-11-01,2017-10-31,netexch_se2,-9.4123,0.0,30,True,-6.4294,0.0,True
SE1,2016-12-01,2017-11-30,price_ds,-10.2268,0.0,24,True,-8.0298,0.0,True
SE1,2016-12-01,2017-11-30,wind_log,-10.3333,0.0,30,True,-5.3141,0.0,True
SE1,2016-12-01,2017-11-30,hydro_log_ds,-5.7054,0.0,0,True,-4.858,0.0,True
SE1,2016-12-01,2017-11-30,consump_log_ds,-7.0369,0.0,35,True,-4.3895,0.0,True
SE1,2016-12-01,2017-11-30,oil_log,-1.7674,0.3968,4,False,-0.1726,0.6311,False
SE1,2016-12-01,2017-11-30,gas_log,-0.506,0.8908,0,False,-0.6867,0.4323,False
SE1,2016-12-01,2017-11-30,netexch_fi,-9.5365,0.0,28,True,-2.1834,0.029,True
SE1,2016-12-01,2017-11-30,netexch_no4,-8.1132,0.0,37,True,-5.9215,0.0,True
SE1,2016-12-01,2017-11-30,netexch_se2,-9.76,0.0,30,True,-9.0101,0.0,True
SE1,2017-01-01,2017-12-31,price_ds,-10.6215,0.0,26,True,-5.8082,0.0,True
SE1,2017-01-01,2017-12-31,wind_log,-10.6442,0.0,30,True,-7.0646,0.0,True
SE1,2017-01-01,2017-12-31,hydro_log_ds,-5.7131,0.0,0,True,-3.6783,0.0003,True
SE1,2017-01-01,2017-12-31,consump_log_ds,-7.8368,0.0,35,True,-5.045,0.0,True
SE1,2017-01-01,2017-12-31,oil_log,-1.0234,0.7446,4,False,-1.062,0.2683,False
SE1,2017-01-01,2017-12-31,gas_log,-0.728,0.8394,0,False,-0.7897,0.3842,False
SE1,2017-01-01,2017-12-31,netexch_fi,-9.7419,0.0,31,True,-2.1832,0.0291,True
SE1,2017-01-01,2017-12-31,netexch_no4,-7.753,0.0,35,True,-3.4429,0.0006,True
SE1,2017-01-01,2017-12-31,netexch_se2,-9.0409,0.0,33,True,-4.2538,0.0,True
SE1,2017-02-01,2018-01-31,price_ds,-10.6795,0.0,26,True,-9.9706,0.0,True
SE1,2017-02-01,2018-01-31,wind_log,-10.6213,0.0,30,True,-8.726,0.0,True
SE1,2017-02-01,2018-01-31,hydro_log_ds,-5.6441,0.0,0,True,-3.8165,0.0002,True
SE1,2017-02-01,2018-01-31,consump_log_ds,-7.5441,0.0,33,True,-5.442,0.0,True
SE1,2017-02-01,2018-01-31,oil_log,-0.0506,0.9541,4,False,-0.2364,0.6067,False
SE1,2017-02-01,2018-01-31,gas_log,-1.8928,0.3355,0,False,-0.1043,0.6565,False
SE1,2017-02-01,2018-01-31,netexch_fi,-9.7937,0.0,31,True,-5.9149,0.0,True
SE1,2017-02-01,2018-01-31,netexch_no4,-8.9198,0.0,28,True,-5.9344,0.0,True
SE1,2017-02-01,2018-01-31,netexch_se2,-8.9231,0.0,33,True,-7.8191,0.0,True
SE1,2017-03-01,2018-02-28,price_ds,-10.7637,0.0,25,True,-7.2845,0.0,True
SE1,2017-03-01,2018-02-28,wind_log,-10.6345,0.0,30,True,-10.1113,0.0,True
SE1,2017-03-01,2018-02-28,hydro_log_ds,-5.5285,0.0,0,True,-2.9508,0.0033,True
SE1,2017-03-01,2018-02-28,consump_log_ds,-7.4879,0.0,33,True,-4.5037,0.0,True
SE1,2017-03-01,2018-02-28,oil_log,-0.4036,0.9095,4,False,-0.5874,0.4799,False
SE1,2017-03-01,2018-02-28,gas_log,-0.7753,0.8263,24,False,-0.7589,0.3984,False
SE1,2017-03-01,2018-02-28,netexch_fi,-9.6001,0.0,33,True,-7.2396,0.0,True
SE1,2017-03-01,2018-02-28,netexch_no4,-9.1438,0.0,26,True,-4.4392,0.0,True
SE1,2017-03-01,2018-02-28,netexch_se2,-9.0276,0.0,33,True,-6.1709,0.0,True
SE1,2017-04-01,2018-03-31,price_ds,-10.5922,0.0,25,True,-9.4621,0.0,True
SE1,2017-04-01,2018-03-31,wind_log,-10.705,0.0,30,True,-5.7208,0.0,True
SE1,2017-04-01,2018-03-31,hydro_log_ds,-5.4859,0.0,0,True,-2.6265,0.0088,True
SE1,2017-04-01,2018-03-31,consump_log_ds,-7.6458,0.0,33,True,-4.1679,0.0,True
SE1,2017-04-01,2018-03-31,oil_log,-0.4192,0.9069,4,False,0.0731,0.7182,False
SE1,2017-04-01,2018-03-31,gas_log,-1.2172,0.6662,24,False,-0.4965,0.5239,False
SE1,2017-04-01,2018-03-31,netexch_fi,-9.7249,0.0,31,True,-3.734,0.0002,True
SE1,2017-04-01,2018-03-31,netexch_no4,-8.5701,0.0,26,True,-5.0947,0.0,True
SE1,2017-04-01,2018-03-31,netexch_se2,-8.7463,0.0,33,True,-6.3748,0.0,True
SE1,2017-05-01,2018-04-30,price_ds,-10.4163,0.0,25,True,-5.3573,0.0,True
SE1,2017-05-01,2018-04-30,wind_log,-10.8599,0.0,30,True,-7.5623,0.0,True
SE1,2017-05-01,2018-04-30,hydro_log_ds,-5.7599,0.0,0,True,-4.45,0.0,True
SE1,2017-05-01,2018-04-30,consump_log_ds,-7.3565,0.0,24,True,-1.8734,0.0604,False
SE1,2017-05-01,2018-04-30,oil_log,-0.3447,0.9189,3,False,0.4999,0.8373,False
SE1,2017-05-01,2018-04-30,gas_log,-0.8698,0.7978,24,False,-0.3677,0.5545,False
SE1,2017-05-01,2018-04-30,netexch_fi,-9.6266,0.0,29,True,-3.4707,0.0006,True
SE1,2017-05-01,2018-04-30,netexch_no4,-7.4722,0.0,32,True,-7.4566,0.0,True
SE1,2017-05-01,2018-04-30,netexch_se2,-8.9348,0.0,33,True,-2.8881,0.004,True
SE1,2017-06-01,2018-05-31,price_ds,-10.0176,0.0,31,True,-8.4536,0.0,True
SE1,2017-06-01,2018-05-31,wind_log,-10.7263,0.0,30,True,-6.3765,0.0,True
SE1,2017-06-01,2018-05-31,hydro_log_ds,-4.6906,0.0001,0,True,-0.5837,0.4816,False
SE1,2017-06-01,2018-05-31,consump_log_ds,-7.3618,0.0,28,True,-4.0101,0.0001,True
SE1,2017-06-01,2018-05-31,oil_log,-0.6125,0.8681,3,False,0.339,0.7976,False
SE1,2017-06-01,2018-05-31,gas_log,-0.6245,0.8653,24,False,0.8616,0.9053,False
SE1,2017-06-01,2018-05-31,netexch_fi,-10.4178,0.0,28,True,-3.551,0.0004,True
SE1,2017-06-01,2018-05-31,netexch_no4,-7.3117,0.0,32,True,-2.3776,0.0176,True
SE1,2017-06-01,2018-05-31,netexch_se2,-8.645,0.0,33,True,-7.3528,0.0,True
SE1,2017-07-01,2018-06-30,price_ds,-10.09,0.0,29,True,-7.0772,0.0,True
SE1,2017-07-01,2018-06-30,wind_log,-10.838,0.0,29,True,-9.5115,0.0,True
SE1,2017-07-01,2018-06-30,hydro_log_ds,-5.055,0.0,0,True,-1.7923,0.0722,False
SE1,2017-07-01,2018-06-30,consump_log_ds,-7.497,0.0,28,True,-7.4186,0.0,True
