zone,year,variable,adf_stat,adf_pval,adf_lags,adf_stationary,dfgls_stat,dfgls_pval,dfgls_stationary
SE4,2016,oil_log,-1.0469,0.7358,0,False,-0.1412,0.6429,False
SE4,2016,gas_log,-0.0248,0.9564,0,False,-0.2911,0.5852,False
SE4,2016,netexch_dk2,-10.4953,0.0,37,True,-7.4733,0.0,True
SE4,2016,netexch_ger,-8.9455,0.0,34,True,-7.6037,0.0,True
SE4,2016,netexch_pl,-6.2268,0.0,36,True,-3.1889,0.0015,True
SE4,2016,netexch_se3,-8.9118,0.0,34,True,-8.557,0.0,True
SE4,2017,price_ds,-10.9919,0.0,25,True,-6.5305,0.0,True
SE4,2017,wind_log,-11.0844,0.0,26,True,-5.263,0.0,True
SE4,2017,hydro_log_ds,-5.6714,0.0,0,True,-3.3527,0.0009,True
SE4,2017,consump_log_ds,-8.5763,0.0,37,True,-1.8652,0.0615,False
SE4,2017,oil_log,-1.0234,0.7446,4,False,-1.062,0.2683,False
SE4,2017,gas_log,-0.728,0.8394,0,False,-0.7897,0.3842,False
SE4,2017,netexch_dk2,-10.5521,0.0,31,True,-6.0324,0.0,True
SE4,2017,netexch_ger,-8.5413,0.0,36,True,-5.0274,0.0,True
SE4,2017,netexch_pl,-11.0424,0.0,31,True,-4.5282,0.0,True
SE4,2017,netexch_se3,-10.3077,0.0,33,True,-3.8746,0.0001,True
SE4,2018,price_ds,-10.2663,0.0,29,True,-5.0648,0.0,True
SE4,2018,wind_log,-9.1449,0.0,37,True,-7.5944,0.0,True
SE4,2018,hydro_log_ds,-5.868,0.0,0,True,-4.5856,0.0,True
SE4,2018,consump_log_ds,-7.824,0.0,25,True,-7.5049,0.0,True
SE4,2018,oil_log,0.4699,0.9839,30,False,-0.1249,0.6489,False
SE4,2018,gas_log,-1.2022,0.6726,0,False,-0.4595,0.5169,False
SE4,2018,netexch_dk2,-8.5683,0.0,35,True,-3.8119,0.0002,True
SE4,2018,netexch_ger,-8.8133,0.0,34,True,-6.5914,0.0,True
SE4,2018,netexch_pl,-9.876,0.0,30,True,-5.1533,0.0,True
SE4,2018,netexch_se3,-9.5213,0.0,36,True,-3.5688,0.0004,True
SE4,2019,price_ds,-10.7515,0.0,32,True,-10.6599,0.0,True
SE4,2019,wind_log,-10.0766,0.0,31,True,-4.2553,0.0,True
SE4,2019,hydro_log_ds,-5.6883,0.0,0,True,-4.8634,0.0,True
SE4,2019,consump_log_ds,-8.6099,0.0,24,True,-5.9491,0.0,True
SE4,2019,oil_log,-3.2711,0.0162,8,True,0.0228,0.7014,False
SE4,2019,gas_log,-2.0689,0.2572,0,False,0.0127,0.698,False
SE4,2019,netexch_dk2,-8.8589,0.0,27,True,-7.8227,0.0,True
SE4,2019,netexch_ger,-9.6721,0.0,33,True,-9.0892,0.0,True
SE4,2019,netexch_pl,-8.816,0.0,28,True,-3.0735,0.0022,True
SE4,2019,netexch_se3,-11.3101,0.0,37,True,-3.5267,0.0005,True
SE4,2020,price_ds,-10.1418,0.0,26,True,-6.1053,0.0,True
SE4,2020,wind_log,-9.9081,0.0,26,True,-9.0093,0.0,True
SE4,2020,hydro_log_ds,-5.1123,0.0,24,True,-4.5673,0.0,True
SE4,2020,consump_log_ds,-8.739,0.0,30,True,-7.6085,0.0,True
SE4,2020,oil_log,-1.9773,0.2966,36,False,-0.8456,0.359,False
SE4,2020,gas_log,0.5474,0.9862,1,False,-0.1175,0.6517,False
SE4,2020,netexch_dk2,-9.9197,0.0,34,True,-4.6983,0.0,True
SE4,2020,netexch_ger,-9.1959,0.0,28,True,-4.8097,0.0,True
SE4,2020,netexch_pl,-8.8252,0.0,28,True,-3.2567,0.0012,True
SE4,2020,netexch_se3,-10.0736,0.0,34,True,-9.9977,0.0,True
SE4,2021,price_ds,-10.8772,0.0,34,True,-9.8057,0.0,True
SE4,2021,wind_log,-11.1183,0.0,37,True,-9.3152,0.0,True
SE4,2021,hydro_log_ds,-4.9775,0.0,0,True,-2.1685,0.0301,True
SE4,2021,consump_log_ds,-7.2378,0.0,27,True,-3.8263,0.0002,True
SE4,2021,oil_log,-2.4191,0.1364,28,False,0.422,0.8189,False
SE4,2021,gas_log,-0.4277,0.9054,0,False,0.8456,0.9028,False
SE4,2021,netexch_dk2,-9.3166,0.0,27,True,-5.2789,0.0,True
SE4,2021,netexch_ger,-7.2163,0.0,29,True,-3.5457,0.0004,True
SE4,2021,netexch_pl,-9.9297,0.0,37,True,-6.6599,0.0,True
SE4,2021,netexch_se3,-8.0959,0.0,26,True,-4.098,0.0001,True
SE4,2022,price_ds,-9.3915,0.0,35,True,-6.8936,0.0,True
SE4,2022,wind_log,-10.2219,0.0,26,True,-7.2955,0.0,True
SE4,2022,hydro_log_ds,-4.5774,0.0001,0,True,-3.7644,0.0002,True
SE4,2022,consump_log_ds,-6.6301,0.0,33,True,-3.322,0.001,True
SE4,2022,oil_log,-1.9691,0.3003,29,False,-0.9893,0.2973,False
SE4,2022,gas_log,-1.5521,0.5076,0,False,-1.219,0.2112,False
SE4,2022,netexch_dk2,-8.4875,0.0,34,True,-5.7799,0.0,True
SE4,2022,netexch_ger,-10.4941,0.0,25,True,-10.1959,0.0,True
SE4,2022,netexch_pl,-6.8819,0.0,34,True,-6.5738,0.0,True
SE4,2022,netexch_se3,-8.6284,0.0,30,True,-5.8069,0.0,True
SE4,2023,price_ds,-9.7296,0.0,27,True,-3.8601,0.0001,True
SE4,2023,wind_log,-10.3692,0.0,26,True,-10.3492,0.0,True
SE4,2023,hydro_log_ds,-8.7355,0.0,0,True,0.08,0.7205,False
SE4,2023,consump_log_ds,-6.2076,0.0,37,True,-2.5733,0.0102,True
SE4,2023,oil_log,-2.0369,0.2706,8,False,-1.668,0.0935,False
SE4,2023,gas_log,-2.4979,0.116,24,False,-0.1428,0.6423,False
SE4,2023,netexch_dk2,-10.3475,0.0,28,True,-3.5896,0.0004,True
SE4,2023,netexch_ger,-9.2123,0.0,30,True,-2.7113,0.0068,True
SE4,2023,netexch_pl,-9.0012,0.0,30,True,-4.0853,0.0001,True
SE4,2023,netexch_se3,-10.2438,0.0,31,True,-3.3624,0.0008,True
SE4,2024,price_ds,-9.3603,0.0,36,True,-9.3584,0.0,True
SE4,2024,wind_log,-10.5371,0.0,28,True,-5.5456,0.0,True
SE4,2024,hydro_log_ds,-5.5061,0.0,0,True,-2.9159,0.0037,True
SE4,2024,consump_log_ds,-8.4195,0.0,33,True,-5.915,0.0,True
SE4,2024,oil_log,-1.8261,0.3676,17,False,-1.5233,0.1242,False
SE4,2024,gas_log,-0.4317,0.9047,0,False,0.2193,0.7639,False
SE4,2024,netexch_dk2,-9.8185,0.0,36,True,-1.4889,0.1325,False
SE4,2024,netexch_ger,-10.2125,0.0,29,True,-2.5234,0.0118,True
SE4,2024,netexch_pl,-8.7133,0.0,28,True,-2.1661,0.0303,True
SE4,2024,netexch_se3,-11.5123,0.0,29,True,-1.7171,0.0846,False
SE4,2025,price_ds,-11.0559,0.0,27,True,-7.5394,0.0,True
SE4,2025,wind_log,-10.2681,0.0,26,True,-4.7833,0.0,True
SE4,2025,hydro_log_ds,-5.4676,0.0,0,True,-1.6744,0.0923,False
SE4,2025,consump_log_ds,-7.088,0.0,35,True,-3.149,0.0017,True
SE4,2025,oil_log,-2.0822,0.2517,37,False,-0.838,0.3624,False
SE4,2025,gas_log,-1.5019,0.5325,0,False,0.5924,0.8575,False
SE4,2025,netexch_dk2,-8.7235,0.0,28,True,-1.6142,0.1042,False
SE4,2025,netexch_ger,-10.0892,0.0,32,True,-2.489,0.013,True
SE4,2025,netexch_pl,-10.0284,0.0,28,True,-5.6706,0.0,True
SE4,2025,netexch_se3,-7.6396,0.0,31,True,-2.1951,0.0282,True
