timestamp,price_ds,wind_log,consump_log_ds,net_exchange
2015-01-01 00:00:00,0.19221533218152098,6.692083742506628,-0.13140864360176074,-850.0
2015-01-01 01:00:00,0.086231509021363,6.669498089857879,-0.1261601159875605,-509.2
2015-01-01 02:00:00,-0.0537336248583582,6.647688373563329,-0.15893382857480187,-297.9
2015-01-01 03:00:00,-0.1576092484307381,6.638567789166521,-0.1320555893627633,-280.5
2015-01-01 04:00:00,-0.21351306449762752,6.635946555686647,-0.16312351191497054,-298.9
2015-01-01 05:00:00,-0.26658582923678953,6.628041376179533,-0.18756839907466727,-341.5
2015-01-01 06:00:00,-0.04417907255514786,6.569481420414296,-0.2607537033862233,-517.5
2015-01-01 07:00:00,-0.07862906292567828,6.530877627725885,-0.2962164729059662,-795.8
2015-01-01 08:00:00,-0.08890737579085073,6.47543271670409,-0.2875067028175957,-844.8
2015-01-01 09:00:00,-0.07348928435694946,6.476972362889683,-0.23115624745946572,-899.2
2015-01-01 10:00:00,-0.06234837288641515,6.4692503167957724,-0.19265210658082932,-945.9
2015-01-01 11:00:00,-0.08753968207817486,6.47543271670409,-0.1784590838892406,-1123.3
2015-01-01 12:00:00,-0.06134604766534579,6.473890696352274,-0.1690845147024227,-1179.3
2015-01-01 13:00:00,-0.08677117393899358,6.47543271670409,-0.1763686297876781,-1320.8
2015-01-01 14:00:00,-0.04583106977418927,6.543911845564792,-0.1495192194399122,-1678.2
2015-01-01 15:00:00,-0.03572722511538107,6.539585955617669,-0.13698309196440395,-1771.8
2015-01-01 16:00:00,-0.014337925757595293,6.541029999189903,-0.12325457729646594,-1833.3
2015-01-01 17:00:00,-0.04500046752856246,6.637258031284457,-0.09677433867434182,-1908.8
2015-01-01 18:00:00,0.003411390012419968,6.679599185844383,-0.10791311532884951,-1846.6
2015-01-01 19:00:00,0.03273605569400928,6.699500340161678,-0.12015831968032753,-1760.9
2015-01-01 20:00:00,0.061254259467648176,6.641182169740591,-0.1405200615774227,-1710.2
2015-01-01 21:00:00,0.05022733245640243,6.6240652277998935,-0.15549187720782687,-1480.5
2015-01-01 22:00:00,0.0852466530020175,6.652863029353347,-0.15065461099672106,-1085.0
2015-01-01 23:00:00,-0.2295234964024888,6.634633357861686,-0.17329252387780958,-815.9
2015-01-02 00:00:00,-0.3879466956127531,6.42648845745769,-0.2148682244598179,-303.6
2015-01-02 01:00:00,-0.8082096400296542,6.366470447731438,-0.23115421238357658,-217.9
2015-01-02 02:00:00,-0.8082096400296542,6.2766434893416445,-0.24589809902797466,-61.0
2015-01-02 03:00:00,-0.7699473950417883,6.154858094016418,-0.2593220345959413,34.6
2015-01-02 04:00:00,-0.11163399454306333,6.013715156042802,-0.2595817313804849,-112.4
2015-01-02 05:00:00,-0.060902515261195944,5.771441123130016,-0.25187999491632507,-294.4
2015-01-02 06:00:00,-0.11316699891027815,5.501258210544727,-0.23248868864720595,-330.2
2015-01-02 07:00:00,-0.15089120088627128,5.472270673671475,-0.2048317350711022,-652.8
2015-01-02 08:00:00,-0.17599953828861503,5.730099782973574,-0.1664245051530573,-1258.6
2015-01-02 09:00:00,-0.16548019308854345,6.0844994130751715,-0.17533967104454717,-1704.6
2015-01-02 10:00:00,-0.1600984004289332,6.408528791059498,-0.18766333315717443,-1937.6
2015-01-02 11:00:00,-0.12755292667088192,6.618738983517219,-0.17832495425092443,-2162.2
2015-01-02 12:00:00,-0.1272309687883082,6.7580945044277305,-0.1794544145218353,-2428.7
2015-01-02 13:00:00,-0.10664828268745863,6.829793737512425,-0.17864606993413013,-2599.6
2015-01-02 14:00:00,-0.11100199580167658,6.874198495453294,-0.14895262032371726,-2680.5
2015-01-02 15:00:00,-0.1027299921096021,6.93828448401696,-0.1220962840570321,-2740.3
2015-01-02 16:00:00,-0.15005578663452956,7.017506142941256,-0.11513831677245712,-2727.9
2015-01-02 17:00:00,-0.13293337114942672,7.036148493750536,-0.09732694171657563,-2695.7
2015-01-02 18:00:00,-0.10772998132731892,7.044032897274685,-0.095078141333655,-2639.2
2015-01-02 19:00:00,-0.08314833608060335,7.0192966537150445,-0.08545813282881731,-2452.3
2015-01-02 20:00:00,-0.06525687737670705,6.980075940561763,-0.08488335073152076,-2093.8
2015-01-02 21:00:00,-0.07115586573586663,6.9411900550683745,-0.09023918332286307,-1747.6
2015-01-02 22:00:00,-0.0656962003735857,6.911747300251674,-0.09658348228789038,-1330.5
2015-01-02 23:00:00,-0.09058070343592073,6.870053411798126,-0.11549545294798769,-935.3
2015-01-03 00:00:00,-0.4425584289257185,7.198183577101943,-0.1135707011483067,-905.0
2015-01-03 01:00:00,-0.4354189139889981,7.198183577101943,-0.10671295804065917,-749.4
2015-01-03 02:00:00,-0.8082096400296542,7.192182058713246,-0.10943053263166114,-666.2
2015-01-03 03:00:00,-0.8082096400296542,7.186144304522325,-0.11161929583462271,-652.9
2015-01-03 04:00:00,-0.8082096400296542,7.1808311990445555,-0.1143623797325537,-762.4
2015-01-03 05:00:00,-0.08051985981408727,7.173958319756794,-0.10027309420623087,-960.2
2015-01-03 06:00:00,-0.11328277172767987,7.164720378771857,-0.09736941532575294,-1110.4
2015-01-03 07:00:00,0.004498645705296678,7.154615356913663,-0.08141905028691276,-1360.3
2015-01-03 08:00:00,-0.011575291798515241,7.154615356913663,-0.0731468799673296,-1751.2
2015-01-03 09:00:00,-0.006940624630169534,7.150701457592526,-0.07135284806257491,-1992.0
2015-01-03 10:00:00,-0.0035904545845477642,7.140453043101158,-0.06925436646924865,-2134.5
2015-01-03 11:00:00,-0.0014144502172839246,7.135687347028144,-0.06704161574781775,-2246.8
2015-01-03 12:00:00,0.02457716998661219,7.142827401161621,-0.07398059178570726,-2326.7
2015-01-03 13:00:00,0.011794917421468654,7.140453043101158,-0.09282250241736723,-2308.9
2015-01-03 14:00:00,0.019126022554955657,7.115582126184454,-0.06947956025438717,-2315.5
2015-01-03 15:00:00,0.03625021757075997,7.117205503164344,-0.06304740764916694,-2433.2
2015-01-03 16:00:00,0.005444602560654488,7.115582126184454,-0.057379684229792005,-2659.4
2015-01-03 17:00:00,-0.022010601607449942,7.0909098220799835,-0.06021724055454136,-2843.7
2015-01-03 18:00:00,0.006034088046326325,7.087573705557973,-0.0647414899731178,-2684.8
2015-01-03 19:00:00,0.027015344628234406,7.10002716662926,-0.07900325928405927,-2427.5
2015-01-03 20:00:00,0.042568527454211136,7.107425474110705,-0.08507697747242027,-2081.6
2015-01-03 21:00:00,0.017270044507866622,7.110696122978827,-0.08151183560905917,-1693.0
2015-01-03 22:00:00,0.020076574417657866,7.1316985104669115,-0.0732914909354232,-1399.3
2015-01-03 23:00:00,0.0290067681795656,7.142827401161621,-0.07587522962862625,-1248.2
2015-01-04 00:00:00,0.0847457232053026,7.1204443723924875,-0.059238457971884095,-1089.6
2015-01-04 01:00:00,0.1430687346521884,7.104144092987527,-0.056881719655620167,-1067.3
2015-01-04 02:00:00,0.16468266411209997,7.078341579557671,-0.05489480577789507,-1027.6
2015-01-04 03:00:00,0.2067871373849295,7.049254841255837,-0.050538024400734294,-983.8
2015-01-04 04:00:00,0.2077483063475083,7.04141166379481,-0.05068357157403813,-988.7
2015-01-04 05:00:00,0.2231489356432963,7.053585727193677,-0.05577187598712374,-985.9
2015-01-04 06:00:00,0.2471544032791324,7.0630481633881725,-0.04871258070105711,-950.5
2015-01-04 07:00:00,0.16496579681187118,7.057897937411856,-0.04339681779824822,-991.9
2015-01-04 08:00:00,0.1209080537272107,7.030857476116121,-0.0431155804916612,-1156.3
2015-01-04 09:00:00,0.10084219305452002,7.017506142941256,-0.052170157120357,-1305.8
2015-01-04 10:00:00,0.09248287624505203,6.9975959829819265,-0.057272625624172235,-1565.7
2015-01-04 11:00:00,0.07174930111008049,6.968850378341948,-0.05809299115386768,-1635.4
2015-01-04 12:00:00,0.12730343288567703,6.9584483932976555,-0.06065767906147013,-1854.5
2015-01-04 13:00:00,0.0936209292708221,6.952728644624869,-0.07361551636319863,-1974.9
2015-01-04 14:00:00,0.09008178249435783,6.9584483932976555,-0.07306400766772203,-2136.0
2015-01-04 15:00:00,0.07888594771371116,6.946013991099227,-0.058651408877433475,-2227.9
2015-01-04 16:00:00,0.04573279004328912,6.9167150203536085,-0.05691699727328636,-2769.9
2015-01-04 17:00:00,-0.002492749972931474,6.890609120147166,-0.053930552013593314,-2890.4
2015-01-04 18:00:00,-0.006924015300632469,6.880384082186005,-0.05342562343093782,-3027.1
2015-01-04 19:00:00,0.0005608007570705453,6.844815479208263,-0.05270676596433255,-2938.0
2015-01-04 20:00:00,0.012061885436356334,6.814542897259958,-0.05395865004948952,-2746.7
2015-01-04 21:00:00,-0.0009260437651961162,6.78105762593618,-0.04958812321396078,-2438.7
2015-01-04 22:00:00,0.022712153857476824,6.740519359606223,-0.04016156170303997,-2210.5
2015-01-04 23:00:00,0.012617631970277987,6.738152494595957,-0.03767226574831817,-1773.9
2015-01-05 00:00:00,0.046285330068658315,6.523562306149512,-0.023392991014207,-1905.4
2015-01-05 01:00:00,0.08448567877071911,6.436150368369428,-0.01721408675168945,-1789.0
2015-01-05 02:00:00,0.12097192945060042,6.385194398997726,-0.026587517845426234,-1771.8
2015-01-05 03:00:00,0.10477094361719663,6.352629396319567,-0.035433794350397285,-1767.6
2015-01-05 04:00:00,0.061244710947257364,6.267200548541362,-0.05397028005825533,-1856.4
2015-01-05 05:00:00,-0.0015131909948227218,6.150602768446279,-0.07886202321509828,-2132.6
2015-01-05 06:00:00,-0.03816028734926258,6.025865973825314,-0.1355844994206592,-2316.4
2015-01-05 07:00:00,-0.08396001522045982,5.948034989180646,-0.16371008546338928,-3704.3
2015-01-05 08:00:00,-0.0298240404790735,5.877735781779639,-0.14974274448525104,-4291.9
2015-01-05 09:00:00,-0.01968519527221524,5.84354441703136,-0.15369767478442498,-4348.8
2015-01-05 10:00:00,-0.032568872557420914,5.877735781779639,-0.1373125983758623,-4358.8
2015-01-05 11:00:00,-0.021208144260098205,5.8998973535824915,-0.12961988927038082,-4384.9
2015-01-05 12:00:00,0.01839775556923451,5.87493073085203,-0.11839489729051422,-4435.1
2015-01-05 13:00:00,-0.01183543397780884,5.855071922202427,-0.12883190900926422,-4433.8
2015-01-05 14:00:00,-0.008879367269879257,5.840641657373398,-0.13301275834856963,-4408.9
2015-01-05 15:00:00,-0.0021470858706376106,5.752572638825633,-0.13386939420690336,-4353.6
2015-01-05 16:00:00,0.008730764167912852,5.605802066295998,-0.126051694850303,-4232.7
2015-01-05 17:00:00,-0.03260859199745436,5.5254529391317835,-0.11871409231755603,-4203.2
2015-01-05 18:00:00,-0.01809616294886318,5.5053315359323625,-0.10877953622836944,-4283.2
2015-01-05 19:00:00,0.015685116724809767,5.560681631015528,-0.10534579189515192,-4329.3
