timestamp,price_ds,wind_log,consump_log_ds,north_wind_log,netexch_dk2,netexch_ger,netexch_pl,netexch_se3
2025-01-01 00:00:00,-0.35792365718523156,7.536363938404511,-0.08745441358859551,7.450660796211539,766.7,506.5,-115.1,-316.9
2025-01-01 01:00:00,-0.3726008490407402,7.5352967024440884,-0.08395716934070396,7.367708572374371,657.2,506.5,48.8,-1005.0
2025-01-01 02:00:00,-0.3335803107106621,7.537430036586509,-0.09479322085565478,7.329093736246592,692.2,506.5,250.8,-1352.9
2025-01-01 03:00:00,-0.3454075120777582,7.534228326274089,-0.10661854646894398,7.3031700512368,721.8,506.5,455.5,-1651.5
2025-01-01 04:00:00,-0.3744397154328576,7.533158807455563,-0.11224385838535955,7.347299700743164,703.3,506.5,600.0,-1805.0
2025-01-01 05:00:00,-0.4714673542024226,7.528331766707247,-0.15617270074579181,7.425357887027151,866.6,506.5,600.0,-1934.9
2025-01-01 06:00:00,-0.8401759069941233,7.518064181233078,-0.23255332360452563,7.442492722794441,699.6,506.5,600.0,-1635.3
2025-01-01 07:00:00,-1.108151438954541,7.503289630675082,-0.28845831984621473,7.560601162768557,612.2,506.5,600.0,-1400.7
2025-01-01 08:00:00,-1.2333376481842335,7.48324441607385,-0.29211559989766567,7.7142311448490855,641.5,506.5,600.0,-1298.0
2025-01-01 09:00:00,-1.1726350305800723,7.463936604468925,-0.27204266469897487,7.776535028185241,596.0,506.5,600.0,-1160.5
2025-01-01 10:00:00,-1.0858020239160422,7.4489161025442,-0.23631112788913722,7.8013913202914855,706.8,506.5,600.0,-1221.5
2025-01-01 11:00:00,-1.0224867632490708,7.425953657077541,-0.20228946565366712,7.81923445385907,764.3,506.5,600.0,-1209.4
2025-01-01 12:00:00,-0.994687731235643,7.392031567514591,-0.17899568042210312,7.850103545175582,673.4,506.5,600.0,-1046.5
2025-01-01 13:00:00,-1.0015506944412635,7.379008127628304,-0.15789232635317152,7.91644286012226,697.5,506.5,600.0,-940.6
2025-01-01 14:00:00,-1.0028982313157786,7.323170717943469,-0.13359135922553556,8.010027528481734,646.0,506.5,300.0,-612.8
2025-01-01 15:00:00,-0.8430276540728778,7.256297239690681,-0.12077988063102207,8.109224953089955,129.5,506.5,0.0,883.4
2025-01-01 16:00:00,-0.7712626189193328,7.234177179749849,-0.09598404968251728,8.19946419761216,-94.3,506.5,0.0,106.8
2025-01-01 17:00:00,-0.7554792558292682,7.232010331664759,-0.10491184864625946,8.263074835802596,-181.2,506.5,0.0,206.5
2025-01-01 18:00:00,-0.7450537989892796,7.2485040723706105,-0.09651362361796689,8.327967858305488,-210.9,506.5,0.0,186.6
2025-01-01 19:00:00,-0.8458598983860739,7.273786317844895,-0.08531899934686482,8.374938143835367,-225.1,506.5,0.0,86.1
2025-01-01 20:00:00,-0.7281223406088673,7.255591274253665,-0.08568114557107442,8.4096079807363,60.7,506.5,0.0,892.5
2025-01-01 21:00:00,-0.6228468952095261,7.214504414151143,-0.08096847490296177,8.432506383249043,93.2,506.5,-30.8,741.7
2025-01-01 22:00:00,-0.3902526333033407,7.141245122350491,-0.06483559806794847,8.43663368355782,-614.1,-38.4,269.2,300.0
2025-01-01 23:00:00,-0.3123148753349376,7.046647277848756,-0.06003413509975353,8.417593826193484,-882.2,0.0,569.2,1041.3
2025-01-02 00:00:00,-0.7147922703267557,7.1853870155804165,-0.182303858485116,8.443115988019922,-393.4,506.5,600.0,86.0
2025-01-02 01:00:00,-0.7013561265216719,7.101675971619444,-0.1656736253130049,8.382289428951436,-191.1,506.5,600.0,-61.3
2025-01-02 02:00:00,-0.657876790158245,7.024649030453636,-0.15423025764672627,8.30795254527102,-390.8,506.5,600.0,138.7
2025-01-02 03:00:00,-0.5260432187194475,6.993932975223189,-0.14208075694407452,8.24564690087386,-1114.6,-29.9,600.0,12.4
2025-01-02 04:00:00,-0.37626991353237393,6.934397209928558,-0.12493710131758196,8.20849175174038,-438.9,-615.0,600.0,106.6
2025-01-02 05:00:00,-0.25676350305436646,6.866933284461882,-0.11430605842460828,8.192847134592865,-951.0,-615.0,600.0,968.2
2025-01-02 06:00:00,-0.2686876729744432,6.807934943699926,-0.11583941468360859,8.19836438996762,-1152.0,-615.0,300.0,3313.3
2025-01-02 07:00:00,-0.001986931732052888,6.767343125265392,-0.11679251239725552,8.213652703029998,-1152.0,-615.0,300.0,3440.5
2025-01-02 08:00:00,0.03951559261344695,6.7580945044277305,-0.10031961706025072,8.22389538017882,-1152.0,-309.0,600.0,2712.9
2025-01-02 09:00:00,0.1701898183117736,6.7226297948554485,-0.08201977830234064,8.247220052745229,-1152.0,-408.7,600.0,3054.4
