zone,start_year,end_year,type,variable,value,se,pval,stars,converged
SE3,2015,2015,fit,N,8736,,,,1
SE3,2015,2015,fit,ll,12624.04843804381,,,,1
SE3,2015,2015,fit,AIC,-25192.09687608762,,,,1
SE3,2015,2015,fit,BIC,-24993.99106054405,,,,1
SE3,2015,2015,lbq_std,L24,408.3821051567775,,1.42601395884e-71,***,1
SE3,2015,2015,lbq_sq,L24,261.5769983049965,,8.28349189259e-42,***,1
SE3,2015,2015,coef,_cons,.9651046003694155,.3826409295222482,.0116616753171124,**,1
SE3,2015,2015,coef,wind_log,-.0263211306963653,.0066605549056689,.0000775679973668,***,1
SE3,2015,2015,coef,hydro_log_ds,.1227164089913686,.2133629529078624,.5651876152395026,,1
SE3,2015,2015,coef,consump_log_ds,.5767885056622499,.0446950120253724,0,***,1
SE3,2015,2015,coef,oil_log,.0067018130401637,.07334297988482,.9271935613173941,,1
SE3,2015,2015,coef,gas_log,-.2723601365113838,.1213325108349174,.0247847247344342,**,1
SE3,2015,2015,coef,netexch_dk1,-.0000465935482238,5.03610806343e-06,0,***,1
SE3,2015,2015,coef,netexch_fi,-.000024605782437,4.59761404518e-06,8.70551875032e-08,***,1
SE3,2015,2015,coef,netexch_no1,-.0000393027848261,3.28910731951e-06,0,***,1
SE3,2015,2015,coef,netexch_se2,-.0000366911142936,2.99950684389e-06,0,***,1
SE3,2015,2015,coef,netexch_se4,-.0000459728960953,4.33235068313e-06,0,***,1
SE3,2015,2015,coef,ar_L1,.5629562652242726,.1770123056513813,.001471110979667,***,1
SE3,2015,2015,coef,ar_L2,.5236586461814886,.2123363289377008,.0136564415616507,**,1
SE3,2015,2015,coef,ar_L3,-.141740081441778,.0423363796808912,.0008141170426694,***,1
SE3,2015,2015,coef,ma_L1,.6353444549690507,.1772326230300815,.0003373296971816,***,1
SE3,2015,2015,var_coef,omega,.1907390013597353,1.332272826268785,.8861574037098652,,1
SE3,2015,2015,var_coef,arch1,.4545825820299406,.0414088837060735,0,***,1
SE3,2015,2015,var_coef,garch1,.1956505412754906,.0536079136441582,.0002625898683153,***,1
SE3,2015,2015,var_coef,het_wind_log,-.0887932085133267,.0448522327604027,.0477391454219622,**,1
SE3,2015,2015,var_coef,het_hydro_log_ds,-.7004303366194459,.683163511669286,.305233540165168,,1
SE3,2015,2015,var_coef,het_consump_log_ds,.0666942391546936,.7962567350160333,.9332474762323359,,1
SE3,2015,2015,var_coef,het_oil_log,-.2534215941651157,.4001987322205303,.5265773378141421,,1
SE3,2015,2015,var_coef,het_gas_log,-1.901415970763362,.6088118131528528,.0017892118438705,***,1
SE3,2015,2015,var_coef,het_netexch_dk1,-.0005801435271161,.000103083362261,1.82409887195e-08,***,1
SE3,2015,2015,var_coef,het_netexch_fi,-.0003642410498523,.0001274580826499,.0042668050551189,***,1
SE3,2015,2015,var_coef,het_netexch_no1,.0001799744317607,.000047425525665,.0001477117077868,***,1
SE3,2015,2015,var_coef,het_netexch_se2,.0001998497014559,.0000452231291467,9.90704925741e-06,***,1
SE3,2015,2015,var_coef,het_netexch_se4,.0002758270101651,.0000663935039546,.0000326102743899,***,1
SE3,2015,2015,var_coef,persistence,.6502331233054313,,,,1
SE3,2016,2016,fit,N,8760,,,,1
SE3,2016,2016,fit,ll,16022.16905168379,,,,1
SE3,2016,2016,fit,AIC,-31988.33810336758,,,,1
SE3,2016,2016,fit,BIC,-31790.15547021753,,,,1
SE3,2016,2016,lbq_std,L24,376.6326861849054,,4.61161319876e-65,***,1
SE3,2016,2016,lbq_sq,L24,216.4544639385467,,6.60862980514e-33,***,1
SE3,2016,2016,coef,_cons,-.3376535681348128,.1585850413024483,.0332406904374989,**,1
SE3,2016,2016,coef,wind_log,-.0342293007574784,.0037027742308106,0,***,1
SE3,2016,2016,coef,hydro_log_ds,.2369913417225058,.0667539404173667,.0003849056784286,***,1
SE3,2016,2016,coef,consump_log_ds,.4432519808740005,.0440251734342257,0,***,1
SE3,2016,2016,coef,oil_log,.0321123447292157,.0483066632314911,.5062039142212964,,1
SE3,2016,2016,coef,gas_log,.152916105028306,.0479633482366218,.0014316810425481,***,1
SE3,2016,2016,coef,netexch_dk1,-.0000536424150987,3.08293567108e-06,0,***,1
SE3,2016,2016,coef,netexch_fi,-.0000281669183643,2.81822418058e-06,0,***,1
SE3,2016,2016,coef,netexch_no1,-.000036855015435,2.21429765871e-06,0,***,1
SE3,2016,2016,coef,netexch_se2,-.0000302769890125,1.82512464121e-06,0,***,1
SE3,2016,2016,coef,netexch_se4,-.0000453644460237,2.47269787192e-06,0,***,1
SE3,2016,2016,coef,ar_L1,2.002228055757781,.0233954579084993,0,***,1
SE3,2016,2016,coef,ar_L2,-1.245987701346539,.0290851513808072,0,***,1
SE3,2016,2016,coef,ar_L3,.237306328712132,.0106052629380733,0,***,1
SE3,2016,2016,coef,ma_L1,-.875697954617888,.0226393889553336,0,***,1
SE3,2016,2016,var_coef,omega,-8.994931083110817,1.119690437756392,8.88178419700e-16,***,1
SE3,2016,2016,var_coef,arch1,.452338361929046,.034352500556394,0,***,1
SE3,2016,2016,var_coef,garch1,.2034995592559616,.0237047747423562,0,***,1
SE3,2016,2016,var_coef,het_wind_log,.0234544076654461,.0453409377049945,.6049538260550897,,1
SE3,2016,2016,var_coef,het_hydro_log_ds,-.456063203795942,.6189624153638562,.4612324902345455,,1
SE3,2016,2016,var_coef,het_consump_log_ds,-.3329207062591476,.6561334525918837,.6118756906436791,,1
SE3,2016,2016,var_coef,het_oil_log,-.3124408878578764,.3199890183440602,.3288606925249975,,1
SE3,2016,2016,var_coef,het_gas_log,1.011231654994986,.3337347523313824,.0024451648554631,***,1
SE3,2016,2016,var_coef,het_netexch_dk1,-.0001703148832357,.0001250428459852,.1731814125244024,,1
SE3,2016,2016,var_coef,het_netexch_fi,-.0001758201752597,.0001014632182364,.0831229683084234,*,1
SE3,2016,2016,var_coef,het_netexch_no1,.0002176158602267,.0000596802030931,.0002659751300338,***,1
SE3,2016,2016,var_coef,het_netexch_se2,.0003633272687033,.0000387015932192,0,***,1
SE3,2016,2016,var_coef,het_netexch_se4,.000461019398872,.0000548579711067,0,***,1
SE3,2016,2016,var_coef,persistence,.6558379211850076,,,,1
SE3,2017,2017,fit,N,8736,,,,1
SE3,2017,2017,fit,ll,15741.22970703138,,,,1
SE3,2017,2017,fit,AIC,-31426.45941406276,,,,1
SE3,2017,2017,fit,BIC,-31228.35359851919,,,,1
SE3,2017,2017,lbq_std,L24,538.4989056060173,,1.64074149974e-98,***,1
SE3,2017,2017,lbq_sq,L24,781.6660319061378,,1.5363543368e-149,***,1
SE3,2017,2017,coef,_cons,1.119953659314376,.3224845879555807,.000514885393095,***,1
SE3,2017,2017,coef,wind_log,-.0578361160230788,.0043257215656221,0,***,1
SE3,2017,2017,coef,hydro_log_ds,.1122299105824357,.0508883906811896,.0274251373414121,**,1
SE3,2017,2017,coef,consump_log_ds,.2138915336650422,.0295043367281517,4.18332035679e-13,***,1
SE3,2017,2017,coef,oil_log,-.1808380951798484,.1069214625488795,.0907762607894869,*,1
SE3,2017,2017,coef,gas_log,-.0359929207830453,.0907683539591479,.6917096492955259,,1
SE3,2017,2017,coef,netexch_dk1,-.0000641551957457,3.17793050319e-06,0,***,1
SE3,2017,2017,coef,netexch_fi,-.0000297598247547,3.08964940845e-06,0,***,1
SE3,2017,2017,coef,netexch_no1,-.0000572294012073,2.70045845377e-06,0,***,1
SE3,2017,2017,coef,netexch_se2,-.0000343155341937,2.01609940283e-06,0,***,1
SE3,2017,2017,coef,netexch_se4,-.0000563094204105,2.80036593753e-06,0,***,1
SE3,2017,2017,coef,ar_L1,2.03511532601471,.0193641428530009,0,***,1
SE3,2017,2017,coef,ar_L2,-1.268851549610476,.0263194751167517,0,***,1
SE3,2017,2017,coef,ar_L3,.2293168928097095,.0110943576676173,0,***,1
SE3,2017,2017,coef,ma_L1,-.8951759513510176,.0164824031469455,0,***,1
SE3,2017,2017,var_coef,omega,-6.408273758591312,2.043371815498145,.0017119498385156,***,1
SE3,2017,2017,var_coef,arch1,.3382845808007225,.033083953755236,0,***,1
SE3,2017,2017,var_coef,garch1,.3344774676975538,.0457191986770549,2.55573340269e-13,***,1
SE3,2017,2017,var_coef,het_wind_log,-.0000983171396303,.0517586864053766,.9984843958367846,,1
SE3,2017,2017,var_coef,het_hydro_log_ds,.6799963078661103,.7055518588845929,.3351565646837815,,1
SE3,2017,2017,var_coef,het_consump_log_ds,.956329455532009,.5552382255146967,.0850012778700557,*,1
SE3,2017,2017,var_coef,het_oil_log,.5881369009430715,.8267463253782489,.4768442182200803,,1
SE3,2017,2017,var_coef,het_gas_log,-1.13068007120348,.5828653982064722,.0523961225027461,*,1
SE3,2017,2017,var_coef,het_netexch_dk1,-.000524066716493,.0000863659510721,1.29530408621e-09,***,1
SE3,2017,2017,var_coef,het_netexch_fi,-.0005810104338569,.0000915472724426,2.20179874333e-10,***,1
SE3,2017,2017,var_coef,het_netexch_no1,.0002469810453956,.0000466060587259,1.16226208879e-07,***,1
SE3,2017,2017,var_coef,het_netexch_se2,.0000947046724973,.0000382974480402,.0134032280321557,**,1
SE3,2017,2017,var_coef,het_netexch_se4,.000300667936173,.0000458215013932,5.31901189760e-11,***,1
SE3,2017,2017,var_coef,persistence,.6727620484982764,,,,1
SE3,2018,2018,fit,N,8736,,,,1
SE3,2018,2018,fit,ll,15929.83470995835,,,,1
SE3,2018,2018,fit,AIC,-31803.6694199167,,,,1
SE3,2018,2018,fit,BIC,-31605.56360437313,,,,1
SE3,2018,2018,lbq_std,L24,366.6941838631325,,4.95381155537e-63,***,1
SE3,2018,2018,lbq_sq,L24,234.1448918713838,,2.24060299277e-36,***,1
SE3,2018,2018,coef,_cons,.1876510212613886,.2680926915073307,.4839595976816682,,1
SE3,2018,2018,coef,wind_log,-.0315749703804576,.0036785722790439,0,***,1
SE3,2018,2018,coef,hydro_log_ds,-.3225262633065231,.0878868357221536,.0002427494570312,***,1
SE3,2018,2018,coef,consump_log_ds,.4282356613639484,.0512456285473742,0,***,1
SE3,2018,2018,coef,oil_log,-.0069384487317749,.0449790433593964,.8774050593554068,,1
SE3,2018,2018,coef,gas_log,-.0002359248575988,.0564543062628473,.9966656174536195,,1
SE3,2018,2018,coef,netexch_dk1,-.0000424018247083,2.52795385669e-06,0,***,1
SE3,2018,2018,coef,netexch_fi,-.0000204609497124,2.82171221483e-06,4.13002965161e-13,***,1
SE3,2018,2018,coef,netexch_no1,-.0000363566565781,2.37889555038e-06,0,***,1
SE3,2018,2018,coef,netexch_se2,-.0000233756622562,2.14004098309e-06,0,***,1
SE3,2018,2018,coef,netexch_se4,-.0000363149679076,2.58076813790e-06,0,***,1
SE3,2018,2018,coef,ar_L1,2.082822361280471,.0213759767368795,0,***,1
SE3,2018,2018,coef,ar_L2,-1.385422351329444,.0279511749123859,0,***,1
